Gene = Angptl8
index = 118
Annotated 5SS: [ 305  568 1443]
Annotated 3SS: [ 405 1332 1549]
SMsplice 5SS: [ 305  568 1443]
SMsplice 3SS: [ 405 1332 1549]
top_k =  500
Partition function (log Z): -2.2640191282756787

Sorted 5' Splice Sites (High to Low Probability):
Position 1443: 0.9551337596506115
Position 568: 0.8940586053897376
Position 305: 0.5961516515538322
Position 335: 0.34873667902520916
Position 1452: 0.010703336176124296
Position 877: 0.00892318421145161
Position 703: 0.005979657065827664
Position 583: 0.005448016011160094
Position 496: 0.003897741572561446
Position 1058: 0.002407296666116659
Position 354: 0.0019502629544417259
Position 1254: 0.0015912134825179628
Position 1468: 0.0011196408902915708
Position 536: 0.0007570329654110621
Position 53: 0.0004354338362090824
Position 1042: 0.00036391036961273176
Position 1290: 0.00027458011494167214
Position 163: 0.00023487915432597925
Position 770: 0.0002155009327610151
Position 511: 0.00015460684130095807
Position 594: 0.00010310753888452306
Position 794: 5.639778867418851e-05
Position 84: 5.26747875642521e-05
Position 248: 5.138247181791435e-05
Position 68: 5.1371104068181854e-05
Position 81: 4.638236705337074e-05
Position 815: 4.244593742700623e-05
Position 1604: 4.0625480759166694e-05
Position 463: 3.203273769618394e-05
Position 324: 3.183553076222028e-05
Position 1151: 3.0281175491703577e-05
Position 406: 2.308767416662925e-05
Position 1026: 2.0287808908937213e-05
Position 1045: 1.8473728535212126e-05
Position 1114: 1.6504104487628178e-05
Position 1480: 1.5953223397277935e-05
Position 292: 1.4260046994901042e-05
Position 322: 1.3773377361652289e-05
Position 1419: 1.1842358684762867e-05
Position 328: 6.129198123553505e-06
Position 14: 5.8144430677631405e-06
Position 341: 4.924244709421384e-06
Position 34: 2.865443820393172e-06
Position 1489: 2.1946728357993117e-06
Position 1607: 1.8219389158515446e-06
Position 161: 2.679314852207469e-07
Position 1313: 3.764465650543592e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1332: 0.9588533768942457
Position 1549: 0.8638362033815634
Position 405: 0.6472174533226812
Position 433: 0.11353991304969327
Position 480: 0.04331836418757574
Position 1710: 0.040354718293139254
Position 445: 0.02778789055613381
Position 1560: 0.02132893905896126
Position 1386: 0.018172804302765053
Position 1604: 0.010560620050349714
Position 1563: 0.010469380863081256
Position 1650: 0.008596768854340492
Position 670: 0.008053320383364562
Position 439: 0.007200501068052769
Position 1676: 0.006409143429737304
Position 477: 0.004615308507190579
Position 1638: 0.004036998507120791
Position 1312: 0.003278861362607291
Position 959: 0.002895131885542266
Position 1572: 0.002848508455400732
Position 1339: 0.002715279000836218
Position 1712: 0.0025414907395543375
Position 402: 0.0023897546206200987
Position 463: 0.0022154886426393474
Position 370: 0.0019547907926171985
Position 1598: 0.001757797128143403
Position 1205: 0.0016198586039970083
Position 412: 0.0015820373123818208
Position 737: 0.0015808504187072774
Position 414: 0.001325129835983615
Position 368: 0.0012680698307766223
Position 1097: 0.001246305076790613
Position 1260: 0.0012236142916503129
Position 1616: 0.0011719394959100015
Position 1578: 0.001101580245004945
Position 1659: 0.0010404508828843182
Position 640: 0.0008713480271133669
Position 1514: 0.0008316867513529949
Position 652: 0.0007898815574857672
Position 1350: 0.0007841898249969775
Position 1188: 0.0006556348653318914
Position 1272: 0.00044768264063803527
Position 1307: 0.00042389886584013394
Position 139: 0.00038654701756790785
Position 642: 0.0003293962833869636
Position 676: 0.0002836984609148501
Position 745: 0.00025167309382758394
Position 707: 0.0002299386403061465
Position 1392: 0.00022442390039482057
Position 1627: 0.00016532939403437956
Position 1690: 0.00015189248564387057
Position 690: 0.00014918998628713804
Position 1395: 0.00013842710903418218
Position 503: 0.00012268904477739313
Position 168: 0.00011853219434955035
Position 1717: 0.00011654136702770792
Position 611: 9.666102634417676e-05
Position 1128: 9.509203316201406e-05
Position 1171: 9.236777394517212e-05
Position 757: 8.682318552799147e-05
Position 1298: 7.493214722724512e-05
Position 1108: 7.053266228830954e-05
Position 245: 7.020666435218305e-05
Position 511: 6.943825273480403e-05
Position 944: 6.077221440893315e-05
Position 617: 5.3835468600664994e-05
Position 794: 4.9801810892131965e-05
Position 615: 4.8078899320175725e-05
Position 798: 4.7093795046644755e-05
