Gene = Ccer2
index = 227
Annotated 5SS: [  84  331  569 1394]
Annotated 3SS: [ 289  480  866 2480]
SMsplice 5SS: [ 84 331 569]
SMsplice 3SS: [ 289  480 2480]
top_k =  500
Partition function (log Z): -6.04642844001084

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.8766750834998458
Position 331: 0.7273186312118086
Position 569: 0.6581547536354267
Position 1394: 0.09415956702031482
Position 2321: 0.06785185423014638
Position 187: 0.02294723529462583
Position 218: 0.008557676675803889
Position 924: 0.002536875735479335
Position 134: 0.002204295041455245
Position 514: 0.0017623723329217556
Position 1788: 0.0016732496310222712
Position 662: 0.0014320710698092366
Position 161: 0.0006649735215120563
Position 961: 0.0005003808265164525
Position 227: 0.00038702704539175846
Position 416: 0.000342641523160813
Position 224: 0.00023792678429610366
Position 123: 0.0001758250386510875
Position 193: 0.00016644632469862598
Position 88: 0.00016495221287351943
Position 369: 0.00014478056047972741
Position 146: 0.00014259526918820428
Position 237: 6.524404802567294e-05
Position 112: 3.5906283812727746e-05
Position 17: 3.106617602376372e-05
Position 364: 1.7792649358401284e-05
Position 502: 7.04800286901866e-06
Position 255: 3.4198445376795046e-06
Position 208: 2.278590924718567e-06
Position 675: 1.0343639477333744e-06
Position 273: 7.672391211084653e-07
Position 463: 3.094389514142283e-07
Position 245: 2.88664683053089e-07
Position 668: 2.0892914231838768e-07
Position 780: 1.5617753681359933e-07
Position 804: 1.1532065563646071e-07
Position 583: 1.0333682959409787e-07
Position 790: 4.408046279603487e-08
Position 15: 1.2358245429726226e-09
Position 505: 1.8495905561384965e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 289: 0.6756440666919432
Position 480: 0.4799577900205823
Position 2480: 0.4132880634205469
Position 419: 0.23334255532993547
Position 866: 0.16570812264998705
Position 1267: 0.06409960455426057
Position 2212: 0.056802683814263864
Position 687: 0.05040702454709741
Position 2258: 0.0450976124566485
Position 1971: 0.03257049121400714
Position 2006: 0.02428644793078688
Position 1750: 0.015750705197086844
Position 186: 0.012898822934246679
Position 2320: 0.01245445696232238
Position 499: 0.011223981229672277
Position 2440: 0.009161027874744071
Position 1216: 0.007910365206626887
Position 780: 0.00783100040588455
Position 913: 0.007507879075138543
Position 943: 0.007217986550014651
Position 2387: 0.0070282661383554565
Position 832: 0.006420310373650925
Position 1333: 0.006373150910857618
Position 808: 0.005924094344709877
Position 1642: 0.005722290649640671
Position 501: 0.005416753604388471
Position 2623: 0.005401995471481617
Position 705: 0.005261208632366089
Position 2349: 0.005091297613586074
Position 1478: 0.005024457808905351
Position 1950: 0.004804814865142394
Position 314: 0.004639225321052147
Position 1030: 0.004043295347313292
Position 733: 0.0037089589527795896
Position 723: 0.0034530686602670005
Position 2041: 0.0033338981133223125
Position 2608: 0.0031471216985999506
Position 496: 0.0026629002735804957
Position 2666: 0.0026573172190170204
Position 868: 0.0026016630477841618
Position 2230: 0.0025501541549452196
Position 1059: 0.0025216871299131977
Position 2097: 0.0022417115895472023
Position 666: 0.002077410258354969
Position 1293: 0.002053014051532594
Position 298: 0.0018337188676157622
Position 1072: 0.0017679472542483146
Position 2146: 0.001500815609302222
Position 568: 0.0014927038802496947
Position 1940: 0.0014619022059153808
Position 910: 0.001324680453871067
Position 1222: 0.0013186050776528124
Position 1036: 0.0012920541335074505
Position 2602: 0.0012544792624402472
Position 1250: 0.001048254974888018
Position 827: 0.001035165068894165
Position 626: 0.0009962881512265381
Position 1079: 0.0009948592527327415
Position 881: 0.0009932445918750428
Position 553: 0.0008632931381755039
Position 940: 0.0008275133917925431
Position 946: 0.0008255799513967718
Position 907: 0.0008228623689215508
Position 1228: 0.0007136728619958847
Position 1317: 0.0005532908552430013
Position 1082: 0.0004467387846621555
Position 916: 0.00043041524967130286
Position 267: 0.0004121274342874049
Position 2744: 0.0004116765460207403
Position 531: 0.00039240055867701697
Position 1051: 0.0003913663277209056
Position 1312: 0.00036392916209965697
Position 633: 0.00036204640644817593
Position 217: 0.00035987427003933973
Position 1075: 0.00034203329457302195
Position 762: 0.00033676311298927767
Position 1345: 0.0002880494898276101
Position 2451: 0.0002857897698530969
Position 2081: 0.00028555246642714523
Position 1063: 0.0002836409474694446
Position 2193: 0.0002777201579536162
Position 324: 0.0002562660124443054
Position 738: 0.00025527108441100835
Position 1932: 0.0002030146000347552
Position 1591: 0.0001636715618417223
Position 1093: 0.00016222471591983037
Position 1390: 0.00015919547370483406
Position 1160: 0.0001452396188432588
Position 1210: 0.0001381629420855477
Position 174: 0.00012907460490743346
Position 812: 0.00012895579405628607
Position 255: 0.00010735696079321473
Position 790: 0.0001039528830058993
Position 167: 9.686208128312001e-05
Position 1154: 6.899077348792131e-05
Position 330: 6.496938279059086e-05
Position 1673: 4.532092088727989e-05
Position 537: 4.06870157188232e-05
Position 1662: 4.0132714365722136e-05
Position 235: 3.4577540974322424e-05
Position 327: 2.7744345053803988e-05
Position 153: 2.249560851462041e-05
Position 243: 1.661255652448759e-05
Position 1123: 1.5220977132570318e-05
Position 1108: 1.2169177454429623e-05
Position 245: 6.745764402752759e-06
Position 158: 2.735667370846821e-06
Position 1018: 1.7591862421757552e-06
Position 335: 1.265638848288136e-06
Position 1087: 1.021383938881253e-06
Position 513: 9.030680052518792e-07
Position 593: 7.805148542127399e-07
Position 145: 7.251419737219652e-07
Position 572: 3.6777121583895525e-07
Position 338: 3.209465793188226e-07
Position 1690: 2.1831840574468304e-07
Position 1686: 1.3041415386357832e-07
Position 102: 2.3356852151291117e-08
Position 118: 1.6878292787502953e-08
Position 93: 5.029798378403346e-09
Position 123: 4.4788221706663084e-10
Position 88: 2.98105599027445e-10
Position 133: 1.2428419357659697e-10
Position 104: 1.116214279869826e-10
Position 583: 1.647690049866088e-11
