Gene = Gtf3c1
index = 527
Annotated 5SS: [  324  3950  8437  8832 11320 14642 26679 28955 30480 31298 33724 35096
 37306 38198 38632 38927 39787 40469 40757 44373 44822 45204 45522 48724
 50295 51937 53314 55918 56718 59384 60441 61307 62266 63907 64455 65334]
Annotated 3SS: [ 3739  8259  8687 11222 14517 26516 28838 30163 31094 33586 34941 37201
 38012 38361 38780 39688 40371 40578 44233 44685 45124 45332 48565 50151
 51854 53200 55854 56623 59210 60152 61046 61975 63407 64414 65140 66046]
SMsplice 5SS: [  324  3950  8437  8832 11320 14642 21114 26679 28955 31298 33724 35096
 37306 38198 38927 39793 40469 44373 44822 45204 48724 50295 50872 51937
 53314 55918 56718 59384 61307 62266 65334]
SMsplice 3SS: [ 3739  8259  8687 11222 14517 21017 26516 28838 31094 33586 34941 37201
 38012 38780 39688 40371 44233 44685 45124 48565 50178 50784 51854 53200
 55854 56623 59210 61046 62140 65140 66046]
top_k =  500
Partition function (log Z): 56.354570662684225

Sorted 5' Splice Sites (High to Low Probability):
Position 14642: 0.9998860966381337
Position 48724: 0.9998381295834812
Position 8832: 0.9987862502649373
Position 33724: 0.9965814709146857
Position 3950: 0.981632036966405
Position 44822: 0.9732389414436163
Position 26679: 0.9727606509957881
Position 8437: 0.9724290681136679
Position 51937: 0.968275287085371
Position 35096: 0.9614981153511797
Position 31298: 0.9462258639931986
Position 44373: 0.944699566643523
Position 59384: 0.9006163055039376
Position 61307: 0.8942646619144282
Position 55918: 0.8885815041316184
Position 28955: 0.8829133340589039
Position 45204: 0.8726080045907821
Position 62266: 0.8619233605609676
Position 38927: 0.8482306591422433
Position 11320: 0.8421259617988026
Position 40469: 0.8379907209775782
Position 38198: 0.8046769300234903
Position 50295: 0.7951087727083589
Position 56718: 0.7738558209193989
Position 50872: 0.721417215034346
Position 53314: 0.707832188138302
Position 65334: 0.6615705876524764
Position 17860: 0.6541066702239335
Position 21114: 0.6461159734783942
Position 38632: 0.5215891136355445
Position 39793: 0.5112641115273301
Position 60441: 0.48489826157562244
Position 324: 0.4525211681820072
Position 21774: 0.42903450475811317
Position 40757: 0.416061926255983
Position 12567: 0.4119643623937816
