Gene = Pth
index = 873
Annotated 5SS: [ 120 2376]
Annotated 3SS: [2284 2491]
SMsplice 5SS: [ 120 2376]
SMsplice 3SS: [2284 2491]
top_k =  500
Partition function (log Z): -1.2653729924724155

Sorted 5' Splice Sites (High to Low Probability):
Position 2376: 0.9819366229516278
Position 120: 0.858593573715854
Position 2701: 0.3788299713396322
Position 1326: 0.20460726178571673
Position 1801: 0.13924524711152605
Position 277: 0.12266239459367578
Position 1128: 0.031437650511479925
Position 910: 0.01844602889225562
Position 713: 0.009776885717137937
Position 247: 0.009107430759690742
Position 915: 0.0064371382577117775
Position 293: 0.005336073066446122
Position 2371: 0.004722761773359841
Position 768: 0.002813921453757117
Position 154: 0.0019202081058162514
Position 2601: 0.0016391164383891131
Position 1511: 0.00157629303868291
Position 1913: 0.0015695519070403395
Position 2695: 0.0013916894170846563
Position 115: 0.0012633441720004386
Position 2844: 0.0010341242227711806
Position 1564: 0.000962637996783928
Position 2891: 0.0008523740105531933
Position 901: 0.0008487858732512215
Position 1398: 0.0006645467779803682
Position 1383: 0.00047177824238751106
Position 2727: 0.00036735240807006286
Position 1135: 0.00034215130758494754
Position 2676: 0.00030176647429857093
Position 159: 0.00024324889459212965
Position 2670: 0.00021047606545572571
Position 2605: 0.00019906864978581077
Position 2721: 0.00016683076196523022
Position 2827: 0.00015642489483881804
Position 2380: 0.0001493255986079401
Position 524: 0.00014035208190612956
Position 470: 8.747021351988573e-05
Position 2428: 8.266875158743381e-05
Position 2750: 6.984224639355897e-05
Position 1114: 6.294557422310598e-05
Position 1119: 5.62608619982066e-05
Position 271: 5.3487236033195645e-05
Position 1095: 4.4302449315276836e-05
Position 327: 4.3290617395152635e-05
Position 2407: 4.004876247227146e-05
Position 2638: 3.0626122956977304e-05
Position 807: 3.0185509033508456e-05
Position 2733: 2.3976813041578983e-05
Position 370: 2.0087120824059307e-05
Position 77: 1.610176657621715e-05
Position 519: 1.5595323640202005e-05
Position 109: 1.4068882916005935e-05
Position 2613: 1.3012549001924991e-05
Position 858: 1.2077390954465231e-05
Position 2268: 1.2053248398295752e-05
Position 2395: 8.508399080644886e-06
Position 2502: 3.896864336551507e-06
Position 2425: 3.2129762135470562e-06
Position 501: 1.6139538630816042e-06
Position 1408: 1.4449499228518743e-06
Position 2248: 1.2518164151664877e-06
Position 496: 1.1273976348129662e-06
Position 2221: 9.343315876486079e-07
Position 477: 6.67470499526931e-07
Position 1394: 6.532935752240171e-07
Position 1998: 5.628343020467495e-07
Position 51: 5.358486238295887e-07
Position 304: 5.332305208749244e-07
Position 1310: 4.739542938569247e-07
Position 1425: 4.503833245690351e-07
Position 81: 4.0911361633441626e-07
Position 1328: 3.886893831592636e-07
Position 35: 1.7112698316268336e-07
Position 538: 8.658549582935497e-08
Position 236: 5.192264469895691e-08
Position 402: 4.537764281703723e-08
Position 30: 3.089188311115077e-08
Position 46: 1.3767032965066842e-09
Position 177: 1.3264649714618418e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2491: 0.9943932562658507
Position 2284: 0.6374271450762562
Position 2770: 0.22136252273345783
Position 1231: 0.18537185572049122
Position 2289: 0.1549638510015125
Position 2267: 0.14418848076639865
Position 1687: 0.1062923277387452
Position 2809: 0.07765375825415649
Position 2934: 0.04035568575316328
Position 2237: 0.027652602480065677
Position 2774: 0.026537104313128744
Position 984: 0.02167745051989549
Position 2890: 0.016960480537467276
Position 2101: 0.015344461006895542
Position 1246: 0.01235397057233281
Position 603: 0.01061536777546973
Position 1640: 0.010393232858800259
Position 697: 0.009170995758503164
Position 1039: 0.006345665431141479
Position 562: 0.005267313561548049
Position 1266: 0.004880728590864197
Position 2974: 0.00485329435945642
Position 1540: 0.00462797548773121
Position 2125: 0.004356102633172153
Position 873: 0.0037471450893430307
Position 1655: 0.0036106836502629498
Position 1227: 0.0034023566979339255
Position 1727: 0.0030973592867737025
Position 954: 0.002298159584453229
Position 1660: 0.0022609934879490056
Position 1610: 0.0020413028682434373
Position 677: 0.002020750128881463
Position 1637: 0.002005298657312111
Position 2495: 0.0017568418158928033
Position 1502: 0.0015463452574480412
Position 737: 0.0013917804217040933
Position 713: 0.0013647843409907469
Position 1579: 0.0012652300067248913
Position 1691: 0.00124288834197697
Position 1310: 0.001230844491002582
Position 522: 0.0012040951344111977
Position 242: 0.0010510947523582218
Position 767: 0.0008163715699791373
Position 1994: 0.0007449874544117908
Position 1510: 0.0007249721636723314
Position 2338: 0.0007161715496719045
Position 2317: 0.0006869863216515327
Position 720: 0.0006269643394829311
Position 1026: 0.0004976228875795447
Position 2082: 0.0004782208451793071
Position 264: 0.00042992841122431604
Position 2779: 0.0004119399286541317
Position 1800: 0.00038060744994080053
Position 717: 0.0003755243000292205
Position 839: 0.00033468117909537143
Position 1287: 0.00032999975892114753
Position 991: 0.0003264654695087338
Position 739: 0.000324580019764551
Position 2516: 0.00032306340080751387
Position 811: 0.00026669718763031367
Position 1155: 0.00023253851984254538
Position 988: 0.000224264686420665
Position 423: 0.00022124716244489292
Position 246: 0.0001762839252314643
Position 1735: 0.0001446214779772067
Position 2605: 0.000141309991893487
Position 2149: 0.00013886048252877717
Position 1776: 0.00012844271578946572
Position 821: 0.00012505846561609879
Position 2010: 0.00011676559433769674
Position 786: 0.00011201488376621828
Position 639: 0.00010746402131956448
Position 2134: 0.00010581177387145953
Position 743: 9.900503342353071e-05
Position 1417: 9.662340928485958e-05
Position 1739: 8.339452882575158e-05
Position 537: 8.082169476302389e-05
Position 2818: 8.043426145437623e-05
Position 1998: 5.590103634917477e-05
Position 1910: 4.270410218489778e-05
Position 2497: 3.52307432691243e-05
Position 2034: 3.084664946021032e-05
Position 2827: 2.959819288528888e-05
Position 815: 2.871837314032146e-05
Position 370: 2.2928852233496377e-05
Position 375: 1.7215764271089412e-05
Position 931: 1.676939278567739e-05
Position 881: 1.6284830230203886e-05
Position 1086: 7.985343251343277e-06
Position 1041: 7.209194992066888e-06
Position 2579: 6.975112495468578e-06
Position 751: 6.916072446334304e-06
Position 995: 6.7362646333803535e-06
Position 2629: 6.703189491793416e-06
Position 757: 6.574214102804427e-06
Position 1083: 6.057506170333756e-06
Position 777: 5.162641824839599e-06
Position 274: 4.668709667473685e-06
Position 2613: 4.234660919315249e-06
Position 2499: 3.905452043799179e-06
Position 2555: 3.898271723868351e-06
Position 782: 2.578161004549847e-06
Position 847: 1.7935526833060392e-06
Position 565: 1.6159862373409378e-06
Position 2575: 1.5177394669671186e-06
Position 2557: 1.4468090934629794e-06
Position 304: 9.336440103050263e-07
Position 2631: 7.700365603660122e-07
Position 2638: 3.442481056443359e-07
Position 2506: 3.2422860644663805e-07
Position 2660: 2.0520663812247011e-07
Position 2663: 1.3356317685095444e-07
Position 443: 1.0152878165368303e-07
Position 583: 9.455043675688162e-08
Position 570: 8.120960981204503e-08
Position 1053: 6.471056901137752e-08
Position 312: 2.772882646372064e-09
Position 158: 1.3187831536459597e-09
Position 276: 4.0222680888430326e-10
Position 164: 3.9530998823345645e-10
Position 177: 9.650405191983899e-11
Position 477: 1.3685599281506994e-11
Position 94: 3.9062284228632026e-12
