Gene = Opa3
index = 781
Annotated 5SS: [251]
Annotated 3SS: [16419]
SMsplice 5SS: [  251 16653]
SMsplice 3SS: [16419 17354]
top_k =  500
Partition function (log Z): -12.241371172835956

Sorted 5' Splice Sites (High to Low Probability):
Position 251: 0.9772988684451775
Position 4889: 0.5065483321378288
Position 16653: 0.37744309577557883
Position 4562: 0.28601355180361876
Position 7806: 0.22783158156077934
Position 16752: 0.16557685463100952
Position 4545: 0.15966929559704449
Position 10947: 0.1161596799470553
Position 3351: 0.0382913715111996
Position 3366: 0.022235194479794024
Position 1305: 0.021554924919600357
Position 1236: 0.020835627982055804
Position 163: 0.01756881060137195
Position 940: 0.013722086396638538
Position 2851: 0.012185353431728453
Position 80: 0.0069180355838688945
Position 2804: 0.0065035785809502596
Position 2737: 0.0062671604541324035
Position 52: 0.006123158241859211
Position 2474: 0.005873059391658081
Position 1274: 0.005842774220342872
Position 3162: 0.003955799728403409
Position 4076: 0.003912035467362729
Position 1551: 0.0034223016954532336
Position 5865: 0.002750103087058815
Position 3421: 0.0025143921267772665
Position 4363: 0.0022721906590430453
Position 2857: 0.002241973700550674
Position 4383: 0.0016973274398347647
Position 512: 0.001402036763616155
Position 2938: 0.0010502800439769037
Position 185: 0.0009345091773564283
Position 33: 0.0008608920646948906
Position 1962: 0.0008305104648374201
Position 4656: 0.0006323748605950531
Position 115: 0.0004537720949381028
Position 71: 0.00028508389871873923
Position 1899: 0.00023972589915747727
Position 2243: 0.00022584054981198142
Position 2863: 0.00022517566875354946
Position 1503: 0.00019518094495569172
Position 1744: 0.000154773997544432
Position 3975: 0.00013396254417940572
Position 4304: 0.00012707322509328432
Position 3565: 0.00012631082181065807
Position 87: 9.356591099260934e-05
Position 661: 5.050028174969331e-05
Position 4747: 3.9670936294761027e-05
Position 255: 3.621366091284126e-05
Position 833: 2.3180252163548995e-05
Position 3125: 1.41558825873851e-05
Position 665: 1.1593118009027098e-05
Position 3093: 9.208111516254583e-06
Position 2287: 8.046145531762657e-06
Position 2658: 7.869885072307835e-06
Position 2886: 6.408799265985885e-06
Position 2382: 6.345395698432187e-06
Position 2334: 5.420263470107895e-06
Position 2644: 4.231273299621442e-06
Position 112: 3.7397208381448896e-06
Position 997: 3.0303667774615177e-06
Position 1052: 2.2514579822997326e-06
Position 704: 2.07339195833054e-06
Position 645: 1.799270451841474e-06
Position 514: 1.7415040012188716e-06
Position 1024: 1.5594004219481066e-06
Position 1072: 1.1635506169648031e-06
Position 1078: 1.1179670670969023e-06
Position 674: 7.754946006684109e-07
Position 1046: 6.817778861811718e-07
Position 213: 2.9643636092762147e-07
Position 911: 2.2274175884048111e-07
Position 123: 1.960802038239807e-07
Position 141: 1.871926212019738e-07
Position 299: 9.274049481923452e-09
Position 314: 1.2053388985855383e-09
Position 318: 1.0890504481105226e-09
Position 548: 1.9316519525891973e-11
Position 388: 1.5996471581416877e-12
Position 422: 8.45722184137296e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 16419: 0.8410748228333355
Position 17354: 0.6283427593051648
Position 4779: 0.48362018400769446
Position 4506: 0.4349659558461034
Position 7709: 0.2180858179663513
Position 10848: 0.12776102621814922
Position 3246: 0.06397762798376713
Position 1156: 0.0358071034824701
Position 2678: 0.026548646949859492
Position 4732: 0.019251993142106714
Position 4484: 0.017636285023832708
Position 162: 0.013383285710801546
Position 7613: 0.012680942626905188
Position 836: 0.009094796580921544
Position 7213: 0.00702484671053677
Position 1099: 0.006444723904021315
Position 6291: 0.006340588372759
Position 2362: 0.00617919866050028
Position 4333: 0.005062670867441404
Position 7665: 0.0044096949382727135
Position 4362: 0.004275730292285025
Position 8424: 0.004092663894731346
Position 3092: 0.004031683915762905
Position 5696: 0.003093434744460644
Position 3204: 0.0030128064412568295
Position 4184: 0.0029765478107010635
Position 10458: 0.002772797896892083
Position 4806: 0.0026383631475483046
Position 1172: 0.002408747132323576
Position 4783: 0.002009002111013394
Position 10490: 0.001993560414424767
Position 4025: 0.0018842923556829938
Position 11185: 0.0018385811491733787
Position 1192: 0.0016931013963527404
Position 5745: 0.001590823515989532
Position 1132: 0.0015288173484288726
Position 1459: 0.0014090787520920586
Position 3761: 0.0013935366798870723
Position 5200: 0.0013171762934869823
Position 1412: 0.0011626859616217788
Position 5220: 0.0011455783057939186
Position 2210: 0.0010323971359217695
Position 2665: 0.001002920942062116
Position 1839: 0.0008713817076842217
Position 6149: 0.0007819233581899867
Position 6562: 0.0007665456853228402
Position 3014: 0.0006254692275085539
Position 6442: 0.0006067748407163366
Position 1008: 0.0005787884708620763
Position 405: 0.0005494795392041867
Position 3988: 0.000527231176655473
Position 8277: 0.000523325667864674
Position 3967: 0.0004889458677834348
Position 766: 0.00047821830053683065
Position 905: 0.00043836658688113785
