Gene = Elof1
index = 373
Annotated 5SS: [  63 3365]
Annotated 3SS: [3228 3492]
SMsplice 5SS: [  63 2985 3365]
SMsplice 3SS: [2942 3228 3492]
top_k =  500
Partition function (log Z): -4.294675787135626

Sorted 5' Splice Sites (High to Low Probability):
Position 3365: 0.9555096600729444
Position 63: 0.7372058847435151
Position 2985: 0.6236412649182631
Position 328: 0.382328240972026
Position 2478: 0.14032380048890208
Position 3726: 0.10379921621947068
Position 236: 0.09458109815728787
Position 3028: 0.07181368896458523
Position 524: 0.07120183803616849
Position 407: 0.055361155522237505
Position 1430: 0.049743615564671606
Position 3730: 0.044332148039590104
Position 320: 0.04270840922139099
Position 3176: 0.0326501776640681
Position 1529: 0.015671200654652707
Position 518: 0.010971158938138442
Position 948: 0.008343215702371677
Position 3382: 0.007326801863330602
Position 1690: 0.0067192183505331874
Position 3369: 0.0064924521142697015
Position 3834: 0.006288484494360832
Position 57: 0.0059182606948796936
Position 1407: 0.005814428024779711
Position 1479: 0.0045700119584589595
Position 421: 0.002951907384964204
Position 1126: 0.0024958683881939826
Position 387: 0.0020538282937912285
Position 2327: 0.0018239641375979972
Position 2982: 0.0013865215057841738
Position 3100: 0.0013651764407720804
Position 3357: 0.0006449584154829853
Position 3633: 0.000624000227621636
Position 3347: 0.0006232077309293024
Position 3352: 0.0005374235029631618
Position 26: 0.000517278862454309
Position 3045: 0.0004535256389760347
Position 69: 0.0004081077358634669
Position 11: 0.00023183600159105915
Position 283: 0.0001524713541691203
Position 3625: 0.0001402011584293222
Position 277: 0.00012164934159701111
Position 17: 0.0001024410170976727
Position 1918: 8.666872258326493e-05
Position 954: 7.788430411737987e-05
Position 135: 6.590632917881232e-05
Position 74: 5.884863800018825e-05
Position 1152: 5.040393476929684e-05
Position 1801: 2.246355261911095e-05
Position 306: 2.165332298851097e-05
Position 747: 1.780295105894775e-05
Position 3373: 1.394430437840407e-05
Position 174: 1.289313829258191e-05
Position 3317: 7.032629755920629e-06
Position 67: 2.6573704814216294e-06
Position 378: 2.0464194079521245e-06
Position 250: 1.9871143886102386e-06
Position 89: 1.1931979283281208e-06
Position 398: 1.0250646423025684e-06
Position 390: 4.301222504617459e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3492: 0.7914807817433345
Position 3228: 0.7677667749391278
Position 2942: 0.49354510567659154
Position 203: 0.3102355679007336
Position 3246: 0.21256249104426148
Position 2892: 0.18498583389457174
Position 3895: 0.17971570455904864
Position 2064: 0.07258912616773874
Position 1345: 0.05551597403603962
Position 263: 0.051392653972732974
Position 3539: 0.04169496052590073
Position 2312: 0.0295110048826047
Position 131: 0.024674997711674408
Position 2268: 0.02206581974397138
Position 1314: 0.020187745404699864
Position 3967: 0.01844640616888536
Position 3058: 0.017842682681417126
Position 3932: 0.016334516583709748
Position 3870: 0.013502409791888851
Position 3091: 0.013457005366792504
Position 4110: 0.012945349842491679
Position 2856: 0.012793402487047188
Position 2946: 0.011327866084624046
Position 4018: 0.009802574536755487
Position 2217: 0.00834967520715285
Position 3443: 0.008147735837295502
Position 439: 0.007743529650230483
Position 466: 0.007280596214173066
Position 4000: 0.006427459583395439
Position 1429: 0.005509613026269995
Position 3800: 0.005345280639310264
Position 3714: 0.005037570811967952
Position 2254: 0.004989724109349429
Position 856: 0.004953711670427807
Position 3655: 0.004518474970535255
Position 3572: 0.004224161990998382
Position 2442: 0.004132257175574714
Position 3430: 0.003729175801313448
Position 3833: 0.0035152445628281715
Position 313: 0.0031406613407203047
Position 2910: 0.003008568377221387
Position 3550: 0.0024931376263496656
Position 3752: 0.0017201034153520303
Position 2416: 0.001533327836569853
Position 3541: 0.0013885697820359884
Position 2777: 0.0013821584396785079
Position 4026: 0.0012060382759789016
Position 3166: 0.0011592590637032562
Position 789: 0.0010610995213769458
Position 1012: 0.0009699906840023614
Position 2068: 0.0009428616691819942
Position 1365: 0.000936088193532074
Position 349: 0.0009073511367649257
Position 3293: 0.0008900073147170426
Position 786: 0.0007911341839095257
Position 390: 0.000732459009060894
Position 2660: 0.0007060666551965964
Position 164: 0.0007000341823570811
Position 755: 0.0006318937786245149
Position 1060: 0.0006170612853453827
Position 442: 0.0006071056480324666
Position 3764: 0.0004990142414485831
Position 3069: 0.000486009096970208
Position 120: 0.0004806184956249615
Position 1393: 0.00034743079238292053
Position 240: 0.00034165952546914196
Position 387: 0.0003194907318511044
Position 3451: 0.00031756373879606196
Position 1088: 0.000255412833821633
Position 1632: 0.0002543965652492895
Position 3133: 0.0002403257612876203
Position 3591: 0.0001621101211151283
