Gene = Nfrkb
index = 744
Annotated 5SS: [   79  2858  5973  8639 10306 10946 11602 12453 13138 13856 14512 14812
 15944 16087 16883 17438 19466 23205 23733 24087 24446 25198 28593 32891
 33758]
Annotated 3SS: [ 2684  5770  8510 10130 10843 11527 12367 12956 13746 14384 14745 15863
 16042 16821 17262 19358 23080 23652 23871 24174 24984 27824 32783 33621
 33862]
SMsplice 5SS: [   79  2858  5564  8639 10306 10946 11602 12216 12453 14512 14707 15944
 16087 19243 19466 23205 23733 24087 24446 25198 27907 32891 33758]
SMsplice 3SS: [ 2684  5463  8510 10130 10601 11527 12092 12333 14384 14592 15863 16042
 19168 19358 23080 23652 23871 24174 25090 27824 32783 33621 33862]
top_k =  500
Partition function (log Z): 40.615547374832296

Sorted 5' Splice Sites (High to Low Probability):
Position 12453: 0.9923571291024734
Position 14512: 0.9873882888410632
Position 19466: 0.9830774379457512
Position 23733: 0.9818433382394544
Position 27907: 0.9580902816754693
Position 32891: 0.9538203124269519
Position 15944: 0.9445505983070296
Position 10306: 0.9087652405777934
Position 23205: 0.8959884339466063
Position 33758: 0.8819827863476319
Position 8639: 0.8581579700033556
Position 24087: 0.8570057501060886
Position 79: 0.8178601303025604
Position 2858: 0.8122242525030807
Position 12216: 0.8120930832683501
Position 11602: 0.8064691620373036
Position 5973: 0.7217098704133852
Position 24446: 0.7099742962276591
Position 25198: 0.6930112444298492
Position 10946: 0.645363667115634
Position 16883: 0.6369472504603875
Position 14707: 0.614091109288794
Position 19243: 0.5659538663281707
Position 5564: 0.5638993148693647
Position 13856: 0.5369997399151909
Position 16087: 0.5356191563068041
Position 17438: 0.40483141476496937
Position 26366: 0.3464931030068554
Position 16612: 0.34258844266798727
Position 16107: 0.3216842929142665
Position 20137: 0.2560208632152183
Position 14812: 0.2556044575004782
Position 1449: 0.2458840687861146
Position 24308: 0.24086103406141088
Position 19292: 0.21123281554072532
Position 28593: 0.17775022870314558
Position 1119: 0.17477881226691763
Position 13138: 0.16863863562220485
Position 13215: 0.1620203711112769
Position 55: 0.1537588942918721
Position 23567: 0.14135674999935519
Position 7224: 0.13741431947389307
Position 5685: 0.1161693343933603
Position 16900: 0.11383067372171107
Position 2828: 0.11113588963330824
Position 10710: 0.10960896075331955
Position 28174: 0.09851456745623154
Position 21385: 0.09309004043847736
Position 11848: 0.09230698259115425
Position 26398: 0.09210882621328824
