Gene = Slx1b
index = 987
Annotated 5SS: [ 360 3032 3464 3857 4046]
Annotated 3SS: [2979 3124 3728 3960 4128]
SMsplice 5SS: [ 360 2640 3032 3464 3857 4046]
SMsplice 3SS: [2423 2979 3124 3728 3960 4128]
top_k =  500
Partition function (log Z): -3.535579838113008

Sorted 5' Splice Sites (High to Low Probability):
Position 360: 0.9831574524320686
Position 3032: 0.7929722012132793
Position 3464: 0.7712746669875755
Position 3857: 0.7619262744816285
Position 4046: 0.6968926465141576
Position 2640: 0.5331694152261411
Position 4349: 0.379029570505307
Position 3598: 0.050652396636571284
Position 3254: 0.04844917841633319
Position 2789: 0.04048834859499922
Position 92: 0.020724483894378063
Position 1098: 0.017007498034489033
Position 2603: 0.015545485653060452
Position 2939: 0.013755613232965223
Position 126: 0.0131331430988549
Position 4246: 0.012483504721669161
Position 3250: 0.011481735379451026
Position 326: 0.009879966671844391
Position 6011: 0.007981095202296127
Position 631: 0.005728066005265634
Position 2868: 0.005233728879320281
Position 4199: 0.004424762965361053
Position 3423: 0.003818497700711001
Position 2858: 0.003486045190457258
Position 1976: 0.003317722124627054
Position 2553: 0.0032041475315990778
Position 599: 0.003104687244401486
Position 2616: 0.0030648525928082784
Position 3613: 0.0027886839115632673
Position 2500: 0.002774335081607086
Position 396: 0.002665693917253408
Position 3892: 0.0022273176279860737
Position 133: 0.0021739049825149535
Position 295: 0.0020764914641396995
Position 3386: 0.0017130513096230932
Position 3043: 0.0016641454544473312
Position 3642: 0.001418219484943098
Position 2282: 0.0014094955903964982
Position 3041: 0.0010111884403112212
Position 3686: 0.0009262901613199628
Position 1684: 0.0008251333379220797
Position 5756: 0.0007745207476549122
Position 3640: 0.0007085835828340155
Position 928: 0.0007031124160375841
Position 2495: 0.0007009650775703614
Position 614: 0.0006038633022412935
Position 381: 0.0005888434325137324
Position 29: 0.0005884190877123547
Position 6222: 0.0004928348554701657
Position 569: 0.0004855363577841566
Position 1859: 0.00042319596303658935
Position 1605: 0.0003533304323584702
Position 72: 0.00031343957455885605
Position 591: 0.00028511425702839775
Position 4165: 0.00026111707886948543
Position 175: 0.00025822545929548804
Position 2223: 0.0002386240174519336
