Gene = Spesp1
index = 1012
Annotated 5SS: [207]
Annotated 3SS: [8644]
SMsplice 5SS: [207]
SMsplice 3SS: [9262]
top_k =  500
Partition function (log Z): -9.63453609935005

Sorted 5' Splice Sites (High to Low Probability):
Position 207: 0.9487271567746312
Position 2808: 0.2762360313975985
Position 4723: 0.2453155647104979
Position 2366: 0.09068888254138517
Position 7597: 0.04005366732730562
Position 199: 0.03526055381727388
Position 2336: 0.03276141914754157
Position 8806: 0.030603774879593842
Position 776: 0.024753574206168995
Position 8790: 0.018064988405500883
Position 48: 0.01728680424382297
Position 3699: 0.012050707712222001
Position 4746: 0.01184592549141476
Position 8823: 0.011466325919439345
Position 634: 0.01101401325126524
Position 4541: 0.007066023852191418
Position 83: 0.006318980397459019
Position 2202: 0.005710688882837677
Position 849: 0.005018724772974385
Position 1336: 0.004484364933990788
Position 3721: 0.004244240752021231
Position 5068: 0.0037306958748617833
Position 381: 0.0020435136500840103
Position 2191: 0.0013399815496000043
Position 392: 0.0011281255770543572
Position 2785: 0.0010453990307965758
Position 2813: 0.0007649066696496102
Position 2743: 0.0007602697514092114
Position 1746: 0.0005985288118751145
Position 583: 0.0005230187246271611
Position 477: 0.0005150983360456874
Position 1373: 0.0005005756792626761
Position 1273: 0.00043854318897290157
Position 3818: 0.000376086150111832
Position 4153: 0.0002830691768911699
Position 226: 5.252019321595212e-05
Position 829: 3.7606342461839694e-05
Position 164: 2.374172133211464e-05
Position 211: 1.8072226258173603e-05
Position 276: 1.6817733245215378e-05
Position 235: 1.1265750451574328e-05
Position 223: 9.151923994257183e-06
Position 155: 9.006428827932579e-06
Position 216: 5.486112387090991e-06
Position 573: 3.362261873658858e-06
Position 40: 2.697747422390059e-06
Position 187: 1.3660910506013727e-06
Position 16: 9.6243107526067e-07
Position 598: 9.273501086990198e-07
Position 237: 7.43399467118158e-07
Position 158: 4.6896214882338325e-07
Position 780: 4.4952689730010054e-07
Position 394: 4.185640301651101e-07
Position 468: 3.1486899882534867e-07
Position 471: 2.6466058672073917e-07
Position 607: 2.316680981770517e-07
Position 692: 2.2715825561429625e-07
Position 96: 2.0128765300980711e-07
Position 744: 1.9529731911097585e-07
Position 269: 1.7895956161038868e-07
Position 115: 1.699754874690225e-07
Position 446: 1.5519226352334559e-07
Position 785: 1.5439745156876184e-07
Position 496: 1.5226976294541496e-07
Position 644: 1.3630759553729859e-07
Position 172: 9.044307000095269e-08
Position 862: 5.836889803767833e-08
Position 751: 4.7487694128202364e-08
Position 854: 4.2070810921379443e-08
Position 128: 3.382607185415087e-08
Position 348: 2.1799952571880572e-08
Position 109: 6.964702741760071e-09
Position 257: 4.4855529910887957e-10
Position 289: 3.4151919876574864e-10
Position 278: 4.429141175857979e-11
Position 280: 1.8019290415643124e-12
Position 309: 2.24681732345964e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 9262: 0.40428663288866085
Position 4485: 0.3529921740640152
Position 2657: 0.27056229070449594
Position 8703: 0.09894594358571587
Position 2133: 0.06431670283482152
Position 10588: 0.056089798729714854
Position 2194: 0.052338599721973
Position 4594: 0.05153124666265969
Position 7547: 0.04294975161869036
Position 319: 0.03730961882553633
Position 7831: 0.03320225714490561
Position 1165: 0.02593132857746172
Position 6928: 0.025911523252283263
Position 510: 0.025332818946443146
Position 4791: 0.024013153004897342
Position 3525: 0.02333724961639836
Position 7294: 0.02259083728326841
Position 652: 0.02107093130921559
Position 8644: 0.021058536202131897
Position 2742: 0.015326709371383187
Position 3932: 0.013224740071340854
Position 8496: 0.011952699240107202
Position 7180: 0.011790144915518132
Position 1133: 0.009977360627993632
Position 6583: 0.009342662958029657
Position 2255: 0.008766128502886689
Position 4437: 0.00804417584251831
Position 4490: 0.00768268836708476
Position 6952: 0.007294528167052455
Position 6354: 0.006213516810181604
Position 151: 0.00601493295621331
Position 7744: 0.005699613554881914
Position 9538: 0.0042072935482661555
Position 2311: 0.003475216630561502
Position 9490: 0.0034192595968152513
Position 2444: 0.0032836067669564798
Position 6021: 0.0029707723264228124
Position 8991: 0.0029594008784870514
Position 5945: 0.002751382378860374
Position 3234: 0.0026525691742882752
Position 5127: 0.0025353356900372657
Position 2600: 0.0024885784290474507
Position 4256: 0.002449337490620289
Position 364: 0.0022319138228722164
Position 2695: 0.002224787753266672
Position 1953: 0.0021641438273256484
Position 2059: 0.0019372039381319866
Position 3899: 0.0019070054100068217
Position 2676: 0.0018125588687311683
Position 515: 0.001522828621674026
Position 1551: 0.0015100753923815572
Position 2162: 0.001451019038467021
Position 4618: 0.0013365931444162893
Position 1039: 0.001288832093511618
Position 7734: 0.0012765606326708655
Position 4413: 0.0012596366668525386
Position 128: 0.0011787264736803358
Position 2400: 0.0011781737477666032
Position 4302: 0.0011473842931425204
Position 663: 0.0010450914743884673
Position 1265: 0.0009799732557629534
Position 406: 0.0009377427826822145
Position 1194: 0.0008417625459916732
Position 1232: 0.0007354851207680623
Position 1607: 0.0007346695876114769
Position 289: 0.0006740626916788265
Position 2613: 0.0006731660059987127
Position 1210: 0.0006413482959026652
Position 380: 0.0006359447413154871
Position 4803: 0.0006337785333657939
Position 2496: 0.0006068509871830175
Position 1690: 0.0005810586922117454
Position 164: 0.0005787340856367802
Position 3144: 0.0005720430992765249
Position 5504: 0.0005341014667069247
Position 5425: 0.0005232704072946956
Position 6117: 0.0005201475834139897
Position 5391: 0.0004787360673598482
Position 1745: 0.0004642742653915411
Position 5095: 0.00045176304739941067
Position 468: 0.000435793921643362
Position 5811: 0.00042991215660443554
Position 2475: 0.00035587607075353273
Position 2864: 0.00034602905391714996
Position 583: 0.0003405066241359673
Position 4114: 0.00032391534705692056
Position 2919: 0.00032386969132856597
Position 3610: 0.0002694849939979473
Position 4048: 0.00023469698112164297
Position 3858: 0.0002165583546499534
Position 1057: 0.00021400748292749834
Position 607: 0.00019168221813448136
Position 619: 0.0001863605528273726
Position 551: 0.00018045497690932078
Position 1485: 0.0001763503974940603
Position 3973: 0.00016427084537262788
Position 1706: 0.00015835830609489478
Position 1102: 0.00015751748612836988
Position 1522: 0.0001560580648543898
Position 1596: 0.00013207572684086232
Position 1214: 0.0001286433897197166
Position 2416: 0.0001072189236888914
Position 1887: 7.26465028569515e-05
Position 391: 6.9621533625923e-05
Position 425: 6.733463451813598e-05
Position 692: 4.5087844844558804e-05
Position 2328: 4.026498260475806e-05
Position 1304: 3.874734101321489e-05
Position 671: 3.0331465961960285e-05
Position 668: 2.7434283116798226e-05
Position 588: 2.1398454251706814e-05
Position 630: 4.4518334897462506e-06
Position 105: 1.558472535064503e-06
Position 558: 1.1220643566022306e-06
Position 633: 6.443173872077743e-07
Position 761: 5.846343175223735e-07
Position 697: 5.063128575365898e-07
Position 82: 4.522243976285449e-07
Position 847: 3.6106679369008653e-07
Position 2555: 8.92419165295643e-08
Position 234: 7.820651704560481e-08
Position 336: 5.879410580637663e-08
Position 276: 3.367027066070614e-08
Position 90: 2.4912135190421766e-08
Position 207: 2.1038288601284054e-09
Position 211: 6.025316651450298e-14
