Gene = Gar1
index = 421
Annotated 5SS: [ 279  802 2060 2492 4573 5849]
Annotated 3SS: [ 542 1904 2431 4421 5779 6186]
SMsplice 5SS: [ 279 2077 4573 5849]
SMsplice 3SS: [1904 4421 5779 6186]
top_k =  500
Partition function (log Z): -3.2393293858427796

Sorted 5' Splice Sites (High to Low Probability):
Position 4573: 0.9378106332899737
Position 2077: 0.6555845737961645
Position 279: 0.6076763417849412
Position 5849: 0.5623584483087287
Position 106: 0.3974300971593459
Position 802: 0.3813299990254228
Position 3251: 0.2757047289455292
Position 4933: 0.23833152594874413
Position 1973: 0.08428553976703904
Position 5367: 0.032628674865245254
Position 2492: 0.032451687397294565
Position 1637: 0.031846168704894616
Position 5127: 0.031150814520183753
Position 2060: 0.02793484574989378
Position 4957: 0.027124419034715394
Position 3669: 0.02115527400697911
Position 1625: 0.019917459881784158
Position 1607: 0.016475124111905045
Position 41: 0.01632179102721817
Position 4257: 0.01159414484206447
Position 305: 0.010750558147444746
Position 957: 0.008180679600298042
Position 132: 0.005623090273182673
Position 5577: 0.005087746253343982
Position 1352: 0.004069246272415414
Position 180: 0.004039706129090976
Position 1677: 0.003476705464291955
Position 1370: 0.002841048093080084
Position 211: 0.0027700029115036292
Position 6077: 0.002760420927701095
Position 4570: 0.0018561327019574097
Position 4583: 0.0015888583034413047
Position 4558: 0.0015155739021162381
Position 6013: 0.0013579038969452365
Position 1339: 0.0012697422282564683
Position 574: 0.0012300987991477942
Position 5460: 0.0009799181212653482
Position 4918: 0.0009274080609663636
Position 1861: 0.0008284429260726978
Position 5661: 0.0007408280409524279
Position 5834: 0.0005322098681681077
Position 1753: 0.00043295763796791914
Position 2018: 0.00038246105760066876
Position 5807: 0.0003452409339418664
Position 5887: 0.0003343012525426744
Position 1485: 0.00026934301695514455
Position 4897: 0.00022298811855494345
Position 4480: 0.0002072672713250423
Position 1046: 0.00019897153513260494
Position 87: 0.0001738386670956398
Position 3623: 0.00016413054743697695
Position 2027: 0.0001473478619643043
Position 4525: 0.0001442889145805537
Position 3499: 0.00010564723130215874
Position 1994: 6.270459496630587e-05
Position 228: 5.131327696623278e-05
Position 283: 3.0067768850807837e-05
Position 21: 2.834232069766843e-05
Position 199: 2.732083241626947e-05
Position 271: 2.265981719391761e-05
Position 127: 1.7927301991276468e-05
Position 419: 1.7453533071362307e-05
Position 57: 1.3326482014189241e-05
Position 366: 9.780493641227226e-06
Position 332: 9.191291836913541e-06
Position 462: 9.179678908463112e-06
Position 673: 9.025222194799717e-06
Position 32: 8.454545188000048e-06
Position 92: 8.18326411358366e-06
Position 352: 7.674932216055622e-06
Position 1479: 7.596618813442442e-06
Position 450: 6.977408464232847e-06
Position 135: 5.3419476148623225e-06
Position 417: 4.198084110928182e-06
Position 509: 3.80747630774675e-06
Position 94: 3.3730116248257033e-06
Position 427: 3.063670966571551e-06
Position 440: 3.0233433088951884e-06
Position 75: 2.6883054637490886e-06
Position 230: 1.1514743497701856e-06
Position 793: 8.041114866900329e-07
Position 369: 6.201548548831458e-07
Position 175: 5.971726871766129e-07
Position 113: 3.798373669353608e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5779: 0.9501015609425378
Position 1904: 0.7373572070011949
Position 4421: 0.6709733022872887
Position 6186: 0.42855094434578556
Position 542: 0.25788766616499276
Position 4457: 0.2299839508940035
Position 4813: 0.20480467502307398
Position 3136: 0.2028661123392007
Position 175: 0.11224711767716072
Position 5925: 0.07271088915281262
Position 1451: 0.04891779797836592
Position 3070: 0.04403941997420001
Position 4896: 0.03350064168094647
Position 6001: 0.0318611832031248
Position 5303: 0.03025923891905894
Position 4243: 0.026650654917076882
Position 573: 0.02541634046039062
Position 4168: 0.024617211676922955
Position 4745: 0.02404623275083151
Position 3518: 0.017419535666616835
Position 1417: 0.016804102839157294
Position 5711: 0.014352623059630181
Position 6123: 0.014303290057588864
Position 3104: 0.01429640911383507
