Gene = Dph5
index = 346
Annotated 5SS: [  321   761  5000 11967 27324 37415 38964]
Annotated 3SS: [  602  4874 11857 27202 37374 38859 40671]
SMsplice 5SS: [  326   761  5000 11967 22023 27324 37464 38964]
SMsplice 3SS: [  602  4874 11857 21900 27202 37374 38859 40803]
top_k =  500
Partition function (log Z): -22.4126927745231

Sorted 5' Splice Sites (High to Low Probability):
Position 5000: 0.921176614231818
Position 761: 0.9084553840671321
Position 11967: 0.8872297059541855
Position 326: 0.7408024708601193
Position 3781: 0.4838645119624282
Position 3313: 0.3382205677854615
Position 5144: 0.30116082875913447
Position 6142: 0.18402136109085648
Position 441: 0.13301959072977926
Position 8448: 0.1010900058664754
Position 8222: 0.09728712166643957
Position 4775: 0.09706650542929834
Position 223: 0.08913471906758337
Position 4983: 0.0352382344569641
Position 3889: 0.020074314947973758
Position 712: 0.01728432531100536
Position 489: 0.010708645433433275
Position 3693: 0.010024517517006632
Position 5159: 0.007836912977180515
Position 43: 0.007676757108120893
Position 743: 0.006036584625633435
Position 257: 0.005460449088796658
Position 692: 0.005132593919407061
Position 5019: 0.004913140369598253
Position 3930: 0.004676859603667862
Position 2669: 0.004335351469604586
Position 3626: 0.004278529006371092
Position 939: 0.004116267817637826
Position 10: 0.004033154447729955
Position 6: 0.0035144095569180846
Position 106: 0.002788062204101866
Position 125: 0.0019421671078787318
Position 393: 0.0019141734195920433
Position 362: 0.0016328073425012522
Position 410: 0.0014569098949443414
Position 4987: 0.0013376312301433947
Position 5690: 0.0011582266328983297
Position 201: 0.0010546972159368674
Position 689: 0.0010263560947424177
Position 321: 0.0009925487931296362
Position 2287: 0.0008572806372057764
Position 4959: 0.0007406908765791348
Position 138: 0.0006589864976712192
Position 28: 0.000549845368594662
Position 100: 0.00048347013965003465
Position 193: 0.00038731623234642304
Position 517: 0.0003719044960355008
Position 284: 0.00031589710117069236
Position 289: 0.00030861000218683493
Position 429: 0.0001997389278832921
Position 5148: 0.00018777792736501058
Position 5686: 0.00016713352045961567
Position 467: 0.00015829733574671028
Position 5220: 0.00012455080679417234
Position 41: 0.00011980594120256331
Position 501: 0.00011376844245932546
Position 344: 6.707034406181194e-05
Position 72: 5.7110990152463717e-05
Position 734: 5.07661443270726e-05
Position 294: 4.4783322812516906e-05
Position 499: 1.6056403538544973e-05
Position 261: 1.466911184985822e-05
Position 528: 1.2596072332556687e-05
Position 765: 1.2099375666479273e-05
Position 705: 6.696343320881937e-06
Position 281: 6.6413891679505444e-06
Position 19: 5.553419123399374e-06
Position 2289: 5.435923416349849e-06
Position 2630: 4.8715818715987406e-06
Position 245: 4.0226855375515845e-06
Position 2424: 3.6945159473257874e-06
Position 2529: 3.628088832869224e-06
Position 2679: 3.507702011677562e-06
Position 1086: 2.6526273112214715e-06
Position 47: 2.5630429611572747e-06
Position 983: 2.3033248858003233e-06
Position 674: 1.5663681286419031e-06
Position 1312: 1.551151116522547e-06
Position 31: 1.079154844686334e-06
Position 710: 5.040585183929528e-07
Position 774: 7.070173539894264e-08
Position 536: 7.500434694034404e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 11857: 0.9082451988464733
Position 4874: 0.8503781820989506
Position 602: 0.8213603538040941
Position 3691: 0.4918269151808589
Position 5071: 0.2892728919232773
Position 3218: 0.28078734265021926
Position 13835: 0.14287284677501297
Position 13801: 0.13342258934248818
Position 16982: 0.11451292719134781
Position 13894: 0.10817072119032149
Position 5840: 0.1055336223677715
Position 547: 0.0995174047371159
Position 8354: 0.09784483567279283
Position 4630: 0.09647546558850519
Position 4912: 0.09064276647518199
Position 12504: 0.07743216048080327
Position 14579: 0.07672539545018014
Position 5960: 0.07401842199534056
Position 12125: 0.0737525705596117
Position 15371: 0.07257827448408033
Position 8149: 0.04567297806814036
Position 8181: 0.04023128405162574
Position 12150: 0.03616693438672885
Position 14180: 0.02726586345840793
Position 3141: 0.024143663209157205
Position 4821: 0.020734559099034527
Position 7955: 0.018754226178491443
Position 3565: 0.017502529478811556
Position 12275: 0.015284660341403047
Position 3083: 0.013350081057058387
Position 4878: 0.013087750097269653
Position 14261: 0.012696870761618954
Position 6055: 0.0120157550628424
Position 325: 0.01197143489224234
Position 6001: 0.011371299707832464
Position 13805: 0.009831405431207309
Position 5906: 0.0094445659180981
Position 5117: 0.008864093838853
Position 13610: 0.007543403206509716
Position 3732: 0.007300429738573082
Position 12564: 0.0060128947077961355
Position 3231: 0.005956577925289739
Position 2840: 0.005326749235706986
Position 148: 0.004752777523314525
Position 8447: 0.004523530923932969
Position 2508: 0.003995415343195364
Position 3520: 0.0036609594238186274
Position 12283: 0.003550186656393891
Position 3172: 0.0028545802579635305
Position 827: 0.0027901251309651875
Position 241: 0.002463139701958286
Position 8583: 0.0023160158931470835
Position 3062: 0.002247232472314049
Position 619: 0.0021899086444280803
Position 4529: 0.0020695586700212013
Position 3051: 0.0018302039622997092
Position 8978: 0.0018241951961175998
Position 7640: 0.0016858901253955494
Position 6269: 0.0016687673696024073
Position 554: 0.0015598884273775868
Position 7601: 0.001507988453959338
Position 5332: 0.0014065525418495402
Position 8645: 0.0013831412199276074
Position 3652: 0.0013550496862417428
Position 871: 0.0013239859984266972
Position 6682: 0.0012193977289894037
Position 7374: 0.0011706668691240936
Position 4564: 0.0010545167101125039
Position 3802: 0.0010384366201705918
Position 5476: 0.0009897559110338494
Position 5209: 0.0009703375577631405
Position 5577: 0.000953664264704142
Position 5551: 0.0009407068832833575
Position 2148: 0.000898979892896742
Position 568: 0.0008697500802084694
Position 656: 0.0007689762907537366
Position 2808: 0.0007007110221540851
Position 281: 0.0006764923740940194
Position 2869: 0.0006719290574861242
Position 6989: 0.0005242534176976376
Position 393: 0.0005047740164808274
Position 5810: 0.0004514300527504148
Position 2563: 0.0004456619885262424
Position 5307: 0.00043711341096509343
Position 6421: 0.0004280474948886969
Position 193: 0.0003433850629158312
Position 2969: 0.0003317223185836657
Position 2941: 0.00032691569223065945
Position 6949: 0.000251691772333236
Position 487: 0.00024397557473379827
Position 8736: 0.00022361502921908611
Position 6539: 0.00019462438983795848
Position 5259: 0.00018933879476105395
Position 5496: 0.00017749971391530552
Position 6010: 0.000169721105369088
Position 197: 0.0001627226466015246
Position 6449: 0.00016228769686847167
Position 664: 0.00014983125000466487
Position 515: 0.00013290052154084751
Position 7390: 0.00012573292259569354
Position 2727: 0.00012101310582844855
Position 4003: 0.00011664835747442464
Position 2528: 9.999531928983536e-05
Position 7314: 9.352895798488288e-05
Position 467: 9.088374818558943e-05
Position 5517: 7.614058593732962e-05
Position 386: 7.329115826276761e-05
Position 3302: 7.170370662567044e-05
Position 2449: 7.061418382880917e-05
Position 6599: 6.809163302959261e-05
Position 5037: 6.180970044485071e-05
Position 5082: 6.180492769828913e-05
Position 156: 6.156158001913234e-05
Position 5846: 5.113330804392416e-05
Position 5473: 4.388303715781708e-05
Position 674: 4.1500368065080285e-05
Position 4268: 3.972454663821987e-05
Position 4381: 3.3391490306099445e-05
Position 902: 2.9667062587248307e-05
Position 437: 2.7308842600751724e-05
Position 106: 2.596807011879122e-05
Position 289: 2.466582098251029e-05
Position 429: 1.7314987178740893e-05
Position 299: 1.718001285778552e-05
Position 254: 1.515537677619416e-05
Position 414: 9.046891893278353e-06
Position 339: 7.792815815041821e-06
Position 983: 6.428682655702538e-06
Position 79: 5.324885752587963e-06
Position 405: 5.130644413207097e-06
Position 1514: 4.1169802925676466e-06
Position 123: 4.105989351632304e-06
Position 1465: 3.4134764059152435e-06
Position 397: 3.3873475464552083e-06
Position 330: 2.1564636634552493e-06
Position 201: 9.396927143665735e-07
Position 1201: 5.946221909818521e-07
Position 1230: 4.100558780302944e-07
Position 2342: 3.8825944991865374e-07
Position 746: 3.330945169366433e-07
Position 1123: 2.2459942402696245e-07
Position 722: 2.1682700284713204e-07
Position 679: 2.0548513142906953e-07
Position 2125: 1.8766999487400392e-07
Position 2423: 1.860659355401536e-07
Position 1097: 1.1775569826780153e-07
Position 1024: 9.318417676889617e-08
Position 1156: 8.955194215462575e-08
Position 705: 2.8684441144194984e-08
Position 496: 2.4887563958369552e-08
Position 489: 2.424421169484066e-08
Position 3753: 1.7799485505367833e-08
Position 696: 1.5536248686797707e-08
Position 689: 1.270230691044142e-08
Position 734: 1.2142913792960215e-08
Position 751: 1.0553283041026068e-08
Position 209: 7.81536876521471e-09
Position 755: 2.1895314426950485e-09
