Gene = Mttp
index = 724
Annotated 5SS: [  138  6320  7645 13065 14971 15376 16242 17322 18918 19734 22422 24276
 26435 26711 28291 36419 38799]
Annotated 3SS: [ 6131  7500 12956 14853 15235 16090 17163 18748 19625 22208 24066 26336
 26588 28062 36293 38627 40147]
SMsplice 5SS: [  138  6320  7645 13065 14971 15376 15985 16242 16510 17322 18918 19734
 22422 24276 26435 26711 28291 36419 38799]
SMsplice 3SS: [ 6131  7500 12956 14853 15235 15849 16090 16397 17163 18748 19625 22208
 24066 26336 26588 28062 36293 38627 40992]
top_k =  500
Partition function (log Z): 23.94015902805456

Sorted 5' Splice Sites (High to Low Probability):
Position 19734: 0.9999557171915812
Position 28291: 0.9917611663544583
Position 138: 0.9792965521555325
Position 14971: 0.9658710647437035
Position 7645: 0.9564806530382837
Position 26711: 0.9534635499875975
Position 17322: 0.9389877008102058
Position 36419: 0.9279198299535549
Position 18918: 0.9161228246357214
Position 13065: 0.8973953900673862
Position 15985: 0.882999564150165
Position 6320: 0.8650884895181548
Position 26435: 0.8431301171545156
Position 15376: 0.8226576287091223
Position 16242: 0.8115134376672075
Position 22422: 0.7489283202345836
Position 24276: 0.6467999581911505
Position 16510: 0.5966274806263787
Position 38799: 0.5949199045216758
Position 22923: 0.5196518589187046
Position 29021: 0.4999272621520866
Position 34097: 0.42097077804552374
Position 28624: 0.28905946461123916
Position 8029: 0.28761923702890396
Position 24124: 0.254693829488189
Position 6065: 0.22947052374189852
Position 22700: 0.19739046989565592
Position 8021: 0.189287209392906
Position 21780: 0.130790160310653
Position 26439: 0.1231374751262807
Position 22193: 0.11664618868860119
Position 16755: 0.10234791529923659
Position 13326: 0.09630329988247904
Position 17721: 0.09220149601956341
Position 23967: 0.0917647370718605
Position 7249: 0.09168499692750344
Position 25624: 0.08585349605561708
Position 22337: 0.08203455420004968
Position 11269: 0.06839865380974415
Position 19211: 0.05993368686601246
Position 9683: 0.05398482431864237
Position 584: 0.053949004749629374
Position 6712: 0.05315260896151763
Position 27720: 0.052134224872645456
Position 6086: 0.043505389149790304
Position 6291: 0.042997803157658665
Position 16156: 0.04247369380219304
Position 27386: 0.040414544510348954
Position 16730: 0.039429653061404675
Position 7331: 0.039405100732313215
Position 22478: 0.03766498656776045
Position 25637: 0.03661425920870177
Position 1589: 0.0356051992740624
Position 14739: 0.033106253723817265
Position 5482: 0.030608423030910475
Position 27178: 0.030519635159159696
Position 24510: 0.028679677733910853
Position 28795: 0.027742279910797637
Position 7216: 0.026682372378838512
Position 24104: 0.024902637972580736
Position 12221: 0.0243236865574029
Position 27562: 0.023758467583204837
Position 24476: 0.023539964647497056
Position 17484: 0.021767842484371098
Position 16209: 0.021694606145268882
Position 18857: 0.021508491317266513
Position 10059: 0.01931906408999142
Position 14854: 0.019042859643543672
Position 16403: 0.018288687116553782
Position 15989: 0.01738481389772137
Position 16780: 0.016167576764005893
Position 39: 0.016044427856168567
Position 18211: 0.015337009194092675
Position 26171: 0.0147497353467373
Position 27866: 0.014614253602409881
Position 20178: 0.014345782025421827
Position 28691: 0.014225405736303525
Position 7426: 0.012153449562253688
Position 18653: 0.011805095559109594
Position 25845: 0.011432695614920836
Position 23143: 0.011164433637605043
Position 16599: 0.011044879686188759
Position 7699: 0.010514351000505982
Position 13093: 0.010009611114785159
Position 13163: 0.009694634201418702
Position 6324: 0.009464783182858368
Position 6487: 0.009211813515973022
Position 6305: 0.009188239821991698
Position 14170: 0.008271636080517095
Position 22712: 0.008009643418468911
Position 22072: 0.007915150314329503
Position 27230: 0.007551682705967525
Position 16775: 0.0070500314748921464
Position 12719: 0.006835594751623283
Position 17361: 0.006816666791026558
Position 5701: 0.0067967334997948
Position 678: 0.0063808027836536295
Position 2777: 0.006044826129576328
Position 4143: 0.0058869568287006815
Position 18961: 0.005855468041281861
Position 16158: 0.0057775213774198635
Position 5747: 0.0056797814516963
Position 6569: 0.005457122282902492
Position 8216: 0.005280848644378872
Position 28609: 0.005230013821863725
Position 7778: 0.004927384707786529
Position 15740: 0.004871124960550253
Position 28066: 0.004520089167784516
Position 3872: 0.00444327037684978
Position 27190: 0.004185698245300734
Position 24175: 0.004094142550111314
Position 3974: 0.004032554052902408
Position 17636: 0.003980250001337232
Position 16790: 0.0039526089427423805
Position 9244: 0.0035933708904954667
Position 27703: 0.003535903406446218
Position 2486: 0.003406120873063098
Position 26703: 0.003396933714249323
Position 18943: 0.003258507756411834
Position 18838: 0.0031710106235209082
Position 20298: 0.0030438967221976736
Position 24109: 0.002822389111063869
Position 22910: 0.002723474161415648
Position 15972: 0.00246787504946517
Position 26797: 0.002266573894064554
Position 19952: 0.0020947288210374257
Position 8812: 0.002022212767917754
Position 1482: 0.002021723162601587
Position 4593: 0.00184974254232066
Position 593: 0.00180522301023414
Position 27803: 0.0017903110223422966
Position 27139: 0.0017626932121494166
Position 5098: 0.0017480648581467068
Position 16972: 0.001724307725839389
Position 25514: 0.0016450207589441394
Position 25263: 0.0015530198629700796
Position 27746: 0.001550524823929128
Position 13082: 0.001528306200905068
Position 3480: 0.0014913489809421638
Position 16522: 0.001392556800746572
Position 4156: 0.0013299224878012682
Position 15779: 0.001295857555865577
Position 7633: 0.0012942622828140279
Position 7240: 0.0012267040209657828
Position 17111: 0.0011632523394576246
Position 1028: 0.0011334289547962177
Position 26501: 0.0011254110233312497
Position 16814: 0.0011190496912181665
Position 17317: 0.0011018302545585691
Position 6448: 0.0010838578997851792
Position 24238: 0.001068846287799297
Position 16739: 0.0010622170677378954
Position 2772: 0.0010366379647248156
Position 18057: 0.0009854402322637958
Position 15993: 0.0009392252302945782
Position 17815: 0.0008866039266972013
Position 27465: 0.0006954224418747665
Position 22454: 0.0006706470267160784
Position 28149: 0.0005348279648958146
Position 15942: 0.0005242308388920485
Position 15370: 0.0005219917818463399
Position 16170: 0.0004052345563137148
Position 17531: 0.0003880784706974126
Position 26493: 0.00030590761987277747
Position 20069: 0.00017676572066421613
Position 26589: 0.00016192499255365475
Position 16149: 0.00011671700319930619
Position 16276: 0.0001153661573886531
Position 17620: 0.00010652098961916173
Position 21485: 7.688827698730245e-05
Position 7944: 4.055758242459638e-05
Position 287: 3.943686093508426e-05
Position 332: 2.109574661739551e-05
Position 9841: 1.993553315102796e-05
Position 9023: 1.885026841244508e-05
Position 4409: 1.4053024369975008e-05
Position 19917: 1.0134886403469845e-05
Position 19957: 1.0130186697143432e-05
Position 19988: 7.611500308386161e-06
Position 19995: 7.503036127038308e-06
Position 4388: 6.852876967466166e-06
Position 19796: 4.493119091631452e-06
Position 26658: 3.997648518731122e-06
Position 869: 3.7892083352339953e-06
Position 26677: 3.4835743616384672e-06
Position 894: 3.0401173855642906e-06
Position 667: 2.9588929745221796e-06
Position 942: 2.7879360275770695e-06
Position 194: 2.497769878835488e-06
Position 196: 1.6390670507122973e-06
Position 198: 1.4757241430937597e-06
Position 200: 1.316310079677189e-06
Position 131: 1.1926450705585367e-06
Position 388: 1.1372704944085206e-06
Position 202: 1.0977914282919002e-06
Position 92: 1.086946707265616e-06
Position 43: 1.0556062387913095e-06
Position 6902: 9.424857020063218e-07
Position 204: 9.218266445595803e-07
Position 19695: 9.032365605005938e-07
Position 19627: 8.267524655442041e-07
Position 142: 8.200434336161937e-07
Position 206: 7.742543589232452e-07
Position 208: 5.631141011526449e-07
Position 16248: 5.606120142852024e-07
Position 7: 5.356717893717171e-07
Position 279: 5.324825554365232e-07
Position 148: 5.144293305170258e-07
Position 210: 3.871526122036072e-07
Position 59: 1.728439791417151e-07
Position 425: 9.781456863045013e-08
Position 405: 9.383285547552757e-08
Position 392: 2.9219075389660884e-08
Position 390: 1.991668490266935e-08
Position 214: 1.9470216816747563e-08
Position 622: 1.7310626015285046e-08
Position 223: 1.1010750086554517e-08
Position 438: 9.112331807102455e-09
Position 212: 4.42719297602113e-09
Position 18829: 7.475479274786229e-10
Position 484: 2.5346054654455082e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 26336: 0.9897318555531173
Position 19625: 0.9878081947375559
Position 36293: 0.9564024057440702
Position 24066: 0.9537796650031818
Position 7500: 0.9405962916755307
Position 12956: 0.9375057098569524
Position 17163: 0.932317785385674
Position 26588: 0.9203731563425721
Position 14853: 0.8787210831356331
Position 28062: 0.8759854507730394
Position 16090: 0.8533724856797101
Position 18748: 0.8447036747735237
Position 6131: 0.8201378712386159
Position 15235: 0.7644853424411894
Position 15849: 0.7279839588381204
Position 38627: 0.6397516080071626
Position 22208: 0.5378378681207753
Position 16397: 0.42546036959235467
Position 33981: 0.4237424185198615
Position 22815: 0.3312154759454487
Position 7868: 0.2911116610100083
Position 22317: 0.24503862215439245
Position 22590: 0.2192264710858932
Position 28480: 0.18745600101715393
Position 28794: 0.17884022826986531
Position 40992: 0.16691601372146375
Position 22782: 0.16600538881589952
Position 40147: 0.1649745388458744
Position 28824: 0.16470912577158825
Position 22066: 0.15472048884542355
Position 28939: 0.15262286260556573
Position 39947: 0.14284795575594653
Position 16659: 0.13886000711354934
Position 14737: 0.12814290908406314
Position 15765: 0.11971528452832925
Position 16345: 0.11068459810607016
Position 28173: 0.11053885096724216
Position 7738: 0.1052844393114929
Position 21519: 0.09593715532926284
Position 6005: 0.09150037267810174
Position 5972: 0.08755385633929037
Position 40925: 0.08206423922857921
Position 16400: 0.07741659506726066
Position 13232: 0.07492929910220593
Position 25373: 0.07015148568924467
Position 11183: 0.06839865380974414
Position 27655: 0.068165461360575
Position 41400: 0.06792236570322677
Position 39078: 0.06467070952769034
Position 27083: 0.06425980049317177
Position 7023: 0.06124000611752525
Position 40063: 0.05961043859230334
Position 6194: 0.05906920225401841
Position 7816: 0.05568397035151459
Position 7043: 0.054282860428354056
Position 28497: 0.05405069880523028
Position 18782: 0.04931928358628716
Position 23668: 0.047707383916957495
Position 28427: 0.04330325248111731
Position 6002: 0.042082980695713715
Position 25535: 0.040936066953527
Position 17709: 0.03894653881332805
Position 9443: 0.03761692871168666
Position 15314: 0.03753423606409162
Position 19089: 0.036386500588166774
Position 15902: 0.036283456649625526
Position 17408: 0.03563625740214919
Position 28582: 0.034435423724565234
Position 40667: 0.03374046456499649
Position 37680: 0.03236693721454335
Position 18708: 0.0321284328757804
Position 16094: 0.03104040214803534
Position 37249: 0.03058806536525907
Position 23712: 0.029852953980061492
Position 7935: 0.02867123544276935
Position 35583: 0.028294663167449538
Position 6215: 0.02484545881033152
Position 22416: 0.024559598878933626
Position 7536: 0.02389951635085468
Position 5813: 0.02142055827432785
Position 1396: 0.020778635327980775
Position 19111: 0.02076421778302658
Position 39820: 0.020560020430560245
Position 5356: 0.02051012401306215
Position 6568: 0.02024414774725951
Position 24413: 0.0197184171452263
Position 355: 0.019648134528746652
Position 5945: 0.018948324579305537
Position 17680: 0.018188817251576082
Position 9994: 0.01780631153052021
Position 27279: 0.01768769168569994
Position 7315: 0.017316365857437035
Position 22337: 0.016882545500414934
Position 16598: 0.016863383095731495
Position 5595: 0.016532475389910706
Position 6447: 0.01549622475774722
Position 25968: 0.014749735346737286
Position 27445: 0.0145903924431552
Position 383: 0.014441234492097953
Position 6418: 0.013798629196577815
Position 12181: 0.013640714805927127
Position 20068: 0.013150921343372278
Position 9625: 0.012440020256586266
Position 18829: 0.012391317785064424
Position 22212: 0.012153874687419556
Position 510: 0.012004702622374025
Position 1424: 0.011822851372494197
Position 18498: 0.011805095559109592
Position 25763: 0.01143269561492082
Position 17623: 0.011251632056759848
Position 14542: 0.011156466999783963
Position 24424: 0.010892109584485965
Position 21677: 0.010712886130441666
Position 6443: 0.010683989968779176
