Gene = Slbp
index = 977
Annotated 5SS: [  380   612  2832  6565  7075  8838 10674]
Annotated 3SS: [  494  2726  6504  6936  8687 10591 11645]
SMsplice 5SS: [ 380  612 2832 6565 7075]
SMsplice 3SS: [  494  2726  6504  6936 11645]
top_k =  500
Partition function (log Z): 6.846737138151686

Sorted 5' Splice Sites (High to Low Probability):
Position 612: 0.9800152769429181
Position 7075: 0.9774072054414568
Position 380: 0.9418455491665386
Position 6565: 0.9382999619636795
Position 2832: 0.8451638302530358
Position 8782: 0.22329197034098575
Position 8838: 0.21320237896092925
Position 10674: 0.15332755994902997
Position 4488: 0.13869812662037634
Position 156: 0.13727773099651064
Position 4750: 0.0687547252363293
Position 6832: 0.06790824538895472
Position 11411: 0.050872078717369325
Position 2907: 0.04710610831141785
Position 5948: 0.03882759290311142
Position 10867: 0.03376664841150055
Position 3128: 0.02994218314238719
Position 2160: 0.025048455561197096
Position 3175: 0.02372538426808105
Position 1667: 0.02267229426222314
Position 7067: 0.02098641760403855
Position 425: 0.020564261103796447
Position 637: 0.018536483527033118
Position 8822: 0.018183444165531373
Position 7660: 0.01655455133410381
Position 6793: 0.012335287982681702
Position 10750: 0.011167415176315835
Position 5931: 0.011053421396467903
Position 10558: 0.010797719658263752
Position 7944: 0.01072756980516677
Position 8872: 0.009918267774291823
Position 112: 0.009899134134107078
Position 10170: 0.009197494085295419
Position 9341: 0.007537701577422664
Position 2523: 0.00575715885315773
Position 945: 0.0054295249388581395
Position 1583: 0.004586682369392308
Position 3361: 0.004244100066573763
Position 1887: 0.0041614295442591424
Position 1682: 0.0038157438121440767
Position 10209: 0.0036911575515266616
Position 373: 0.003249518744000651
Position 2575: 0.00314922702314435
Position 4193: 0.0029262872593179548
Position 6631: 0.0024113497443173626
Position 2539: 0.002363953802163687
Position 1710: 0.00234796587857909
Position 3490: 0.002309914009836583
Position 7293: 0.0020101365766354924
Position 2486: 0.001588266663423935
Position 3612: 0.001553958113204689
Position 4700: 0.0014764471958310672
Position 8592: 0.0014485803511626878
Position 8210: 0.0013791932726154462
Position 2129: 0.0012587710846127219
Position 8739: 0.0011473243790633826
Position 8751: 0.0010769785067832746
Position 11909: 0.0009340134789425937
Position 11623: 0.0009071416103307761
Position 11261: 0.0007710485628911913
Position 817: 0.0007381244544087046
Position 1216: 0.0007214411786635688
Position 6848: 0.0006760147026382988
Position 5909: 0.0006691528566292988
Position 2372: 0.0006131283592724675
Position 370: 0.0006092613228520829
Position 845: 0.0005922115917217388
Position 7940: 0.0005491761006013241
Position 7379: 0.0005444559255154693
Position 7454: 0.0004938758805490551
Position 3397: 0.00048791555379377246
Position 3401: 0.000453730459260396
Position 2229: 0.0004513494535652669
Position 3399: 0.00043624075421501684
Position 10436: 0.0004313688405724611
Position 6755: 0.0004055286453987975
Position 3403: 0.00039060218745267983
Position 1769: 0.0003869392772438647
Position 261: 0.00036561905814766303
Position 2812: 0.0003604200420526634
Position 849: 0.00034625643748541907
Position 236: 0.00034578291977276196
Position 3344: 0.0003101389911817911
Position 9528: 0.0002980708190221857
Position 2123: 0.0002977289197815844
Position 3395: 0.0002967366104572742
Position 9079: 0.0002877007021123
Position 6465: 0.00028352905938474433
Position 616: 0.00027385055763596064
Position 7503: 0.00026834234052871176
