Gene = Tirap
index = 1085
Annotated 5SS: [  127  1071  8718  8971  9274 11635]
Annotated 3SS: [  971  8594  8908  9114 10995 12360]
SMsplice 5SS: [ 435 1071 8380 8718 8971 9274]
SMsplice 3SS: [  971  8220  8594  8908  9114 12360]
top_k =  500
Partition function (log Z): 0.8483706887073459

Sorted 5' Splice Sites (High to Low Probability):
Position 8718: 0.9921537067575845
Position 9274: 0.9740048571093926
Position 1071: 0.8453436977281233
Position 12676: 0.7525481467930586
Position 8971: 0.7340454877363672
Position 435: 0.6064193119599054
Position 8380: 0.5866927828808993
Position 13350: 0.5068067884683566
Position 10523: 0.29977868162804666
Position 127: 0.2824522308134018
Position 11635: 0.18974756988293012
Position 12207: 0.17052833563868697
Position 13140: 0.1620069093178057
Position 431: 0.14953640863297454
Position 8502: 0.14546133672033576
Position 1565: 0.09600673562065537
Position 13802: 0.08215284706674006
Position 14147: 0.08045421979002283
Position 11266: 0.07124345242502839
Position 1781: 0.06775980674547058
Position 10537: 0.05165023125743293
Position 12262: 0.04306184364876057
Position 10746: 0.03797540236227002
Position 8932: 0.036467915403031036
Position 10542: 0.03268119766767623
Position 8497: 0.03119557284981046
Position 5500: 0.030264015036172008
Position 10402: 0.02548510215260885
Position 10751: 0.02010679643165917
Position 867: 0.018957480988441123
Position 10902: 0.018923038811295447
Position 14321: 0.014843029834817554
Position 12837: 0.012906259459461793
Position 13371: 0.010534725135497141
Position 1081: 0.00980436230832106
Position 5610: 0.009374135805294406
Position 9012: 0.00925271544573668
Position 14196: 0.009196350756087162
Position 2672: 0.008923128205417807
Position 132: 0.008841602517404321
Position 11972: 0.008415469620185322
Position 9076: 0.008361347970524992
Position 8487: 0.0076210200206355385
Position 1555: 0.00748682645069694
Position 7919: 0.007317359109462756
Position 8425: 0.005759174473646399
Position 10772: 0.004987741955265345
Position 8317: 0.004475449203221559
Position 462: 0.004466696832552628
Position 6036: 0.003733724304166449
Position 9031: 0.003711297846783798
Position 9035: 0.003361798155951807
Position 7647: 0.0018747163869216998
Position 9000: 0.001645510806874747
Position 634: 0.0015971873558823983
Position 9186: 0.0015792065142662662
Position 8791: 0.0013703791212002648
Position 5234: 0.001369860296350489
Position 8646: 0.0012788470175985607
Position 8980: 0.0012762511219314256
Position 306: 0.0011887797488322996
Position 319: 0.0010406255802510908
Position 1800: 0.000983360861799574
Position 848: 0.0007295227681816363
Position 10491: 0.0006571576247632341
Position 595: 0.0006376796092854687
Position 8635: 0.000627847975366005
Position 1124: 0.000610756922855704
Position 11570: 0.0005968757042742366
Position 9544: 0.0005348812338444659
Position 10907: 0.0004407523872576786
Position 905: 0.0003684400029092027
Position 9801: 0.00035772656315078
Position 11092: 0.0003448201133642922
Position 252: 0.00031311845304325453
Position 657: 0.0002482434490719835
Position 9640: 0.00019826066389792607
Position 806: 0.00014832873013395238
Position 24: 0.0001411459091246422
Position 10175: 0.00014016763694706152
Position 735: 0.0001365594187759932
Position 115: 0.00013144096587471344
Position 765: 0.00013102237630079844
Position 484: 9.403112415850072e-05
Position 9769: 9.288123957748797e-05
Position 9760: 8.079855926789291e-05
Position 826: 8.026644066594664e-05
Position 1085: 7.564985170455925e-05
Position 1161: 7.491945680531966e-05
Position 619: 7.490356837389264e-05
Position 9624: 6.425415271911935e-05
Position 8746: 6.334327899543542e-05
Position 9718: 5.890645928406556e-05
Position 707: 4.235465524668264e-05
Position 421: 3.0199809335027494e-05
Position 8679: 2.780707229295433e-05
Position 405: 2.5018915654605205e-05
Position 10100: 1.2315948171213041e-05
Position 9520: 9.948025004165556e-06
Position 229: 6.895446154007526e-06
Position 63: 4.8975352654456965e-06
Position 97: 4.139416775938689e-06
Position 164: 2.3213275476482307e-06
Position 237: 1.787015523567745e-06
Position 340: 1.2688943043885418e-06
Position 9809: 1.2352745007630559e-06
