Gene = Uso1
index = 1171
Annotated 5SS: [  226 14590 14979 20543 28694 29191 29396 32856 36167 39638 42693 43557
 44172 49408 49879 50187 51407 54914 56238 57497 60497 61987 63413]
Annotated 3SS: [14502 14913 20465 28592 29087 29339 32734 35987 39496 42603 43401 43959
 49296 49759 50004 51284 54774 56073 57409 60397 61878 63196 63918]
SMsplice 5SS: [  226 14590 14979 28694 29260 29396 32856 36167 39638 42693 44172 51407
 54914 55695 56238 57497 60497 61987 63413]
SMsplice 3SS: [14502 14913 28592 29087 29339 32752 35987 39496 42603 44066 51284 54774
 55514 56073 57375 60397 61878 63196 63918]
top_k =  500
Partition function (log Z): 30.688689478565703

Sorted 5' Splice Sites (High to Low Probability):
Position 14979: 0.9998018068954303
Position 44172: 0.9991563564802816
Position 57497: 0.9979792794141176
Position 60497: 0.9917575312718686
Position 54914: 0.9907264649804368
Position 51407: 0.9847567205056154
Position 56238: 0.9691633072739567
Position 32856: 0.9687478149032819
Position 61987: 0.9601216562974088
Position 14590: 0.9420053265644238
Position 226: 0.8897001198926627
Position 36167: 0.8700201003273809
Position 39638: 0.8474580915952322
Position 63413: 0.8006523131433816
Position 28694: 0.7679910569253251
Position 29396: 0.7482304828746887
Position 55695: 0.7362090581881873
Position 42693: 0.7081381793038026
Position 63658: 0.561687476294756
Position 48082: 0.474590238795268
Position 3274: 0.41507813676729277
Position 29260: 0.3931792543812252
Position 2714: 0.3912230017344372
Position 43561: 0.38052950096642923
Position 3240: 0.3347913462766216
Position 4620: 0.3255757777474489
Position 35578: 0.30800251703147374
Position 29191: 0.2992681213246845
Position 29225: 0.29544301499837927
Position 59958: 0.27089939768908095
Position 57203: 0.26510882379590756
Position 42742: 0.2537316897983685
Position 62223: 0.2041659763732601
Position 29487: 0.19988437037014936
Position 49879: 0.19511476762449034
Position 52150: 0.1949472374451838
Position 51794: 0.1679760344122029
Position 57167: 0.15963218418914746
Position 45565: 0.14269379463843607
Position 20543: 0.14190939695485555
Position 43966: 0.1396685177682828
Position 45367: 0.13484896369920432
Position 30046: 0.12852873066610387
Position 42920: 0.11834496438602284
Position 29701: 0.10844926838649797
Position 58805: 0.10588324684430228
Position 40177: 0.09120396920962251
Position 47124: 0.09086980591702318
Position 1893: 0.08605556140416203
Position 35121: 0.07484278824750093
Position 35821: 0.07393256074426781
Position 44002: 0.07067561651802193
Position 34780: 0.05788632823548899
Position 14563: 0.0570672317078706
Position 41303: 0.054797761145615416
Position 60870: 0.05449524144003312
Position 51874: 0.050259934114100895
Position 63308: 0.0456984336001131
Position 270: 0.044759593851492536
Position 52401: 0.044698829651859215
Position 45315: 0.04463924680682459
Position 61071: 0.04227364533422471
Position 36123: 0.042142271466228745
Position 55705: 0.040616320726672865
Position 42440: 0.040408754865324005
Position 55990: 0.03952751962570375
Position 585: 0.036513896988769425
Position 60024: 0.034034780275727
Position 58532: 0.028593066418443724
Position 49408: 0.028467679293348286
Position 33932: 0.028144489853608547
Position 63344: 0.026968275785854923
Position 2632: 0.02575400922097278
Position 61465: 0.025460477603124962
Position 59000: 0.022331196338735645
Position 44596: 0.02217455935434119
Position 59489: 0.02135774947585507
Position 41492: 0.021164836000170398
Position 62460: 0.020495139199054536
Position 62900: 0.018316953493538957
Position 60334: 0.015910147068064217
Position 14767: 0.015744845184445706
Position 29517: 0.015466339322494672
Position 61075: 0.01540620822451909
Position 42151: 0.01480738965211367
Position 266: 0.014140322928270567
Position 63977: 0.012254397315358372
