Gene = Sepsecs
index = 964
Annotated 5SS: [  134   810  3721  4473  5541  9079 13483 13695 22111 22593]
Annotated 3SS: [  654  3601  4313  5386  8975 13352 13602 22016 22501 25600]
SMsplice 5SS: [  134   810  3721  4473  5541 11880 13483 13695 21925 22111 22593]
SMsplice 3SS: [  654  3601  4313  5386 11795 13352 13602 21801 22016 22501 25600]
top_k =  500
Partition function (log Z): 0.7961314350945323

Sorted 5' Splice Sites (High to Low Probability):
Position 13695: 0.9995248464459489
Position 22593: 0.985209535151685
Position 22111: 0.9681267527685498
Position 4473: 0.9567919474125006
Position 11880: 0.8295634336922479
Position 810: 0.7887754604701877
Position 134: 0.7669565945794486
Position 3721: 0.735737837501645
Position 5541: 0.6715542153891136
Position 13483: 0.6171520906214902
Position 9079: 0.5387555373521585
Position 21925: 0.5182098076219693
Position 25770: 0.2946952010241514
Position 12198: 0.28274718640101754
Position 24610: 0.11981675747472835
Position 13190: 0.11722124123145515
Position 4766: 0.08217778832358621
Position 12521: 0.06912991466123758
Position 25629: 0.06899858575541445
Position 25050: 0.06595843018251349
Position 22424: 0.046540283813148994
Position 3055: 0.04194920184297533
Position 22845: 0.03418963082449969
Position 8882: 0.034155403382206274
Position 22832: 0.030389263153627968
Position 22965: 0.029665402832062107
Position 7588: 0.02898930110046075
Position 22339: 0.02844356576639315
Position 28689: 0.024684193660833312
Position 3260: 0.023594260702265214
Position 18716: 0.022714602860436615
Position 13475: 0.020336432812441255
Position 191: 0.02031505883850617
Position 4547: 0.019896569822285104
Position 14270: 0.019435846184502028
Position 23311: 0.018984105136100646
Position 743: 0.018642266623787245
Position 4830: 0.015949663982111253
Position 7104: 0.015682937530977097
Position 263: 0.015014341457018476
Position 16856: 0.013722341227200995
Position 3455: 0.012851919553937637
Position 11885: 0.01261563866402275
Position 541: 0.01232670458793046
Position 15945: 0.01189507461626215
Position 1530: 0.011885480211857636
Position 12079: 0.010767648157411571
Position 23718: 0.008337663543171291
Position 71: 0.008219976030752828
Position 22807: 0.007021859200958528
Position 3725: 0.006957398161062383
Position 25935: 0.0052035332222971796
Position 348: 0.005004259877542464
Position 21667: 0.004788476562899654
Position 24640: 0.004676029119999935
Position 2544: 0.004623427252918204
Position 22280: 0.004583065911681386
Position 3628: 0.004438911269087654
Position 12919: 0.004213790311996085
Position 4162: 0.003918850134389332
Position 5742: 0.0035555610917206502
Position 12042: 0.003351582025534914
Position 3696: 0.0033158309681625307
Position 4702: 0.0032435207878809373
Position 584: 0.0031959748763590334
Position 334: 0.0031099984904142002
Position 4847: 0.003080980092077839
Position 1264: 0.0030454013887032563
Position 2269: 0.0029627754399910657
Position 12956: 0.002858577363624701
Position 14352: 0.002827894407449532
Position 1290: 0.0026882550189040017
Position 12009: 0.0021090107891134527
Position 22233: 0.0020527590234835353
Position 12211: 0.002019661752607314
Position 12144: 0.0017193585392514892
Position 4463: 0.0017151588745784718
Position 2494: 0.001629901547267766
Position 3369: 0.0015785838964054145
Position 25757: 0.0015595057259545967
Position 2422: 0.0015327389378043672
Position 12223: 0.0015050666790900411
Position 555: 0.0014891641641289514
Position 3744: 0.001329906374474325
Position 25227: 0.001172930530172017
Position 7387: 0.0011218400057560296
Position 3406: 0.0010860634703908339
Position 2222: 0.0010710466014760807
Position 397: 0.0008677729292858705
Position 12307: 0.0008097448377894012
Position 25881: 0.0007935316992881368
Position 1606: 0.0007910891329287978
Position 224: 0.0006959223044272961
Position 6459: 0.0006410337752748876
Position 3770: 0.0006331029800817985
Position 4414: 0.0006299508841238465
Position 23835: 0.000514656162884787
Position 195: 0.0004401596183897579
Position 1439: 0.00043823602841175445
Position 58: 0.0004184933170238533
