Gene = Dcps
index = 324
Annotated 5SS: [  291  4985 39718 46601 49755]
Annotated 3SS: [ 4809 39571 46486 49643 51216]
SMsplice 5SS: [  291  4985 14289 37372 37698 39718 40948 44931 46601 49755]
SMsplice 3SS: [ 4809 14195 37207 37571 39571 40853 44801 46486 49643 51216]
top_k =  500
Partition function (log Z): -28.05952071643344

Sorted 5' Splice Sites (High to Low Probability):
Position 14289: 0.8200434812347642
Position 4985: 0.7689701050223712
Position 1885: 0.5290943746957166
Position 291: 0.5255029043097794
Position 72: 0.4142106844331427
Position 4879: 0.2327641435061052
Position 10155: 0.22336315852547958
Position 6833: 0.19245162754175651
Position 18421: 0.16304267395900815
Position 8236: 0.07001316671489223
Position 18645: 0.06765053293394918
Position 7228: 0.06216127788315482
Position 1811: 0.06090839936673518
Position 10372: 0.05650378044108812
Position 4138: 0.049735830403896494
Position 12804: 0.04833445240101591
Position 18376: 0.043923667725749474
Position 397: 0.042840232893613
Position 10504: 0.030187755068785113
Position 6165: 0.01489419068298554
Position 3962: 0.013010021093144144
Position 1863: 0.011023639779697171
Position 2655: 0.010027864698799792
Position 7065: 0.009211095401414054
Position 3399: 0.007817917151959716
Position 1785: 0.007482653132735886
Position 1771: 0.005825321405207327
Position 2704: 0.005510509417115244
Position 234: 0.004399343203572626
Position 4444: 0.0035429754057122974
Position 564: 0.0034416005813411375
Position 243: 0.003247464007003369
Position 3226: 0.0032179816399115295
Position 5914: 0.003152080022547232
Position 706: 0.00312322960012349
Position 640: 0.0029797289423491072
Position 1615: 0.002900131200592642
Position 4267: 0.002675558638763874
Position 968: 0.0026449188688517813
Position 22: 0.0023949668302676846
Position 4692: 0.0021456808178732505
Position 3664: 0.002130622702871132
Position 207: 0.001975383674205136
Position 590: 0.001732054426200433
Position 1437: 0.0017118681747498028
Position 1749: 0.0017068584543783497
Position 3183: 0.001574512732124225
Position 3753: 0.0015423931982039337
Position 656: 0.001422734095592624
Position 643: 0.0013302165476227678
Position 592: 0.0012271363645081751
Position 1508: 0.001027969136865085
Position 77: 0.0009605818862266773
Position 2441: 0.0009308022305793889
Position 443: 0.0009068286324994163
Position 4306: 0.0007203729730476723
Position 1842: 0.0006379511110165981
Position 469: 0.0006255728334558337
Position 894: 0.0005872327818669062
Position 218: 0.000545432100209297
Position 424: 0.0004766092767488416
Position 671: 0.00038322732248896585
Position 1248: 0.00038145644041051
Position 1827: 0.0003740510230066047
Position 1929: 0.0003636391400197111
Position 3098: 0.0003296984078790692
Position 3793: 0.00022686740781358095
Position 3807: 0.0002150052829216788
Position 5944: 0.00020440127073524558
Position 383: 0.00018976744593797996
Position 356: 0.00017968270739328972
Position 5237: 0.00017205817387069039
Position 254: 0.00013574809329127945
