Gene = Tyrobp
index = 1154
Annotated 5SS: [ 112  581  863 1888]
Annotated 3SS: [ 553  715 1843 3555]
SMsplice 5SS: [112]
SMsplice 3SS: [553]
top_k =  500
Partition function (log Z): -7.0411318935931275

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.9813405656805521
Position 863: 0.6081014149021597
Position 1888: 0.3702202958196934
Position 745: 0.057956369153678404
Position 581: 0.04738622492301018
Position 1287: 0.02144524425740634
Position 1761: 0.014864305976518674
Position 1730: 0.013822328409900981
Position 3299: 0.009722347108835546
Position 2618: 0.008680816096380507
Position 779: 0.0028288511688224715
Position 2889: 0.0026939876756434875
Position 228: 0.0015261022773905566
Position 908: 0.0015049139016849937
Position 1753: 0.001467113972158512
Position 339: 0.0011887360709530743
Position 938: 0.0010586327643746058
Position 243: 0.0008175731921873018
Position 3360: 0.0006287512558820384
Position 3485: 0.0005251479543038494
Position 286: 0.00043985463019059214
Position 74: 0.00043933511577086653
Position 362: 0.0003551523554074298
Position 4: 0.00031827165570932843
Position 845: 0.000299158869652405
Position 757: 0.00029583734161995495
Position 1532: 0.0002637550396809053
Position 1505: 0.0001540412588441267
Position 1553: 0.00011288701155422046
Position 755: 9.867598762772301e-05
Position 691: 6.476229013289469e-05
Position 1591: 6.309257061033196e-05
Position 1090: 6.22964288858819e-05
Position 886: 6.152809585840563e-05
Position 343: 5.897183381353469e-05
Position 1683: 5.774801235005765e-05
Position 105: 4.8517118779370776e-05
Position 1734: 4.6510893972456995e-05
Position 406: 4.242257716250933e-05
Position 480: 4.206792213855714e-05
Position 357: 4.029935192708584e-05
Position 295: 3.3941086082003314e-05
Position 93: 3.020726865354807e-05
Position 335: 2.7668100611411838e-05
Position 143: 2.4363863328746742e-05
Position 1518: 2.371254498573011e-05
Position 683: 2.3346040071235616e-05
Position 1313: 2.2907707934023312e-05
Position 835: 2.1834644896868656e-05
Position 1687: 2.0539240906116335e-05
Position 289: 1.7489746067299328e-05
Position 1272: 1.7198069282595547e-05
Position 737: 1.538496794806044e-05
Position 693: 1.4036462788077497e-05
Position 565: 1.3512005348623822e-05
Position 816: 1.0380207965672117e-05
Position 1551: 9.781201229845524e-06
Position 787: 9.6504538776479e-06
Position 772: 9.363458391697038e-06
Position 158: 8.536533739070691e-06
Position 145: 6.880939383126746e-06
Position 130: 5.301278134413671e-06
Position 116: 5.278639306467498e-06
Position 27: 4.37665978908688e-06
Position 34: 4.155217744779775e-06
Position 2663: 3.5141599293941515e-06
Position 410: 3.4129991645014144e-06
Position 514: 3.003726333004045e-06
Position 29: 2.8419000052494433e-06
Position 247: 2.6374153929376992e-06
Position 24: 2.051443580133696e-06
Position 578: 1.4287002943814704e-06
Position 83: 1.402242113440058e-06
Position 560: 1.2107523860517535e-06
Position 530: 9.738431457554417e-08
Position 661: 9.260925448676602e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1843: 0.6128201918534111
Position 553: 0.5887105816460778
Position 3555: 0.19994991398124332
Position 652: 0.16685604013978184
Position 3641: 0.11059710577067658
Position 2536: 0.05755902036631332
Position 2749: 0.04957819852243473
Position 1457: 0.04290475402044953
