Gene = Dalrd3
index = 318
Annotated 5SS: [ 190  560  929 1086 1288 1634 1789 1979 2232 2412 2576]
Annotated 3SS: [ 263  677 1005 1158 1559 1726 1895 2054 2300 2506 2664]
SMsplice 5SS: [ 190  560 1086 1288 1634 1789 1979 2232 2412]
SMsplice 3SS: [ 302 1005 1158 1407 1726 1867 2071 2300 2664]
top_k =  500
Partition function (log Z): 12.779205835988382

Sorted 5' Splice Sites (High to Low Probability):
Position 1086: 0.995204534485707
Position 1979: 0.9573780746035486
Position 190: 0.9343084931201052
Position 1288: 0.8685644112717726
Position 2412: 0.8570261840991209
Position 560: 0.8291888735583324
Position 1789: 0.7390749850553315
Position 1634: 0.6630280871284887
Position 2232: 0.6560526725668108
Position 929: 0.32009093223998397
Position 2576: 0.2151546859587143
Position 2173: 0.10439901494657482
Position 1441: 0.0978714531677179
Position 679: 0.06354712686646874
Position 543: 0.06351647023594814
Position 877: 0.054687803736203744
Position 194: 0.05086000381120543
Position 1482: 0.03241819752576466
Position 2012: 0.02812943502883128
Position 1679: 0.028054808727739806
Position 2361: 0.02170101595651935
Position 847: 0.020240083326632515
Position 1831: 0.02004851712858554
Position 2507: 0.016201342577430226
Position 703: 0.014898329409444412
Position 617: 0.013277851149070137
Position 537: 0.013050049627106854
Position 564: 0.01180978190756717
Position 2177: 0.009625237532396417
Position 1811: 0.007821992157538215
Position 2561: 0.0077810732369205365
Position 2196: 0.007608033113918357
Position 2302: 0.007023608739870191
Position 397: 0.006328120827134738
Position 1821: 0.00612244328873426
Position 1743: 0.0052245028153412925
Position 390: 0.004064468858154979
Position 818: 0.0032254402203152027
Position 478: 0.0015717944036150598
Position 1638: 0.0011354097472956615
Position 1569: 0.0009721263891826618
Position 522: 0.0007532386690316302
Position 745: 0.0007451069793601215
Position 1521: 0.0007030260242114326
Position 349: 0.0006882194237131187
Position 797: 0.0006238264997877973
Position 2596: 0.0006089915578313488
Position 272: 0.0005665575958245456
Position 799: 0.00042452527392554265
Position 264: 0.0004228964947557888
Position 861: 0.00036109669787417423
Position 923: 0.00035523437696154163
Position 1301: 0.00035381751078169
Position 952: 0.0003380759571848366
Position 683: 0.00028787777978533724
Position 2522: 0.00018122919145617677
Position 450: 0.0001776807606945036
Position 1809: 0.00015336650013188891
Position 570: 0.00014789323695169697
Position 863: 0.0001423425726715038
Position 2397: 0.00014170643890093116
Position 89: 0.00013189302623958104
Position 643: 0.00013164530208918798
Position 204: 0.00011582226214680726
Position 2238: 0.00011505501642770196
Position 378: 0.00011418322316988826
Position 1625: 9.217636438819958e-05
Position 1207: 8.38953666870914e-05
Position 550: 8.132311196608047e-05
Position 1673: 7.969677897313994e-05
Position 1292: 5.255958386116016e-05
Position 1358: 4.247527627928088e-05
Position 46: 3.804661774541412e-05
Position 1050: 3.587857928269349e-05
Position 685: 2.5203642923350547e-05
Position 79: 2.2735121078447e-05
Position 720: 2.0988802684369672e-05
Position 133: 1.6851220124782658e-05
Position 304: 1.678180204443637e-05
Position 2722: 1.5522422569558675e-05
Position 1457: 1.4313546638008501e-05
Position 283: 1.4036627637437507e-05
Position 1090: 1.3618407517705984e-05
Position 321: 1.097716660259033e-05
Position 957: 9.801352134423828e-06
Position 511: 7.859448243906408e-06
Position 516: 6.118330266233169e-06
Position 288: 6.056040697918135e-06
Position 453: 4.625336079898961e-06
Position 568: 3.40124501005622e-06
Position 19: 2.3262223685250987e-06
Position 97: 1.230015099849454e-06
Position 102: 1.2125896006808777e-06
Position 312: 9.75231490473582e-07
Position 11: 9.57847109036385e-07
Position 1344: 7.274764752175134e-07
Position 278: 6.762236424440708e-07
Position 131: 3.578198668122031e-07
Position 276: 2.45296202969343e-07
Position 99: 2.092106120613033e-07
Position 1125: 1.7974414067731653e-07
Position 2114: 9.949796461864242e-08
Position 1383: 5.502794450939401e-08
Position 623: 2.041907192533607e-08
Position 694: 4.248785560591231e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1158: 0.933197066967628
Position 2300: 0.8611979185716687
Position 1005: 0.8594307348648608
Position 1726: 0.8204883436269765
Position 302: 0.7888730751253304
Position 1867: 0.7745935170863679
Position 2664: 0.6462225934472158
Position 2071: 0.592190469070251
Position 2506: 0.4704473578875244
Position 677: 0.42919390377391986
Position 1407: 0.2603008750400894
Position 1559: 0.21350885314554605
Position 1895: 0.16439300641591648
Position 1549: 0.11983605213314083
Position 2326: 0.11286736313654624
Position 2054: 0.1003767104513401
Position 263: 0.08181385324650155
Position 977: 0.07449472651455714
Position 735: 0.07434658833445634
Position 2087: 0.06323732096665764
Position 1367: 0.055291392002763944
Position 1610: 0.048809032838983274
Position 441: 0.029188623673539707
Position 1043: 0.022767368461872696
