Gene = Ngrn
index = 745
Annotated 5SS: [209 717]
Annotated 3SS: [ 605 3162]
SMsplice 5SS: [ 209  717 2989]
SMsplice 3SS: [ 605 2872 3162]
top_k =  500
Partition function (log Z): 0.07933480219823608

Sorted 5' Splice Sites (High to Low Probability):
Position 717: 0.989441542719296
Position 209: 0.8478768560930707
Position 3258: 0.5762971231865249
Position 2989: 0.5085849207922966
Position 3009: 0.45037980035551484
Position 2122: 0.31885325024494166
Position 2385: 0.22106427921331948
Position 2186: 0.15382997803000195
Position 2464: 0.06815517924852524
Position 919: 0.0620495811996659
Position 201: 0.052047892761051776
Position 441: 0.04047836006077616
Position 2156: 0.038055184560813124
Position 3687: 0.022240141633138383
Position 1557: 0.01790912981687542
Position 120: 0.010740506658432356
Position 446: 0.009242401549342328
Position 923: 0.00911279288210487
Position 2203: 0.005992344765812972
Position 2140: 0.005519383524938488
Position 671: 0.0035351242498143772
Position 505: 0.0031283449577120285
Position 107: 0.003125473676364967
Position 1425: 0.002920825396052836
Position 3710: 0.0026176120485801343
Position 2351: 0.0023440035767021325
Position 888: 0.0020251323945647995
Position 103: 0.0017761526962858725
Position 2059: 0.0017658800045405115
Position 3648: 0.0015715698712667333
Position 1075: 0.0015248407873703286
Position 2414: 0.0014975343309679132
Position 1324: 0.0014589625639227055
Position 1152: 0.0014299811735184738
Position 355: 0.0012947755764596053
Position 3813: 0.0008569176151071556
Position 3205: 0.0008151405546814206
Position 81: 0.0007344930732442333
Position 113: 0.0006263309782693668
Position 241: 0.0005224364034583149
Position 3193: 0.0004529226682469418
Position 333: 0.00042746215479572754
Position 3: 0.00038200986919792896
Position 380: 0.0003132772169768278
Position 450: 0.00031229677115908813
Position 3058: 0.00029963731497057995
Position 2168: 0.00029513437188627255
Position 290: 0.00028572704819188115
Position 136: 0.0002805064035607743
Position 1767: 0.00025040543376947275
Position 1840: 0.00021898125755658233
Position 435: 0.00021419468962676614
Position 3305: 0.00020157848978357877
Position 1645: 0.00017366665065193912
Position 3049: 0.00016028936987789972
Position 457: 0.0001535546812260138
Position 13: 0.00015114551107489713
Position 39: 0.00014681327047159074
Position 3871: 0.00014265968211309922
Position 220: 0.0001191610028627085
Position 420: 0.00011828084077502545
Position 1975: 0.00011689122214231263
Position 2494: 0.00011480689831279387
Position 2963: 0.0001097611376479835
Position 2126: 0.00010594922269272674
Position 76: 9.455789993835779e-05
Position 303: 9.424020622632351e-05
Position 141: 8.443144427531768e-05
Position 2145: 8.030054184641821e-05
Position 319: 7.927666588300942e-05
Position 2043: 7.842285810508729e-05
Position 79: 7.660885762532461e-05
Position 764: 5.856061054244466e-05
Position 1710: 5.7987618382886264e-05
Position 2065: 5.436225499541267e-05
Position 980: 4.927588319011502e-05
Position 412: 3.917773980876184e-05
Position 724: 3.577533213818992e-05
Position 2228: 3.5720919720560734e-05
Position 878: 3.568122128503539e-05
Position 23: 3.471660879599746e-05
Position 693: 2.835826775050616e-05
Position 261: 2.793314068790644e-05
Position 1345: 2.3431952735352457e-05
Position 3001: 2.3202814879890825e-05
Position 1531: 2.1785508200860438e-05
Position 1979: 2.0124602938576446e-05
Position 1725: 1.5932223226174307e-05
Position 937: 1.4008901226810729e-05
Position 481: 1.3432400750876805e-05
Position 1059: 1.2736391208923613e-05
Position 452: 1.222282634320565e-05
Position 2997: 1.1046688850817256e-05
Position 3339: 1.0369617392503212e-05
Position 400: 9.806992223588491e-06
Position 393: 9.342103651973743e-06
Position 336: 9.11484070381277e-06
Position 538: 3.861969225946438e-06
Position 3435: 3.3107127444578627e-07
Position 1005: 1.0605790229377773e-08
Position 398: 6.799568711223513e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3162: 0.9833977924401721
Position 2872: 0.7984303811957757
Position 605: 0.7902277140457645
Position 1953: 0.42174533943252096
Position 3762: 0.28757971653966324
Position 2293: 0.2800185248746212
Position 3563: 0.11032059344515252
Position 2068: 0.10983435283761718
Position 2840: 0.10337065999874223
Position 621: 0.0689193486692478
Position 3577: 0.052663677260323644
Position 3359: 0.05113128972563377
Position 3741: 0.04773034615061993
Position 828: 0.03927408868532502
Position 561: 0.037208366632987766
Position 2876: 0.03563854378366477
Position 642: 0.034899903367000794
Position 791: 0.034796109100619074
Position 2917: 0.01722805772670716
Position 3603: 0.014922630927596521
Position 1264: 0.013766852127475589
Position 3413: 0.012889828797685257
Position 574: 0.01247233129775151
Position 341: 0.010230111241657734
Position 3483: 0.006285022105444355
Position 3435: 0.005157084017767218
Position 2071: 0.004858108910789961
Position 2936: 0.0046951446736604435
Position 628: 0.004612941496600627
Position 3804: 0.004219922120560843
Position 3613: 0.004012124043770189
Position 3332: 0.0028546484682394372
Position 3488: 0.0025455890112627464
Position 1239: 0.002522167892096675
Position 379: 0.0022775861061099987
Position 3334: 0.0022445934615222545
Position 281: 0.0021013604450357665
Position 4148: 0.002047148876323331
Position 3624: 0.0020316046159140383
Position 2298: 0.0018353782033891089
Position 3439: 0.001756721368130586
Position 1195: 0.0016007542910490926
Position 3370: 0.0013847718244907395
Position 440: 0.0013040468742580539
Position 4001: 0.0011800934853669833
Position 3343: 0.001176750465092804
Position 2593: 0.0011367771296816689
Position 1484: 0.0010672850531053114
Position 1423: 0.0009408188433597726
Position 795: 0.0009123620269369198
Position 497: 0.000878971577690533
Position 1323: 0.0007067628031719107
Position 3422: 0.0006998862426782422
Position 1622: 0.0006290751580253498
Position 3589: 0.0006095846438896358
Position 416: 0.0005763232243975765
Position 859: 0.0005415454640101556
Position 449: 0.0005359190876113276
Position 1381: 0.0004722770741099242
Position 2235: 0.00043592528858931654
Position 3082: 0.00040575973412225355
Position 3378: 0.0004003944382743403
Position 3447: 0.000371319010299815
Position 119: 0.0003600629634414387
Position 312: 0.0003597718663163645
Position 3461: 0.00034744134687861295
Position 1361: 0.0003447796704427742
Position 1503: 0.0003194143472203579
Position 538: 0.0002776052449159725
Position 2715: 0.00027448089095777724
Position 3108: 0.0002721331430204438
Position 670: 0.0002667171793892097
Position 653: 0.00023188397881682642
Position 470: 0.00022496201078415142
Position 1200: 0.00021925104813873026
Position 1956: 0.00021668394972514804
Position 2940: 0.00021084310106187504
Position 2089: 0.00017202063339874884
Position 2036: 0.00017140896122394805
Position 2114: 0.00016907627833289036
Position 807: 0.00016678366308115294
Position 298: 0.00016501570521545322
Position 1927: 0.0001631380136208805
Position 3185: 0.00014611122616078399
Position 2151: 0.00014549704201610156
Position 3452: 0.00013348774974706538
Position 2608: 0.0001320797732544349
Position 1435: 0.00012425059475455858
Position 3995: 0.00012422859823451568
Position 2637: 0.00011235224597034302
Position 2117: 0.00010643892769130019
Position 864: 0.00010602045170574576
Position 1920: 8.925267346553462e-05
Position 2988: 8.667725532881135e-05
Position 3096: 7.359991745701116e-05
Position 903: 7.028386146976722e-05
Position 1383: 6.838708319717812e-05
Position 1703: 6.118439268326888e-05
Position 887: 6.11646037533537e-05
Position 1669: 6.046327863709158e-05
Position 1151: 5.865580671326891e-05
Position 348: 5.6096407263268065e-05
