Gene = Tfpt
index = 1076
Annotated 5SS: [ 333 1057 5286 8822 9108]
Annotated 3SS: [ 797 5214 8751 8900 9409]
SMsplice 5SS: [ 113 1057 5286 8822]
SMsplice 3SS: [ 797 5214 8751 9409]
top_k =  500
Partition function (log Z): -2.774066932941405

Sorted 5' Splice Sites (High to Low Probability):
Position 5286: 0.9862858423433473
Position 8822: 0.7654255187614396
Position 1057: 0.577066283697127
Position 5949: 0.4524403715817443
Position 113: 0.3975228599040373
Position 9108: 0.3163454050123331
Position 1061: 0.31205072589322264
Position 333: 0.2107689951726734
Position 9339: 0.18373982116376072
Position 201: 0.14903058197750996
Position 1813: 0.12965686858654427
Position 1758: 0.1004007669102284
Position 184: 0.09042281008844652
Position 3187: 0.08864376515657274
Position 5483: 0.08612598332003883
Position 5758: 0.06724225986503499
Position 9138: 0.06028999206519182
Position 253: 0.04194098083901168
Position 132: 0.03600056845189749
Position 9217: 0.03377735984537965
Position 8844: 0.03187091687021307
Position 1649: 0.030821812494729012
Position 6029: 0.028051318124345595
Position 5490: 0.025297769348982587
Position 7863: 0.020617187201313756
Position 890: 0.017853624521058615
Position 647: 0.017516603868140086
Position 7966: 0.017343218321309424
Position 1638: 0.017038424465978214
Position 7198: 0.017011637741762932
Position 9069: 0.015398607268384639
Position 2988: 0.013933849640969378
Position 1919: 0.013675673899859039
Position 3812: 0.012379942163179721
Position 3680: 0.011583539245898094
Position 6162: 0.01155348618186482
Position 1827: 0.011279068020087794
Position 6262: 0.01023268147324598
Position 3485: 0.01012636972328564
Position 3958: 0.006996571899557057
Position 1817: 0.006168970794587069
Position 9172: 0.005452971237770861
Position 2815: 0.005254416533082478
Position 33: 0.004037031091547919
Position 475: 0.003267104073823969
Position 1929: 0.003140745872613068
Position 5762: 0.0030560456150658705
Position 104: 0.002900826083950663
Position 413: 0.002650731033606475
Position 5994: 0.0025899887513146187
Position 4532: 0.002433637013068254
Position 5649: 0.002420565196268544
Position 121: 0.0020300301852847393
Position 3742: 0.0019866676430146486
Position 2133: 0.0018427006395800216
Position 3710: 0.0017143401453059608
Position 179: 0.0016524109437182546
Position 4343: 0.001631519566993415
Position 291: 0.0015676603074634198
Position 1031: 0.0014338770198705252
Position 3772: 0.0012919423186794697
Position 3545: 0.0012229684069658944
Position 5423: 0.0012184086193977167
Position 3817: 0.0011656000297023033
Position 1017: 0.0011388561425845348
