Gene = Eif3g
index = 369
Annotated 5SS: [  80  246  540  736  917 2508 2796 3535 3791 3991]
Annotated 3SS: [ 198  455  646  856 2402 2605 3426 3653 3883 4180]
SMsplice 5SS: [  80  246  540  736  917 3535 3791 3991]
SMsplice 3SS: [ 198  455  646  856 3426 3653 3883 4180]
top_k =  500
Partition function (log Z): 13.537514314201324

Sorted 5' Splice Sites (High to Low Probability):
Position 736: 0.9852575423882659
Position 246: 0.9490976517032215
Position 917: 0.9450143603738044
Position 540: 0.8826297917740722
Position 3991: 0.8786073991677741
Position 2508: 0.7824302328586277
Position 3535: 0.7232999530501586
Position 3791: 0.7188796659714193
Position 80: 0.41472543879998147
Position 2796: 0.4041809163597409
Position 136: 0.28656209024270285
Position 3795: 0.20748866897326115
Position 3573: 0.20560067793819214
Position 4097: 0.04326221062809346
Position 3543: 0.043218835335865076
Position 941: 0.03662497288841239
Position 3329: 0.01543771095286301
Position 2936: 0.013392705588742483
Position 2466: 0.010669168336691065
Position 2837: 0.008159073444897766
Position 1029: 0.008152909624854057
Position 3467: 0.005413638018378185
Position 119: 0.00491959433314557
Position 102: 0.004734145052207387
Position 741: 0.003859016893058132
Position 1295: 0.0038056449633107215
Position 349: 0.0036871770761947287
Position 91: 0.003668768740919069
Position 3343: 0.0030279133973679837
Position 2942: 0.002815966256991474
Position 788: 0.0026833294703105933
Position 2804: 0.0025709893097568656
Position 4064: 0.001962477470801109
Position 224: 0.0017630754189640167
Position 86: 0.0017125566074103762
Position 3977: 0.001666292661451433
Position 2820: 0.0016184657180726572
Position 2954: 0.001339444526534885
Position 3982: 0.0011696073847391037
Position 1308: 0.0010767894663276099
Position 2517: 0.0009638282299810253
Position 2339: 0.0006645452487479067
Position 1690: 0.0005867987265181303
Position 3803: 0.0005404457323374698
Position 2470: 0.000521223386071338
Position 3821: 0.00047264098137394167
Position 3817: 0.00038836593883163304
Position 2764: 0.0003759333517478866
Position 547: 0.0003137799896739513
Position 46: 0.0002986592932112574
Position 3702: 0.0002545448517092617
Position 747: 0.00012009386068797826
Position 4032: 8.788010917064799e-05
Position 549: 8.146276514250763e-05
Position 526: 7.603024006143357e-05
Position 312: 7.42889242393477e-05
Position 694: 6.172053211011744e-05
Position 2876: 5.337938009892296e-05
Position 702: 4.885863387123241e-05
Position 2663: 4.829516252126541e-05
Position 774: 3.887496514645081e-05
Position 782: 3.720741737349627e-05
Position 340: 3.61987345253088e-05
Position 764: 3.6067776128191005e-05
Position 259: 2.7818708355132763e-05
Position 250: 2.2518901885382152e-05
Position 4040: 1.976365023145272e-05
Position 4037: 1.6643553142943707e-05
Position 3927: 1.1902545406734142e-05
Position 41: 9.308974694175736e-06
Position 513: 7.693131003837775e-06
Position 3577: 7.349230353629039e-06
Position 278: 7.168733147470737e-06
Position 146: 6.995442074000508e-06
Position 772: 4.4725216378881865e-06
Position 140: 2.301481523402137e-06
Position 17: 2.290735357698589e-06
Position 670: 1.8495885954728477e-06
Position 3830: 1.5073366876523314e-06
Position 405: 9.29442983597813e-07
Position 411: 8.346063506161266e-07
Position 1177: 5.271104450519004e-07
Position 946: 3.942425323547347e-07
Position 1001: 3.617414782438078e-07
Position 189: 3.588705316407922e-07
Position 462: 3.537515441555702e-07
Position 1052: 2.164661827044199e-07
Position 1007: 1.4601670841687621e-07
Position 1299: 1.329917137810479e-07
Position 605: 1.1092255705096719e-07
Position 416: 9.653459959712276e-08
Position 626: 3.560762536999416e-08
Position 3784: 1.4828301475001244e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 856: 0.9868344595354268
Position 3426: 0.979330776435606
Position 646: 0.9479493919906335
Position 3883: 0.904084122726743
Position 4180: 0.7629952959497248
Position 3653: 0.7219165472611746
Position 198: 0.7042167613841244
Position 455: 0.6737710460364003
Position 2351: 0.28034735996527577
Position 2605: 0.27472855106342536
Position 2402: 0.21278143400281585
Position 4127: 0.16674881975967804
Position 3718: 0.16613738532869796
Position 2397: 0.1591597044021633
Position 405: 0.1417363859846786
Position 2276: 0.0863384796844634
Position 2716: 0.07522196671075217
Position 3900: 0.06223477067372274
Position 2243: 0.03256121482254361
Position 471: 0.026715851580821577
Position 2683: 0.02615011542873095
Position 666: 0.022180241109781514
Position 3210: 0.02167777273621738
Position 2626: 0.02136828709717756
Position 3694: 0.021313759961618058
Position 3938: 0.019924857765717893
Position 626: 0.016641494552425796
Position 2466: 0.015538826509290962
Position 2620: 0.015431784997898258
Position 2629: 0.014479150835804444
Position 1183: 0.004255184147149834
Position 475: 0.004001860596881342
Position 3606: 0.003309171763953123
Position 601: 0.003281753614472383
Position 3706: 0.002985367775304806
Position 485: 0.0029099910183503852
Position 4228: 0.0027716967622196816
Position 2840: 0.0025419755578635684
Position 3428: 0.0024133709741808885
Position 3363: 0.0023586049089177785
Position 4027: 0.002337524134000047
Position 2248: 0.0021761202588300088
Position 513: 0.0017591255848220353
Position 2500: 0.0017399169812216612
Position 4106: 0.0016820679018196274
Position 2281: 0.0016567807188987817
Position 2726: 0.0014796480994635195
Position 2313: 0.0012257804429949904
Position 589: 0.0011926080376048903
Position 4063: 0.0011412284530196094
Position 2650: 0.001030157787091432
Position 2411: 0.000937807461597846
Position 4236: 0.0009291546999875023
Position 814: 0.000881154626892848
Position 3443: 0.0007777798143675879
Position 2737: 0.0006427115866993718
Position 3481: 0.000604354427153308
Position 1569: 0.000528380159899011
Position 205: 0.0005270956054988089
Position 605: 0.0005060994115633485
Position 3766: 0.0005043270832979024
Position 2876: 0.00044307357496074887
Position 2623: 0.000421838620158941
Position 3398: 0.0004087661503285285
Position 3916: 0.00036632610083104413
Position 3310: 0.000345692769640563
Position 2149: 0.0003334755033673861
Position 223: 0.00031645764780595116
Position 4059: 0.00030256215169451836
Position 2414: 0.00029875078066809795
Position 3772: 0.00027610839330688755
Position 1214: 0.00023423370856414242
Position 670: 0.00023242124144179734
Position 4200: 0.00022198311762748935
Position 4146: 0.000189092188557804
Position 2289: 0.00017747365304341748
Position 2644: 0.00016798769864974095
Position 864: 0.00015304030768157297
Position 1285: 0.00014925181467029616
Position 2034: 0.00014024240526864363
Position 2740: 0.00013844231695564404
Position 832: 0.0001296358629693853
Position 4047: 0.00012096957390222945
Position 319: 0.00011026119486018451
Position 1136: 0.00010943291018456295
Position 3452: 8.805275039445228e-05
Position 4074: 7.37420434316392e-05
Position 873: 7.139489122206875e-05
Position 518: 6.584006999788536e-05
Position 210: 6.115671954280394e-05
Position 3313: 5.649020394492456e-05
Position 4085: 5.519787500810072e-05
Position 1121: 5.435718803709982e-05
Position 3256: 5.3055536372292236e-05
Position 4136: 4.351228747114987e-05
Position 2158: 3.894941864009144e-05
Position 1818: 3.568535280629274e-05
Position 1645: 3.5617660498978476e-05
Position 4241: 3.49880067814503e-05
Position 235: 3.232946204560031e-05
Position 1165: 3.0296345907920857e-05
Position 2125: 2.931254424963888e-05
Position 802: 2.7672127804266704e-05
Position 1190: 2.6984742712623144e-05
Position 787: 1.886592955959308e-05
Position 690: 1.5097953752258088e-05
Position 539: 1.5072164707577324e-05
Position 822: 1.498139549694113e-05
Position 2209: 1.4171095598798745e-05
Position 229: 1.2511707883974688e-05
Position 544: 1.2477859303310526e-05
Position 1620: 1.1446501971668786e-05
Position 303: 1.13785169013341e-05
Position 1777: 9.694026183706203e-06
Position 2137: 8.175836719722454e-06
Position 2185: 8.050278731142024e-06
Position 1450: 5.894029120596091e-06
Position 4032: 5.593379747795609e-06
Position 1469: 5.4594170641169785e-06
Position 1982: 5.109599037985227e-06
Position 4101: 4.94805971069482e-06
Position 520: 4.544403990064707e-06
Position 1220: 4.222259060061173e-06
Position 547: 4.207517970266383e-06
Position 694: 3.6190766959927934e-06
Position 232: 3.5171497753169013e-06
Position 2782: 2.4543500186600575e-06
Position 2570: 2.3175737072837815e-06
Position 241: 2.190491233808309e-06
Position 239: 2.1188098601639772e-06
Position 779: 1.5207854914190125e-06
Position 2743: 1.459937491951701e-06
Position 526: 1.3276621061719985e-06
Position 1148: 1.2678142542765565e-06
Position 714: 3.004063417278754e-07
Position 708: 2.766287430516703e-07
Position 712: 9.864115270911719e-08
Position 257: 6.449419651553377e-08
Position 810: 1.17683791677797e-08
Position 113: 1.0846240896918629e-08
Position 1012: 1.0407547972208607e-08
Position 1018: 9.969080678649946e-09
Position 889: 8.019096769333187e-09
Position 1028: 6.673877263461648e-09
Position 880: 6.430489584366503e-09
Position 898: 3.80025463508464e-09
Position 1033: 3.3723323843220654e-09
Position 1001: 3.2089856444929722e-09
Position 944: 3.1004788527328617e-09
Position 1040: 2.993041855421483e-09
Position 912: 1.2328220021924278e-09
Position 1402: 9.579637592394216e-10
