Gene = Treh
index = 1139
Annotated 5SS: [  108  7928  8193  8361  9500  9729  9933 10143 10389 10727 11493 11814
 12149 12448]
Annotated 3SS: [ 7826  8047  8272  9398  9635  9815 10019 10338 10531 11274 11701 12035
 12393 12642]
SMsplice 5SS: [  108  1656  7928  8193  8361  9500 10389 10727 11814 12149 12448]
SMsplice 3SS: [ 1566  7826  8047  8272  9398 10338 10531 11701 12067 12393 12642]
top_k =  500
Partition function (log Z): 10.86374810921506

Sorted 5' Splice Sites (High to Low Probability):
Position 7928: 0.9941412390141745
Position 8193: 0.9562513039022684
Position 8361: 0.9218692636787762
Position 11814: 0.9206740356291293
Position 10727: 0.8520506294429326
Position 12149: 0.835387295849724
Position 108: 0.8319662268365575
Position 12448: 0.7406371890203232
Position 10389: 0.716178447918088
Position 9500: 0.6704766682783952
Position 4589: 0.4274899906094331
Position 688: 0.39086758067354244
Position 10143: 0.379537820643871
Position 2010: 0.30074895778995847
Position 2311: 0.25511838187604496
Position 8676: 0.2435859709455351
Position 8697: 0.22020475810413964
Position 12507: 0.2143739214129637
Position 9933: 0.18272006679291805
Position 4549: 0.1517053923174695
Position 12163: 0.08740884740302239
Position 4618: 0.08626186894496414
Position 4585: 0.07392705191794223
Position 11605: 0.07392414980346487
Position 10657: 0.06560152464896778
Position 4311: 0.06240781473463046
Position 9729: 0.061882106098286045
Position 9937: 0.05558503801257175
Position 101: 0.04296489981418764
Position 6350: 0.042118710613807654
Position 6526: 0.04173642053908638
Position 4804: 0.03931426354229449
Position 1660: 0.03884465478098258
Position 10794: 0.03882397726130227
Position 649: 0.028726007199307457
Position 12695: 0.028077703015664344
Position 2014: 0.02044109434882185
Position 4228: 0.01886162676557985
Position 11493: 0.018321268370750012
Position 9229: 0.01635235777956036
Position 11090: 0.015884567318119432
Position 9695: 0.0158506866316462
Position 9999: 0.013544731246681551
Position 1880: 0.012855761113182727
Position 10230: 0.01174261556518114
Position 5349: 0.010221285235981484
Position 1820: 0.00984908307258916
Position 9020: 0.009598773777474758
Position 116: 0.008629953543903914
Position 10441: 0.007850930111434682
Position 3437: 0.007220749617147535
Position 3339: 0.006944465141242332
Position 699: 0.006430841676719891
Position 1744: 0.0057911234586002615
Position 4593: 0.005740997454739687
Position 9901: 0.005437351545570414
Position 9548: 0.00516036566230822
Position 2765: 0.00356583659306007
Position 427: 0.0033232448224334655
Position 1649: 0.0032047137722932616
Position 10706: 0.0025394027264244346
Position 12720: 0.002451310459637858
Position 8414: 0.002414799654450962
Position 12462: 0.002215810946649428
Position 1716: 0.002060805995164379
Position 9919: 0.0018658356865401
Position 3305: 0.0018119772630711768
Position 275: 0.001577054759074256
Position 8069: 0.0015599866796278002
Position 229: 0.0014779469860629853
Position 223: 0.001376874194175354
Position 2490: 0.0011976230051992658
Position 12422: 0.0010282251636492949
Position 1636: 0.0009164888180057836
Position 12243: 0.0007491474124672401
Position 1431: 0.000695782006368772
Position 782: 0.0006489989445494298
Position 75: 0.000619336458883664
Position 1598: 0.0005689254358516951
Position 2019: 0.0005544911190175363
Position 9721: 0.0005122665124389413
Position 9789: 0.00047764476858666203
Position 400: 0.0004654019416632241
Position 670: 0.0004376810495369044
Position 1706: 0.00042725083223958384
Position 8388: 0.0003957587801865501
Position 1663: 0.0003896393418682846
Position 869: 0.00029958590800150124
Position 12486: 0.00025987350419304456
Position 808: 0.00022871226049249091
Position 1002: 0.00021013362244608915
Position 127: 0.00019183538956264092
Position 1619: 0.0001407921538185049
Position 8125: 0.00011741544144296519
Position 8525: 8.908098342825751e-05
Position 1621: 7.516004686521098e-05
Position 388: 7.149319264988357e-05
Position 129: 7.130030788951104e-05
Position 1300: 4.496935872585647e-05
Position 1156: 4.243672028773202e-05
Position 335: 3.2384383263927844e-05
Position 8146: 2.7926343018837943e-05
Position 506: 2.2281542044175253e-05
Position 562: 2.2107953090116354e-05
Position 324: 2.0096122869558758e-05
Position 937: 1.940199727594951e-05
Position 442: 1.939410900513944e-05
Position 1054: 1.8981313951435304e-05
Position 298: 1.77620792929098e-05
Position 4551: 1.3925304256484325e-05
Position 7: 1.2177186515701752e-05
Position 579: 1.1990762181355146e-05
Position 10208: 1.1848698236989146e-05
Position 149: 1.1804066894267753e-05
Position 4581: 1.1765619094007138e-05
Position 12435: 9.987513368229796e-06
Position 314: 7.799146765651889e-06
Position 133: 7.526051382045634e-06
Position 1365: 7.281086629417539e-06
Position 262: 7.251398787956154e-06
Position 19: 7.249087877309267e-06
Position 1397: 6.549400331698884e-06
Position 1389: 5.270835447803692e-06
Position 264: 3.853280364215967e-06
Position 131: 3.738189263607627e-06
Position 12547: 3.5104026014596398e-06
Position 1588: 2.84343984596615e-06
Position 1292: 2.683235476895831e-06
Position 12442: 2.646973920290682e-06
Position 436: 2.0646953219872383e-06
Position 12528: 1.6048028996119499e-06
Position 12511: 1.3325240511026876e-06
Position 12285: 1.52971509859457e-07
Position 12130: 1.4253247860285782e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7826: 0.9635782733909507
Position 8047: 0.9503852081067755
Position 12642: 0.9150424153826046
Position 12393: 0.8992335276871601
Position 8272: 0.8977769860472772
Position 10531: 0.7716427834503276
Position 11701: 0.7669650447506032
Position 4444: 0.7113532876919499
Position 9398: 0.7103872343189165
Position 10338: 0.684458332938016
Position 12067: 0.5538588436118749
Position 9815: 0.3218016391683953
Position 500: 0.2742356781067646
Position 10019: 0.27168216854347155
Position 12035: 0.2587983743291034
Position 8595: 0.24456366629874782
Position 2182: 0.21733723460644702
Position 10637: 0.14882545128908342
Position 11662: 0.14082878454136902
Position 1869: 0.13766673986317393
Position 1766: 0.12744844813566888
Position 1566: 0.12063926273551524
Position 8577: 0.11730318511875729
Position 11454: 0.06895443105517642
Position 4141: 0.0665855191847202
Position 9785: 0.04530335124583405
Position 8441: 0.04523211102617115
Position 6243: 0.04408581178864368
Position 4724: 0.03484515051342554
Position 12767: 0.03432583142791496
Position 9635: 0.03417487850925488
Position 11889: 0.032371787239987744
Position 6341: 0.032315314848122535
Position 12082: 0.031842172739863256
Position 7786: 0.03156873003874099
Position 12336: 0.028260884216996504
Position 10634: 0.02499280109729746
Position 12903: 0.02307965348414209
Position 11990: 0.02237843380769756
Position 8529: 0.02073666466199987
Position 12646: 0.02026546131944938
Position 8279: 0.020130351186219867
Position 634: 0.01870641877296667
Position 2214: 0.018284014996494354
Position 11918: 0.017101180374245156
Position 3163: 0.014649952027100444
Position 10070: 0.0133008916210164
Position 8620: 0.013215478281798738
Position 406: 0.012894090265120157
Position 10289: 0.012250915716782215
Position 2053: 0.011888464654110644
Position 4464: 0.011631796407679303
Position 11756: 0.011361476896067408
Position 12870: 0.0111958763310272
Position 4455: 0.011186169239516106
Position 12780: 0.011025295116962167
Position 12212: 0.01076324510769751
Position 12282: 0.009787536863318815
Position 10960: 0.009407624421855087
Position 10247: 0.008147424954317342
Position 530: 0.008016155208856318
Position 10142: 0.007638814312425235
Position 9150: 0.007212426830864522
Position 4157: 0.006895047231805879
Position 11461: 0.006689259090246338
Position 12319: 0.006673951163436575
Position 8288: 0.006484219350812678
Position 11013: 0.006261537146635506
Position 10612: 0.006238413148944672
Position 5267: 0.0061961838874398795
Position 4218: 0.005936947188051226
Position 10618: 0.005768125968792064
Position 4467: 0.005352426028976758
Position 9175: 0.005094696630517091
Position 10084: 0.00490597639943416
Position 8902: 0.004896146304341409
Position 11150: 0.004658310905789373
Position 12070: 0.004583248590608898
Position 9368: 0.004445309168222662
Position 11559: 0.004441147755351101
Position 4458: 0.004162796528478203
Position 2134: 0.004071402162266679
Position 5032: 0.004025101348541615
Position 309: 0.003914189204107649
Position 1714: 0.003874636521641351
Position 1875: 0.003847781360931327
Position 6190: 0.0037317908241403706
Position 6316: 0.0037222136919874017
Position 9111: 0.0036644664742474698
Position 2636: 0.0035658365930600717
Position 12340: 0.0035002558992920712
Position 8792: 0.00341560975382136
Position 11357: 0.0033658394286599546
Position 8096: 0.0033084240575642775
Position 12248: 0.002955752962826367
Position 11260: 0.002844976511363024
Position 8532: 0.0028246880147405223
Position 8112: 0.0027746826325196297
Position 8456: 0.002628906057644112
Position 8601: 0.002539467737854323
Position 8499: 0.0024768279363830558
Position 12952: 0.002417705844447316
Position 9933: 0.002379128798915508
