Gene = Tmppe
index = 1127
Annotated 5SS: [165]
Annotated 3SS: [3415]
SMsplice 5SS: [ 165  967 1188]
SMsplice 3SS: [ 759 1056 6002]
top_k =  500
Partition function (log Z): -7.654518649537703

Sorted 5' Splice Sites (High to Low Probability):
Position 967: 0.9764043189126601
Position 1188: 0.6857639119333695
Position 165: 0.6155448090317119
Position 453: 0.21615197487260607
Position 3243: 0.1525045109694973
Position 3252: 0.09912969076298474
Position 2651: 0.07716202053811208
Position 4356: 0.06949638685989264
Position 3731: 0.02684428977809633
Position 422: 0.0258439667445893
Position 3978: 0.01965159697845868
Position 1270: 0.018886238150357747
Position 3234: 0.01694721976597028
Position 106: 0.014743829994722653
Position 600: 0.014112743048442934
Position 5480: 0.010930167595947745
Position 4112: 0.009595079470303951
Position 323: 0.005067328825424925
Position 3314: 0.004308165637509178
Position 377: 0.0033622656907549885
Position 96: 0.002851586173362934
Position 6023: 0.0026432978788141926
Position 28: 0.0022719271315541417
Position 436: 0.0022501153577058515
Position 5417: 0.002038956638385765
Position 176: 0.0018139200766580546
Position 862: 0.0012386539527639772
Position 258: 0.0010068205798696942
Position 624: 0.0009822689499593082
Position 3332: 0.00097540788880073
Position 4794: 0.0009599736997376591
Position 246: 0.0008010824128656311
Position 2656: 0.0007781715332772437
Position 311: 0.0007259001361892207
Position 977: 0.0006057405023357919
Position 169: 0.00047766117904285334
Position 717: 0.0002995389999762047
Position 1155: 0.00026224002624582144
Position 395: 0.0002529565133625097
Position 769: 0.00024798650868503773
Position 984: 0.00022884692544146968
Position 619: 0.00018325628539902065
Position 607: 0.00017560636301729754
Position 104: 0.0001182820909039726
Position 2388: 0.00010709398314624172
Position 1945: 0.00010460645641539141
Position 811: 8.482702098098237e-05
Position 1295: 8.481391976468399e-05
Position 364: 8.263472815252295e-05
Position 402: 8.148023424583047e-05
Position 463: 5.97988701586466e-05
Position 76: 5.7799183534324965e-05
Position 400: 5.5084150126560255e-05
Position 672: 4.8743640348950044e-05
Position 478: 4.5032069373606156e-05
Position 1302: 4.417181177916465e-05
Position 2099: 2.6375159955767497e-05
Position 1575: 2.2273933564916373e-05
Position 308: 2.1267513482313044e-05
Position 426: 2.04859472951183e-05
Position 8: 1.9895545686621047e-05
Position 559: 1.9450284755729933e-05
Position 381: 1.9133762587272495e-05
Position 678: 1.8985106440041353e-05
Position 971: 1.5230931415600866e-05
Position 494: 1.1457582778907787e-05
Position 354: 7.706038696734175e-06
Position 841: 5.897738698273111e-06
Position 5065: 5.877785147974288e-06
Position 782: 5.450212574240649e-06
Position 893: 5.21818586861746e-06
Position 933: 5.183703803568176e-06
Position 538: 3.935159897787849e-06
Position 2697: 1.1208251708397285e-06
Position 533: 3.5511717418829594e-09
Position 761: 1.5230819032247101e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 759: 0.8691925576744005
Position 1056: 0.5976735952822992
Position 6002: 0.3484644194494234
Position 5347: 0.2041910714241931
Position 3138: 0.10394338802586515
Position 2520: 0.10131066737349718
Position 6047: 0.09826814261316116
Position 4190: 0.09455124089028608
Position 3184: 0.08749019843117539
Position 3881: 0.056002392132666196
Position 1112: 0.05000640026951295
Position 3778: 0.045896855730115864
Position 5111: 0.04362372016686261
Position 3134: 0.03752812093963469
Position 3670: 0.034955797591155725
Position 1074: 0.03359788210521365
Position 1088: 0.028690657116239804
Position 3415: 0.020287490174547847
Position 3049: 0.01884555797799942
Position 1722: 0.016961943496431906
Position 6139: 0.016666069903215234
Position 3461: 0.013646581730908826
Position 4946: 0.013441184030444807
Position 3141: 0.012295875807389568
Position 1718: 0.010239842890471135
Position 2807: 0.009971654508076057
Position 1737: 0.009961988207002706
Position 5645: 0.008195931726176242
Position 1926: 0.0073748353389890085
Position 3218: 0.006911711604738024
Position 3518: 0.0060308343161382645
Position 689: 0.005708088983432746
Position 3189: 0.005447382882257272
Position 4886: 0.0044952681867459696
Position 3825: 0.004482504439306088
Position 823: 0.003394092112090854
Position 4023: 0.003096762960052672
Position 1849: 0.0030663300836531776
Position 882: 0.0027586738811305436
Position 3099: 0.0025460436923689317
Position 2591: 0.0025426738604726684
Position 889: 0.0023891133553668393
Position 2162: 0.002380628323600026
Position 4283: 0.002366685085713336
Position 710: 0.0021167065100451093
Position 1058: 0.002112036443163961
Position 3581: 0.0018196642918325817
Position 5662: 0.0015524305084324752
Position 2549: 0.0015449170583232649
Position 952: 0.0014949028076752728
Position 5771: 0.0013290727958482642
Position 4304: 0.0012405923424843818
Position 5510: 0.0011859520943662929
Position 742: 0.001169683125092708
Position 5533: 0.001144648601996207
Position 4233: 0.0011000121077809448
Position 4694: 0.0009599736997376591
Position 2776: 0.0009345886610236415
Position 2811: 0.0009255490443426819
Position 5216: 0.0008670886338212286
Position 326: 0.0008247829364564744
Position 4972: 0.0007891935053054347
Position 1766: 0.000786596023549818
Position 2722: 0.0007064960753796982
Position 4788: 0.0006930891960078803
Position 3643: 0.0006829342651025142
Position 4087: 0.0006480446580451428
Position 4321: 0.0006267180107249962
Position 1146: 0.0005680549206299885
Position 2903: 0.0005364757217338016
Position 861: 0.0004982358803475703
Position 716: 0.0004951377801131593
Position 1882: 0.00048545745729890714
Position 3006: 0.00048030513142499794
Position 3392: 0.0004733390303445849
Position 3543: 0.00044624285432133954
Position 828: 0.00044183293143315594
Position 1115: 0.00042835637598722217
Position 3313: 0.00040059206951078636
Position 1128: 0.00037507201594180994
Position 3949: 0.0003525749290738181
Position 1006: 0.0003384906034031407
Position 1263: 0.00033162248854088516
Position 3268: 0.00030532514527073073
Position 646: 0.00023500627259372887
Position 2952: 0.00022571366864819177
Position 1464: 0.0001986490644568477
Position 2356: 0.00018758161493368108
Position 1517: 0.00015690286607699617
Position 1418: 0.00015621115427596777
Position 2018: 0.0001487201135409304
Position 1998: 0.00014137611077046414
Position 431: 0.00013208851097120847
Position 1378: 0.00012036043877521659
Position 810: 8.51389389753839e-05
Position 280: 7.105944763074306e-05
Position 3547: 6.809962628269869e-05
Position 777: 6.752027441174568e-05
Position 780: 6.524106296937174e-05
Position 805: 6.328525256785476e-05
Position 929: 6.039361600240188e-05
Position 533: 5.2169230985517946e-05
Position 3565: 3.494662754734342e-05
Position 517: 3.411025210580405e-05
Position 329: 2.958189607284654e-05
Position 1154: 2.8042072781302358e-05
Position 797: 2.608832998659748e-05
Position 933: 2.4536860072386944e-05
Position 1187: 2.4019663304646216e-05
Position 1148: 2.0384430126139323e-05
Position 246: 1.932649322369031e-05
Position 836: 1.863266222655459e-05
Position 499: 1.852249102052298e-05
Position 586: 1.1771349387030981e-05
Position 630: 1.1440427926587429e-05
Position 2215: 1.1432943915496064e-05
Position 2405: 1.0440116707132665e-05
Position 285: 9.567546614673316e-06
Position 2206: 9.179694616804957e-06
Position 619: 8.715202785880597e-06
Position 589: 7.63001023804454e-06
Position 2186: 5.75661050166531e-06
Position 304: 4.8730665216133145e-06
Position 472: 4.359525351226721e-06
Position 1222: 3.669712351621041e-06
