Gene = Tada1
index = 1054
Annotated 5SS: [  380  3122  3366  7667  9675 10891 12889]
Annotated 3SS: [ 3029  3299  7568  9464 10738 12725 13470]
SMsplice 5SS: [  380  3214  3366  7667  9675 10891 11611 11972 12889]
SMsplice 3SS: [ 3029  3299  7568  9464 10738 11535 11720 12725 13470]
top_k =  500
Partition function (log Z): 5.918956297208608

Sorted 5' Splice Sites (High to Low Probability):
Position 3366: 0.9874132284443864
Position 12889: 0.8870578720772623
Position 380: 0.8722523757404568
Position 9675: 0.7820403406233056
Position 10891: 0.7532212299547104
Position 7667: 0.6870498267303428
Position 11611: 0.6216655350204886
Position 1618: 0.5983461751803654
Position 3214: 0.5675105510587745
Position 1777: 0.5266078108902117
Position 11972: 0.48729809022460924
Position 6923: 0.4407230219134192
Position 3803: 0.3518917469050721
Position 3122: 0.2935271114437181
Position 9093: 0.2910322526794864
Position 11806: 0.23513576575068457
Position 10895: 0.20456380674239805
Position 566: 0.13251467872788983
Position 12251: 0.1265501109584283
Position 4640: 0.09248412062427272
Position 9388: 0.09239883694829507
Position 2303: 0.08271492299729516
Position 8435: 0.07285522180502502
Position 11793: 0.06435651973327286
Position 615: 0.053736726553188036
Position 3180: 0.04535905295255848
Position 8240: 0.044024418402985696
Position 5673: 0.04238752434753109
Position 12305: 0.037044633039747546
Position 11354: 0.0359071224685742
Position 6153: 0.03557976735263805
Position 9679: 0.034423387429376506
Position 12864: 0.0330824687471256
Position 7252: 0.03163747200714626
Position 10793: 0.03141112856948711
Position 9118: 0.031053704336524143
Position 752: 0.026690070310560827
Position 3230: 0.02442120537543531
Position 6589: 0.02298987127915892
Position 10343: 0.020233134831628075
Position 2536: 0.019536770229629713
Position 2588: 0.01809734161581901
Position 3137: 0.016600351847671255
Position 1369: 0.013931287593738044
Position 7846: 0.01382776790328087
Position 7525: 0.013499154811083347
Position 7671: 0.013472151123218425
Position 9893: 0.013416533995186641
Position 6405: 0.012966358823456568
Position 415: 0.011671643708114628
Position 198: 0.010911353846246766
Position 8413: 0.010000371777882896
Position 1976: 0.00970490937307002
Position 11365: 0.008982747759131122
Position 10157: 0.008958695415736817
Position 2307: 0.00892084255685915
Position 193: 0.008792814989371513
Position 10377: 0.008181267382775465
Position 212: 0.00770762045611854
Position 1165: 0.007586293133445531
Position 1836: 0.007177783758501194
Position 6556: 0.0066818713643103525
Position 2090: 0.0061714141703916835
Position 10066: 0.0053166481857810375
Position 281: 0.005076359694867634
Position 5954: 0.0047377943142064526
Position 6194: 0.004681363767193573
Position 2110: 0.004567490743141234
Position 611: 0.0044767139148811875
Position 9898: 0.00444676021427763
Position 318: 0.004426040832214087
Position 1366: 0.004280845133344279
Position 411: 0.0037921987088874016
Position 2767: 0.003456754872722766
Position 3158: 0.003385903973765327
Position 2051: 0.003381781215252177
Position 372: 0.003289738997633476
Position 1200: 0.003164239002957161
Position 2154: 0.0031030616312116384
Position 237: 0.002979766416869954
Position 1642: 0.002875302048771675
Position 1586: 0.0022260423181143497
Position 577: 0.002195360634248401
Position 419: 0.002095610024114517
Position 13267: 0.001981635425839117
Position 13718: 0.0017915577908034054
Position 748: 0.0017515589837741024
Position 11387: 0.001621513131985421
Position 3500: 0.001529920736680235
Position 249: 0.0013540691991520597
Position 2121: 0.0012705441237419034
Position 743: 0.0010633819686948212
Position 3496: 0.001029919240363793
Position 1448: 0.0010230731534436716
Position 2134: 0.0009965049238440367
Position 12320: 0.0009711746605471562
Position 869: 0.0009677981747688955
Position 2070: 0.0008627332684580029
Position 1848: 0.0007604986640325723
Position 554: 0.0006712749042718654
Position 1414: 0.0006040593633601001
Position 1810: 0.00040820612218124536
Position 7740: 0.0003796582659254586
Position 7649: 0.00036829438770401204
Position 719: 0.00036068002810804074
Position 1727: 0.00031736969582468006
Position 5945: 0.00029394003662521395
Position 256: 0.0002763120066790135
Position 1590: 0.00020402468059328886
Position 1470: 0.00018398061502503015
Position 1610: 0.00017889053110206049
Position 2169: 0.00016859960322206447
Position 642: 0.00015585658454161407
Position 4181: 0.00014351434886633073
Position 262: 0.00013865072045641424
Position 274: 0.00013572166336419268
Position 4547: 0.00012470769371717433
Position 3785: 7.090867130415021e-05
Position 3374: 3.4310751781474375e-05
Position 183: 2.8636346745385847e-05
Position 1185: 2.3656324873326197e-05
Position 3655: 2.0105289745341416e-05
Position 1110: 1.9278844410050587e-05
Position 3651: 1.5221759969386228e-05
Position 36: 1.058854917634925e-05
Position 506: 9.434811347126274e-06
Position 477: 7.311666725072363e-06
Position 1128: 2.765406493617807e-06
Position 873: 1.8778757239372388e-06
Position 756: 1.5506692607837027e-06
Position 1815: 1.3948607551138984e-06
Position 12856: 5.880770399527057e-07
Position 421: 9.40224546898607e-11
Position 443: 9.268633760662754e-11
Position 483: 1.7303628940422974e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3029: 0.9841770015506109
Position 10738: 0.9840718327326179
Position 3299: 0.9490898056917626
Position 12725: 0.8403427655276443
Position 9464: 0.7489580237770956
Position 7568: 0.641648254295059
Position 11720: 0.6270172948756381
Position 13470: 0.6256392100943621
Position 1684: 0.5220614712773695
Position 11535: 0.5117680299763923
Position 1521: 0.4528383598269481
Position 8962: 0.23947947485896878
Position 6841: 0.21744944459159007
Position 3584: 0.19757405516760246
Position 6787: 0.18405716847889905
Position 13523: 0.15867307476578105
Position 11740: 0.1467240025875682
Position 3606: 0.12624028834991874
Position 8141: 0.11979967974981287
Position 480: 0.11830341730119659
Position 12131: 0.09528605011644987
Position 12689: 0.09528500504208617
Position 9271: 0.09239883694829507
Position 11471: 0.07770697921488003
Position 9469: 0.0675057042755862
Position 7489: 0.06233279804666259
Position 1893: 0.05903147295676623
Position 473: 0.053119638219002466
Position 1547: 0.05220817879063502
Position 12184: 0.05065101502712148
Position 8996: 0.0494136070780576
Position 1283: 0.04881620799824098
Position 11253: 0.04488640426596261
Position 12759: 0.04307359963264768
Position 4306: 0.03841953892940759
Position 4429: 0.03799133130141855
Position 6875: 0.03692399766711481
Position 6368: 0.0341723362365051
Position 5814: 0.03415551333117078
Position 9038: 0.03319287507898418
Position 5599: 0.0331781805670046
Position 1447: 0.028796034904059416
Position 2222: 0.027445818008071273
Position 9809: 0.026890388074638047
Position 1996: 0.0267561229819409
Position 13830: 0.02665883856296079
Position 7431: 0.024615800879833217
Position 10258: 0.018748446276412686
Position 11452: 0.018146305057430038
Position 13558: 0.018094509020613294
Position 7017: 0.015647745017989524
Position 12138: 0.014587238200116072
Position 3564: 0.01408454770528821
Position 2404: 0.013860835696919118
Position 14315: 0.012717076191680908
Position 1484: 0.012238132802754358
Position 2382: 0.011233016233732875
Position 1382: 0.010446671084812535
Position 14018: 0.01041082099477139
Position 4563: 0.010288515174296044
Position 14219: 0.010229352028307463
Position 10228: 0.009665955937990862
Position 3437: 0.009509716428660261
Position 11380: 0.00884425167165596
Position 6987: 0.008820201487958182
Position 11319: 0.00833647617790747
Position 11772: 0.007994229137103182
Position 13161: 0.0072921622488766455
Position 7144: 0.007169525501198553
Position 8326: 0.007080332236080698
Position 13419: 0.006985279044883684
Position 2252: 0.006977626387432403
Position 6156: 0.006971222289843975
Position 13031: 0.006323175281692958
Position 13995: 0.006149953721092581
Position 13478: 0.005880846178103212
Position 964: 0.005687110929299074
Position 14247: 0.0056657241450971865
Position 5616: 0.005519982498732352
Position 6488: 0.005394915451974979
Position 10059: 0.005248249736344066
Position 10766: 0.005121509792576368
Position 13399: 0.004830200296465023
