Gene = Gin1
index = 434
Annotated 5SS: [   84  5421  7348 13061 14773 15051 16087]
Annotated 3SS: [ 5274  7153 12754 14580 14882 15803 22124]
SMsplice 5SS: [   84  5421  7348 10215 13061 14773 15051]
SMsplice 3SS: [ 5323  7153 10076 12965 14580 14882 22124]
top_k =  500
Partition function (log Z): -1.5564998919045459

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.9993004295856822
Position 5421: 0.9667900815514516
Position 10215: 0.9345148018342848
Position 15051: 0.9308000258240362
Position 13061: 0.8605645842845568
Position 14773: 0.8495335331630114
Position 7348: 0.7012826310211699
Position 10586: 0.441784131628442
Position 16087: 0.3181997758687476
Position 9312: 0.12751218724485572
Position 6246: 0.11171463987801536
Position 21666: 0.09216984648000179
Position 19257: 0.08523985565289943
Position 9323: 0.07229393170579745
Position 1973: 0.06893293573291508
Position 7496: 0.06865064097124615
Position 10945: 0.06833231374829156
Position 7446: 0.05217243052724151
Position 14968: 0.049006366295965546
Position 7344: 0.040519592520802596
Position 12898: 0.04024503325752905
Position 9998: 0.039230720394729544
Position 2231: 0.03832976655179366
Position 2142: 0.03486023799926912
Position 3125: 0.03309614626336254
Position 9483: 0.03207445096592487
Position 9967: 0.03146200159995574
Position 4884: 0.022797628086561463
Position 1760: 0.02091560001088892
Position 4056: 0.01944355799599645
Position 14777: 0.019034215885824716
Position 7450: 0.01851023500349172
Position 7423: 0.01774159863282688
Position 9377: 0.01267938836234179
Position 18430: 0.012319091070074504
Position 4241: 0.010671856486191018
Position 7320: 0.009981990152356289
Position 10864: 0.008853914311274075
Position 513: 0.008667564308886674
Position 19261: 0.00858797071217195
Position 8605: 0.008381523214483731
Position 552: 0.008320775091808771
Position 1682: 0.007971901399187728
Position 15888: 0.0072298751855599825
Position 1434: 0.007129062311248004
Position 10113: 0.006937505135736105
Position 2242: 0.006620095896671579
Position 335: 0.006168596544697503
Position 11202: 0.005726140653977051
Position 9818: 0.004446423126925216
Position 4249: 0.004128114589492507
Position 9757: 0.0036586553956221447
Position 5577: 0.003600707248294607
Position 6519: 0.003428852997006866
Position 7653: 0.0033410263314313446
Position 7231: 0.003259152789801402
Position 12221: 0.003062482811513467
Position 12004: 0.0029902386554806364
Position 2856: 0.0026023152170541654
Position 9140: 0.002466817024175294
Position 5275: 0.002437023916325369
Position 6272: 0.0024365035977049034
Position 7025: 0.0023911548733222534
Position 6942: 0.002318959457145577
Position 12620: 0.0021503450368929302
Position 9250: 0.0020636403023924525
Position 10532: 0.0016542319943035403
