Gene = 1810062G17Rik
index = 25
Annotated 5SS: [ 303 3631]
Annotated 3SS: [3546 5838]
SMsplice 5SS: [303]
SMsplice 3SS: [5714]
top_k =  500
Partition function (log Z): -11.803478020346667

Sorted 5' Splice Sites (High to Low Probability):
Position 303: 0.5620007644478598
Position 3644: 0.27886463848069976
Position 4744: 0.13309896909286356
Position 296: 0.1233124454662445
Position 54: 0.0927693400638169
Position 429: 0.08505331818472094
Position 127: 0.06921688262094686
Position 1426: 0.05873432880852281
Position 400: 0.051855967686631046
Position 5317: 0.048090847852513295
Position 3878: 0.04425571229292814
Position 3635: 0.038996859533640564
Position 5321: 0.03391026769007239
Position 3631: 0.03284849236474427
Position 5027: 0.016315275728262232
Position 476: 0.015068902717559491
Position 158: 0.014503362317512092
Position 3579: 0.011983057567141525
Position 3138: 0.011982719165199293
Position 156: 0.011128796396862838
Position 185: 0.010401307692187752
Position 4215: 0.009672836360026428
Position 4994: 0.0069029569511092305
Position 4722: 0.006796773438471954
Position 2417: 0.0034444746946570106
Position 277: 0.0023163125503325075
Position 48: 0.002053774323286916
Position 4010: 0.0020032139208875665
Position 67: 0.0011873623370702256
Position 5851: 0.0009429899889660541
Position 163: 0.0008500221848873129
Position 191: 0.0008102162430284659
Position 255: 0.0007881563218091265
Position 220: 0.0006308417770199407
Position 171: 0.0005640915762507175
Position 998: 0.00024426139244753824
Position 58: 0.00022084523943609547
Position 435: 0.00022034332970708579
Position 729: 0.00013603980839833578
Position 56: 4.407841078064161e-05
Position 648: 2.6620355590757658e-05
Position 805: 2.2714220472160215e-05
Position 169: 2.1204756034323784e-05
Position 98: 1.9254277138736794e-05
Position 378: 1.7773155618396364e-05
Position 230: 1.3744842431520678e-05
Position 232: 9.83284759608843e-06
Position 77: 2.1416125673143927e-06
Position 189: 1.2922516249497757e-06
Position 968: 6.977683404547869e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5714: 0.547458661477465
Position 4898: 0.3052079713327762
Position 3546: 0.20511648235308244
Position 3484: 0.19058937719292335
Position 4544: 0.12026857849335378
Position 347: 0.08193168994703708
Position 3767: 0.061659344152426444
Position 1373: 0.04003745963154006
Position 5208: 0.034269437536468265
Position 2964: 0.024659531763177006
Position 4659: 0.022858812044859216
Position 3868: 0.020356814886449668
Position 1285: 0.017332491456785008
Position 5838: 0.016576485097448284
Position 4361: 0.007030994747677101
Position 5092: 0.00669229769874799
Position 4413: 0.006195985268495146
Position 1038: 0.00596974677384286
Position 3600: 0.005397725800804893
Position 2334: 0.00535401685884732
Position 2820: 0.004433395694955901
Position 729: 0.003709953207847044
Position 2108: 0.003549508345620351
Position 5947: 0.003404428963573871
Position 2570: 0.002862256398244208
Position 1352: 0.0025682902546579284
Position 1802: 0.0023582092019700665
Position 916: 0.002334813383698161
Position 1568: 0.0022256171372314155
Position 5721: 0.0021774853517341295
Position 1600: 0.002058207106789573
Position 5764: 0.002058061686248526
Position 6067: 0.0020432945534826835
Position 837: 0.0020069271465721155
Position 4194: 0.001990291286172338
Position 2350: 0.0016883435094849051
Position 704: 0.001677161591256852
Position 1419: 0.0016611190150300074
Position 2789: 0.0013646883958797927
Position 3748: 0.001303463258058536
Position 1640: 0.0009605502749101318
Position 1090: 0.0009001570655189424
Position 4716: 0.0008387545806478817
Position 2225: 0.0007870313192387451
Position 2287: 0.0007855943640670654
Position 1588: 0.0007677574147087086
Position 2667: 0.0007380938744100573
Position 3399: 0.0006346207345137071
Position 788: 0.0004609125722551007
Position 475: 0.0004200285438142802
Position 1514: 0.00030189305816078057
Position 911: 0.00027989079126745356
Position 1124: 0.00027620423059955036
Position 3674: 0.00024313819016982797
Position 1882: 0.00024211787437025868
Position 2883: 0.00024134686529973527
Position 3379: 0.00023789881688193536
Position 295: 0.00023716937828820745
Position 1171: 0.00023056721648859725
Position 1627: 0.00022783031644605105
Position 1070: 0.0002170595724161618
Position 1358: 0.00018757300079570653
Position 2391: 0.00017970923626046105
Position 2169: 0.00015363461297636835
Position 3033: 0.00015019739790551686
Position 384: 0.0001415508260095412
Position 849: 0.00012816120826306023
Position 194: 0.00011554044942608911
Position 968: 0.0001030131520874546
Position 500: 9.78037078432736e-05
Position 503: 9.744736823272558e-05
Position 938: 9.725165536742921e-05
Position 990: 8.141923138594834e-05
Position 1445: 7.565180921085067e-05
Position 602: 7.398664804479635e-05
Position 658: 6.438570166552126e-05
Position 1128: 6.156071127085931e-05
Position 641: 4.721014312104117e-05
Position 1290: 7.087267120769067e-06
Position 273: 3.9062422261704786e-06
Position 1384: 3.2312367306698003e-06
Position 1321: 2.5601502229255475e-06
Position 230: 2.5458287452532356e-06
Position 288: 2.50850313785175e-06
Position 143: 2.3379142188913783e-06
Position 169: 1.65265929356571e-06
Position 215: 1.637156726679112e-06
Position 1196: 1.3066611923891252e-06
Position 205: 8.20465100523897e-07
Position 217: 6.301831692693644e-07
Position 156: 5.204448407542832e-07
Position 862: 4.4569370258616554e-07
Position 1243: 3.399993852602973e-07
Position 367: 3.250254399046205e-07
Position 387: 3.2062142472033847e-07
Position 238: 3.041557908280539e-07
Position 355: 2.43660357820154e-07
Position 923: 1.50755927035197e-07
Position 302: 8.575510387480036e-08
Position 244: 2.8810002457548933e-08
