Gene = Cenpc1
index = 244
Annotated 5SS: [  256  3580  7429 13413 18000 19205 20292 28272 30168 31353 32019 33195
 36450 43205 44755 47195 49382 52164]
Annotated 3SS: [ 3535  7336 13341 17899 19002 20081 27669 29993 31072 31871 33111 36392
 43099 44631 47098 49226 52072 53255]
SMsplice 5SS: [  256  3580  7429 13413 18000 19205 20292 27864 30168 32019 33195 43205
 44755 47195 52164]
SMsplice 3SS: [ 3535  7336 13341 17899 19002 20081 27720 29993 31871 33111 43099 44631
 47098 52072 53255]
top_k =  500
Partition function (log Z): 1.034975123860642

Sorted 5' Splice Sites (High to Low Probability):
Position 20292: 1.0000000000000016
Position 30168: 0.9999037235170405
Position 33195: 0.999623552649518
Position 32019: 0.997134417805287
Position 44755: 0.9848320041088207
Position 47195: 0.9839839600243816
Position 13413: 0.9831698779878718
Position 43205: 0.9819719224024117
Position 18000: 0.9037693338649135
Position 7429: 0.8222452812823586
Position 3580: 0.7293890663012909
Position 19205: 0.6819201076938675
Position 256: 0.5902441285527531
Position 49382: 0.4421619889920663
Position 52164: 0.4281459825051946
Position 345: 0.3026954918051338
Position 36450: 0.27148183412043775
Position 5408: 0.2403853138714337
Position 4799: 0.22860065177826192
Position 5059: 0.19083205432649153
Position 4781: 0.18147088603148218
Position 18837: 0.17695879219414273
Position 46916: 0.17690619051380563
Position 16749: 0.15938673871195846
Position 41720: 0.13854235168371265
Position 7806: 0.08685618943422732
Position 44411: 0.07408629755822256
Position 773: 0.07176272281149222
Position 46672: 0.05878262275640498
Position 48243: 0.05648453930575631
Position 9282: 0.04508187281466907
Position 7408: 0.0436988511765531
Position 45932: 0.04323644257860408
Position 6519: 0.04270221545349685
Position 18004: 0.04267209473727863
Position 45168: 0.040859867256269694
Position 10889: 0.034992331556539524
Position 49386: 0.03120553015591579
Position 18827: 0.030056045346342715
Position 314: 0.029429626470887704
Position 18802: 0.02725969126866671
Position 1810: 0.02431660438655699
Position 44020: 0.023798440593770957
Position 45194: 0.022364248048723074
Position 20002: 0.021313860901753964
Position 4291: 0.02115510390275862
Position 19155: 0.019590118143996388
Position 361: 0.01892790964550283
Position 465: 0.01875077218320704
Position 14693: 0.01712537228038982
Position 15952: 0.016979599310902427
Position 13429: 0.016679849036877237
Position 51192: 0.01624993326542925
Position 44476: 0.014422887241542
Position 2212: 0.012614763464404202
Position 18084: 0.011934319651558644
Position 12405: 0.010429452297469263
Position 49155: 0.010399445450078714
Position 3608: 0.010207064363392445
Position 1716: 0.010090621728060795
Position 45965: 0.009989531804720042
Position 18932: 0.009974381979899853
Position 340: 0.009393493972349565
Position 4043: 0.009337148662585679
Position 3336: 0.008562207550018582
Position 335: 0.008535691980059469
Position 50758: 0.008422425061648474
Position 2556: 0.007912463157974666
Position 18452: 0.005736007149223903
Position 529: 0.005684982878778873
Position 48146: 0.005606875174310637
Position 676: 0.005518098922489987
Position 19027: 0.005066886284035035
Position 19644: 0.00464458312055378
Position 354: 0.004428451669504394
Position 43180: 0.004235360564306852
Position 46542: 0.004234807688318344
Position 47732: 0.004098978990879536
Position 34674: 0.003768478364458899
Position 380: 0.0036524144577142325
Position 44014: 0.0032907615127182425
Position 3760: 0.0031994842685079093
Position 1256: 0.0031490740369632445
Position 43498: 0.0030414825008309825
Position 46043: 0.0030088482671685388
Position 45188: 0.002935817610697306
Position 47460: 0.002764616908403867
Position 395: 0.0022955546191502116
Position 4037: 0.0021488026328160075
Position 660: 0.002032535807292649
Position 19150: 0.0020042217792354817
Position 43376: 0.0020034204716182073
Position 19140: 0.0018370983804688217
Position 3379: 0.0018323583261439964
Position 731: 0.0018178718072314887
Position 477: 0.0017599320735799473
Position 46895: 0.001715639664463327
Position 373: 0.001446963007994314
Position 1487: 0.0012915435601451558
Position 46856: 0.0012086021310004184
Position 702: 0.0011690309586773217
Position 37976: 0.001113301187214452
Position 43196: 0.0011120379835765156
Position 19221: 0.0010798527976701214
Position 3652: 0.0009921918543521029
Position 47497: 0.0009709410226846392
Position 48759: 0.0009633470681792308
Position 1556: 0.0008396788519750074
Position 46536: 0.0008033623224780872
Position 50205: 0.0008031328230408187
Position 48259: 0.0007847416955664977
Position 50711: 0.0007596607717612697
Position 45711: 0.000758074136953687
Position 46218: 0.0007089531308244244
Position 2577: 0.0006454425178657592
Position 5030: 0.0006418106734825999
Position 7443: 0.0006139878991431511
Position 266: 0.0006050391087846033
Position 48588: 0.0005818392168219943
Position 37629: 0.0005734854789817413
Position 48175: 0.0005642162277756823
Position 3019: 0.0005536373551814436
Position 48269: 0.0004765936990262024
Position 42: 0.00043182977039610086
Position 39687: 0.0004248198575390967
Position 49572: 0.0004033777949802108
Position 1868: 0.00038257803357383063
Position 795: 0.0003782867411644326
Position 854: 0.0003759661852665623
Position 49691: 0.0003616353624214801
Position 33351: 0.00032011442784050714
Position 120: 0.00031620328157748586
Position 3311: 0.0003072617989976701
Position 1079: 0.0003002968368998554
Position 709: 0.0002959289798234319
Position 37581: 0.0002942418127676717
Position 47063: 0.0002754138479147161
Position 1720: 0.0002744615620998691
Position 1528: 0.00026985794244611944
Position 49392: 0.000254275694890794
Position 33512: 0.00025023892223780025
Position 126: 0.00022533348508132508
Position 36491: 0.00022156003053210745
Position 37790: 0.00020783813195610434
Position 36623: 0.00018999966038485349
