Gene = Ppat
index = 842
Annotated 5SS: [  622 24788 25905 29124 29368 30109 31823 32208 33545 35634]
Annotated 3SS: [24720 25697 29010 29221 30035 31670 32079 33322 35512 36172]
SMsplice 5SS: [  622 25905 29124 29368 30109 31823 32208 35634]
SMsplice 3SS: [25697 29010 29221 29966 31670 32079 35512 36172]
top_k =  500
Partition function (log Z): -27.243352111949115

Sorted 5' Splice Sites (High to Low Probability):
Position 622: 0.9403524939797718
Position 2138: 0.3334639417983588
Position 4017: 0.21149065517073157
Position 4370: 0.14143144467449292
Position 3923: 0.10853432492622511
Position 4434: 0.08073697219210108
Position 6647: 0.07953170555191783
Position 4625: 0.0658566408913932
Position 6629: 0.05665247374434645
Position 4668: 0.033115281737692605
Position 129: 0.030850093406989465
Position 6668: 0.023517064856363654
Position 3864: 0.015595161471230967
Position 1165: 0.014919879145312648
Position 222: 0.012019439922901956
Position 531: 0.011069172257845825
Position 101: 0.009555455083289633
Position 3542: 0.006287538476535285
Position 4642: 0.005890030573368963
Position 3654: 0.005605109388942766
Position 4700: 0.004772678992192146
Position 2784: 0.002827389280771617
Position 3323: 0.0023674112240638354
Position 3470: 0.0021231241911213923
Position 56: 0.0018936140053337671
Position 1612: 0.0015015617362952884
Position 437: 0.001363546630063626
Position 918: 0.00135877781339882
Position 467: 0.0012534203789807523
Position 884: 0.0009261710364165429
Position 763: 0.0007471910989173411
Position 211: 0.0007007191932745619
Position 79: 0.000515901956548121
Position 952: 0.0003655122357519568
Position 2960: 0.0003416725317466668
Position 388: 0.00028456431325080535
Position 265: 0.0002613932576815943
Position 1154: 0.00024492885105104094
Position 4908: 0.00020287297419645017
Position 786: 0.00018017685141132828
Position 587: 0.00015266974928998062
Position 642: 0.00014777121464015666
Position 64: 0.0001115081749260313
Position 1395: 9.391540436083236e-05
Position 1031: 5.548460637688061e-05
Position 1049: 5.385690280875426e-05
Position 392: 2.522671837858045e-05
Position 18: 1.6211616857933888e-05
Position 354: 1.2112631971870445e-05
Position 660: 9.06008182267032e-06
Position 528: 7.791930019016545e-06
Position 541: 6.321744689659869e-06
Position 322: 3.719466011437383e-06
Position 477: 2.289348192368185e-06
Position 781: 1.8381748167572512e-06
Position 724: 1.6707382703682767e-06
Position 810: 1.507492859970375e-06
Position 1574: 1.1632479913173714e-06
Position 578: 9.58780355278716e-07
Position 821: 8.740709008201346e-07
Position 816: 7.932858575290739e-07
Position 2287: 6.07459095337325e-08
Position 441: 3.506472000743951e-08
Position 413: 1.7586771497632043e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10085: 0.43024624337915346
Position 12056: 0.25324577523233727
Position 1985: 0.24347105701101693
Position 4362: 0.17548687164220228
Position 3864: 0.16758551825003362
Position 6601: 0.16549664153471114
Position 3753: 0.12509770326475425
Position 4559: 0.1189186973398298
Position 4117: 0.05948740810144231
Position 7220: 0.05500699331526808
Position 7184: 0.050433746485233896
Position 2058: 0.04911593750369894
Position 5026: 0.04160955556142957
Position 3900: 0.033716592401421254
Position 1981: 0.030060669806584745
Position 291: 0.015694996353104736
Position 1758: 0.01356190272764379
Position 10446: 0.0124752058536384
Position 4222: 0.012118558044900574
Position 4982: 0.011984301172256783
Position 8448: 0.011491987323273656
Position 4624: 0.011274041288467795
Position 3322: 0.009281142362312022
Position 9128: 0.008959870611339819
Position 3940: 0.007970171866411118
Position 5604: 0.006899650229609238
Position 10795: 0.0064655788654444275
Position 883: 0.006343119845324132
Position 6139: 0.005756640864975715
Position 8665: 0.004866828140902592
Position 6316: 0.004684616809469862
Position 3493: 0.004674066214804569
Position 10293: 0.004584390810525273
Position 3927: 0.004354451962446326
Position 3946: 0.0033672399746227126
Position 9231: 0.003072717651721322
Position 2495: 0.0026184179314504494
Position 268: 0.002365452246921339
Position 3246: 0.0021706148447568313
Position 8444: 0.0020750054888363225
Position 3759: 0.0018101409127276322
Position 2397: 0.0017258906026282265
Position 488: 0.0015826576832170714
Position 7905: 0.0013861563272093587
Position 2032: 0.0013770623128568846
Position 1461: 0.0013555087267423257
Position 5685: 0.0013183854638502686
