Gene = Dnttip2
index = 343
Annotated 5SS: [   91  2423  4497  6436  8106 10116]
Annotated 3SS: [  809  4357  6339  7940 10005 10668]
SMsplice 5SS: [   91  4497  6436  7861  8106 10116]
SMsplice 3SS: [ 4357  6339  7767  7940 10005 10668]
top_k =  500
Partition function (log Z): 8.794509470477191

Sorted 5' Splice Sites (High to Low Probability):
Position 10116: 0.9946784468949029
Position 8106: 0.9586105469798383
Position 6436: 0.9244573308064886
Position 91: 0.9095010315935739
Position 4497: 0.814567277351467
Position 7861: 0.7114941979628836
Position 5975: 0.4329816556501556
Position 7472: 0.4037513715987624
Position 2423: 0.3760606300852237
Position 1411: 0.21588349843943397
Position 1035: 0.18936965085253996
Position 2971: 0.16315439070585724
Position 1969: 0.13310584007701518
Position 4554: 0.10881859410948364
Position 8442: 0.06166566420401595
Position 6697: 0.06090415006310961
Position 1002: 0.04524024606784261
Position 4022: 0.045124234557334664
Position 10421: 0.03298052621172061
Position 9759: 0.03112348590595365
Position 2819: 0.028520126251824502
Position 9556: 0.02507395872657239
Position 478: 0.025013368098550513
Position 189: 0.024851202403062326
Position 8060: 0.02194486777540141
Position 45: 0.019867264260104288
Position 10551: 0.018640781621599916
Position 1748: 0.016368856793173937
Position 247: 0.015392819037477008
Position 700: 0.014563424415176121
Position 7588: 0.010152411737207271
Position 8557: 0.0075477636572565815
Position 6401: 0.007164486054858527
Position 986: 0.005946453165418027
Position 1041: 0.0048918195426091125
Position 1642: 0.004348142167119924
Position 951: 0.004319266647696608
Position 9733: 0.003898595996517038
Position 8320: 0.0038229555810513015
Position 8926: 0.0035763330045166302
Position 7874: 0.0031549072323803274
Position 1686: 0.0027905926237476886
Position 8096: 0.0027416884275629667
Position 5427: 0.0026982735343174208
Position 8358: 0.002679536558151998
Position 1062: 0.0025685484583608765
Position 5789: 0.0021862302399871
Position 10135: 0.0019352017744053535
Position 10532: 0.001827595456672356
Position 10462: 0.0017373098992663587
Position 7963: 0.0016487041573493553
Position 10107: 0.0014696825854381107
Position 10467: 0.0014454780013689772
Position 1107: 0.001387219843922509
Position 241: 0.0013311819323176956
Position 7528: 0.0011932849389359886
Position 9534: 0.0011765029828710737
Position 8550: 0.0011000240634486073
Position 107: 0.0009553834979954507
Position 10590: 0.0008765904826242822
Position 1407: 0.0006289170259334116
Position 179: 0.0005604697228395729
Position 10130: 0.000498911331598962
Position 219: 0.0004588992696161554
Position 10764: 0.000426627359430644
Position 1089: 0.0004084689135345813
Position 2519: 0.00040617590055068447
Position 1263: 0.00021587797898711878
Position 1013: 0.00016620664451956198
Position 10401: 0.00016347834913546362
Position 812: 0.00016229139319981113
Position 10521: 0.00016031211463318054
Position 1335: 0.00015220945082306998
Position 8545: 0.00014487623371391896
Position 524: 0.00013818382482176474
Position 2494: 0.00010971774727592879
Position 10137: 0.00010225111824794862
Position 186: 6.537525405576142e-05
Position 681: 6.0765238765908586e-05
Position 443: 4.854158908219428e-05
Position 295: 4.1511248912706415e-05
Position 336: 3.9456007090244295e-05
Position 454: 3.345561939353056e-05
Position 286: 2.6412065164808256e-05
Position 34: 2.5563341007991453e-05
Position 1082: 2.4598415604345542e-05
Position 307: 2.3191133329146404e-05
Position 566: 2.2613230046761177e-05
Position 421: 2.1843502280978254e-05
Position 252: 1.8024955711743813e-05
Position 1011: 1.5266779661770677e-05
Position 8350: 1.3910668318975267e-05
Position 10732: 1.3610179012314949e-05
Position 632: 9.594906356900024e-06
Position 37: 8.714584071614614e-06
Position 8348: 8.10975238517424e-06
Position 279: 6.971066070040995e-06
Position 555: 6.9106185040159206e-06
Position 7519: 6.2273628097243495e-06
Position 116: 6.060715855279121e-06
Position 100: 6.019182478496595e-06
Position 719: 5.758691175778773e-06
Position 367: 4.672840194578743e-06
Position 731: 4.158374738269006e-06
Position 359: 3.7913558307306636e-06
Position 426: 2.998545530762633e-06
Position 704: 2.6167917206348937e-06
Position 1419: 2.5179035035224116e-06
Position 505: 2.007765616626491e-06
Position 446: 7.999956449901506e-07
Position 22: 6.449087895344004e-07
Position 473: 5.749397903149781e-07
Position 10167: 3.828214570448976e-07
Position 475: 3.4006281694836174e-07
Position 1352: 2.568553413338353e-07
Position 714: 2.3389224590378815e-07
Position 650: 2.217155096979603e-07
Position 641: 1.476006852384742e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10668: 0.9909962624968026
Position 10005: 0.9902967367864204
Position 7940: 0.9673732545780567
Position 6339: 0.8533281414163056
Position 4357: 0.8187221398480911
Position 7767: 0.6058139965682278
Position 5890: 0.37551620720578127
Position 2268: 0.2760466316745424
Position 809: 0.25405997268109143
Position 7366: 0.20914536113842308
Position 7403: 0.17014502140507765
Position 1623: 0.10781964972790391
Position 1197: 0.10532021967874686
Position 2812: 0.10393199962683726
Position 4437: 0.09946974413901731
Position 2666: 0.07281140951179658
Position 2271: 0.06440147307618206
Position 7641: 0.06257671301084122
Position 1290: 0.053007724957561606
Position 10316: 0.05220624122104612
Position 8340: 0.050806804180263274
Position 6544: 0.049582668729450864
Position 3896: 0.045124234557334664
Position 1305: 0.03545021674935113
Position 9638: 0.03502408002492661
Position 7789: 0.03194187438830327
Position 5933: 0.03052624350204967
Position 6401: 0.026523016809624933
Position 6381: 0.025807263965015773
Position 2089: 0.022822462802992244
Position 1866: 0.021288294917985014
Position 5654: 0.019424404571258266
Position 9381: 0.018022634978571556
Position 6348: 0.01600703215404773
Position 1919: 0.014139594854876265
Position 1170: 0.01367731269497693
Position 7383: 0.01343612633954086
Position 7860: 0.010742031584242605
Position 2092: 0.010185547499309834
Position 6104: 0.00984854395218232
Position 7378: 0.009605138934002444
Position 10410: 0.009154500560675098
Position 6627: 0.008914720758699082
Position 8441: 0.0082434730021154
Position 8222: 0.008120199826937046
Position 2638: 0.007885111502489717
Position 1799: 0.007420471650605877
Position 8238: 0.007330566641848703
Position 7828: 0.006994877093216448
Position 7423: 0.006320667207219007
Position 511: 0.005684635360567985
Position 5728: 0.005017294872527239
Position 7666: 0.004981108473021
Position 5693: 0.0047915543026968
Position 4212: 0.004753994586855427
Position 10030: 0.004527440191310712
Position 1531: 0.004492833120287557
Position 9263: 0.004182325066992076
Position 7362: 0.004032011523819096
Position 9473: 0.003999850137692364
Position 8812: 0.0035763330045166294
Position 1307: 0.0032687875528286765
Position 2960: 0.00257783845175314
Position 7944: 0.002480110043819968
Position 6484: 0.002406760574959669
Position 811: 0.002386190730957148
Position 7986: 0.0023764343074559593
Position 8355: 0.0023328784012821195
Position 7714: 0.0022716213048933247
Position 10287: 0.002267124140501008
Position 2168: 0.0020409982761231222
Position 2784: 0.0020096625707303074
Position 2912: 0.0018607896906783748
Position 348: 0.001822382707642578
Position 7210: 0.0018188106309459818
Position 9900: 0.0017054677371891337
Position 5307: 0.0015737627499959488
Position 9960: 0.00148686140691468
Position 632: 0.001400491287274097
Position 372: 0.0011472651976982132
Position 2209: 0.0010535588173915963
Position 7992: 0.0010054442854651705
Position 1498: 0.0009245187071576195
Position 10462: 0.0008641134941763728
Position 5322: 0.000846613310912424
Position 7432: 0.0008017101989515449
Position 635: 0.0007849703167600303
Position 10333: 0.0007824892673993042
Position 1155: 0.0007817709295956068
Position 744: 0.0007450677034155716
Position 843: 0.0007206081651479468
Position 10312: 0.0007069867400145845
Position 331: 0.0006910295528147911
Position 7507: 0.0006293664122138292
Position 2714: 0.0005977056033964035
Position 9931: 0.0005097008581627343
Position 10866: 0.0004418949708202875
Position 4217: 0.00042955647216573874
Position 469: 0.000405533684185116
Position 1326: 0.00038828708635783903
Position 9928: 0.0003649450083175597
Position 290: 0.0003514940849204133
Position 1894: 0.0003234135781795734
Position 5329: 0.00027789747340904735
Position 1231: 0.00026171287676936825
Position 670: 0.00023733807425898944
Position 874: 0.00022103184595806093
Position 227: 0.00021113208443901285
Position 8023: 0.00020652874539445098
Position 264: 0.00019561237548647176
Position 10680: 0.00018306833619388864
Position 919: 0.0001724568343199323
Position 295: 0.00015875939212305675
Position 8445: 0.00015152070622654714
Position 351: 0.0001374190978699245
Position 10634: 0.00012587296544722113
Position 905: 0.0001229461365439619
Position 1082: 0.00010025970389355091
Position 1537: 9.908162257242022e-05
Position 10844: 9.878298864019462e-05
Position 1725: 9.280559196861373e-05
Position 135: 8.914358436553357e-05
Position 665: 5.070121385936264e-05
Position 10545: 4.659720883569179e-05
Position 9425: 4.5651526187460635e-05
Position 890: 4.277618061222183e-05
Position 10196: 3.43942771121216e-05
Position 1204: 3.1034305574308697e-05
Position 1240: 3.063449754825987e-05
Position 879: 2.851987001396335e-05
Position 10506: 2.6468753262054072e-05
Position 1352: 2.6091775495570115e-05
Position 2394: 2.5851586509272532e-05
Position 925: 2.568560963087437e-05
Position 519: 2.4039484543021837e-05
Position 374: 2.3626124323458887e-05
Position 10232: 2.247099098994376e-05
Position 1277: 2.2263995828129674e-05
Position 10476: 2.1928339543542057e-05
Position 566: 2.1771240777800806e-05
Position 354: 2.0897404633572064e-05
Position 1093: 1.7240385516595e-05
Position 10641: 1.7067141318278705e-05
Position 10809: 1.5439303407636535e-05
Position 10712: 1.4334921691670038e-05
Position 1152: 1.3110470553917274e-05
Position 10684: 1.264180835118628e-05
Position 132: 1.2558445138096236e-05
Position 155: 1.170919982201004e-05
Position 637: 1.1447012575223768e-05
Position 413: 1.0485435816825727e-05
Position 4141: 1.043641482100033e-05
Position 1201: 9.91584617490758e-06
Position 1210: 9.91550269421448e-06
Position 250: 8.393121501152752e-06
Position 922: 8.284381778539084e-06
Position 1253: 8.12038833336572e-06
Position 10691: 7.558395729932921e-06
Position 1157: 7.225660527573181e-06
Position 847: 6.79656607672101e-06
Position 1701: 6.750365472808889e-06
Position 1626: 6.017524046892656e-06
Position 10417: 5.1675245903448895e-06
Position 137: 4.3952113645278176e-06
Position 10721: 4.335729979922286e-06
Position 826: 4.258972542654306e-06
Position 269: 4.175468245877518e-06
Position 307: 3.47240385636087e-06
Position 10355: 3.0907980744321864e-06
Position 854: 2.567131728572912e-06
Position 916: 1.9804797106316086e-06
Position 933: 1.88685105689974e-06
Position 279: 1.8571827986285044e-06
Position 148: 1.758664608983811e-06
Position 490: 1.4919680741395162e-06
Position 8201: 1.175917141889312e-06
Position 10585: 1.1629847445675083e-06
Position 1207: 5.352859116904276e-07
Position 1199: 5.184991127699393e-07
Position 650: 4.871365053201222e-07
Position 434: 4.773856855704889e-07
Position 482: 3.698561210529991e-07
Position 641: 3.1934537598768554e-07
Position 160: 2.83431167941231e-07
Position 158: 2.713253498439038e-07
Position 8307: 2.627739222762758e-07
Position 167: 2.0707770751931806e-07
Position 175: 1.0710615840751119e-07
Position 389: 9.614258047672293e-08
