Gene = Clpb
index = 271
Annotated 5SS: [   441   3527  23602  42814  59061  87559  99923 109385 110475 114844
 115591 121712 122401 122634 122978 123963]
Annotated 3SS: [  3474  23514  42709  58931  87460  99807 109306 110418 114798 115428
 121554 122326 122513 122872 123731 129628]
SMsplice 5SS: [   475   3527  17420  18305  23602  32525  39375  42814  43971  47728
  56763  58300  59061  71382  84121  94593  99923 110475 115591 121712
 122401 122634 122978]
SMsplice 3SS: [  3474  17283  18198  23514  32408  39281  42709  43902  47637  56634
  58171  58931  71214  84040  94485  99807 110376 115428 121554 122326
 122513 122872 125084]
top_k =  500
Partition function (log Z): -76.6587677894012

Sorted 5' Splice Sites (High to Low Probability):
Position 3527: 0.9964590716550795
Position 475: 0.6116305972345254
Position 7580: 0.31787017268964257
Position 10162: 0.21142017772932695
Position 2478: 0.19615423210734528
Position 1929: 0.15969276574033892
Position 621: 0.15278742970070675
Position 197: 0.14491768183317286
Position 15123: 0.08089999732703312
Position 10364: 0.05384209759482989
Position 441: 0.05078785646858393
Position 5469: 0.044190263419228375
Position 1419: 0.04002255977298305
Position 5977: 0.03784383576880383
Position 1415: 0.03726524193867159
Position 5486: 0.030729671397722935
Position 479: 0.02816413247834426
Position 513: 0.021383845597759077
Position 8561: 0.01928943685232583
Position 483: 0.018323711617756006
Position 9870: 0.017002716253911455
Position 2265: 0.01247080297161182
Position 2796: 0.011042006883364557
Position 2673: 0.010457130073761376
Position 372: 0.00941295529704162
Position 129: 0.008945600356890923
Position 6509: 0.007239343508326973
Position 5573: 0.005291476685784251
Position 2446: 0.004895713823458055
Position 6721: 0.004520856077751593
Position 178: 0.0038651085320101255
Position 2355: 0.0037978010971816546
Position 5711: 0.0022862866777587287
Position 4667: 0.002191989649438256
Position 625: 0.002160293137448368
Position 6879: 0.0018137118959439293
Position 94: 0.0017642942901147732
Position 1981: 0.0016221300682958005
Position 1915: 0.0015579824531128002
Position 5458: 0.0014928804501484828
Position 309: 0.0014766967182930366
Position 1386: 0.0014626867520589084
Position 382: 0.0014392180603000294
Position 8663: 0.0014160507983626014
Position 1896: 0.0013311118514501988
Position 404: 0.0011205025657745036
Position 33: 0.0011047820320096437
Position 2546: 0.0010657980549725816
Position 660: 0.0010564296015999023
Position 1349: 0.0008922022816703413
Position 7063: 0.0007372428757108271
Position 3663: 0.0006448158225182546
Position 3067: 0.00062524173110781
Position 2999: 0.0005573857961100551
Position 1581: 0.00043031473024849915
Position 1092: 0.00025383797709877117
Position 3557: 0.00015803499153707888
Position 1001: 0.00014612665073932332
Position 407: 0.0001292210107929772
Position 298: 0.00010667519829566607
Position 4757: 9.78951983683399e-05
Position 5010: 9.588668080588745e-05
Position 4744: 9.135684821380935e-05
Position 356: 8.951675660684555e-05
Position 5359: 7.10074764483427e-05
Position 412: 5.391935161363131e-05
Position 4853: 4.551167299946692e-05
Position 506: 4.222699347562996e-05
Position 1179: 3.4792915425727214e-05
Position 462: 2.4346784777895087e-05
Position 224: 2.0192556076654456e-05
Position 452: 1.271815052558234e-05
Position 20: 1.090822748264064e-05
Position 834: 1.0476735745627494e-05
Position 652: 8.286790816775886e-06
Position 146: 7.810849542616005e-06
Position 806: 7.778044387802657e-06
Position 53: 7.257997438295275e-06
Position 55: 4.941766172376751e-06
Position 43: 2.5233852832821026e-06
Position 487: 1.0463352736853166e-06
Position 46: 3.09164546592533e-07
Position 258: 9.066244272237258e-08
Position 141: 7.604007077343971e-08
Position 3792: 7.32341432252579e-08
Position 3784: 6.926979419087541e-08
Position 149: 4.094564856429245e-08
Position 35: 4.055657378566439e-08
Position 603: 1.6910223439465653e-08
Position 648: 1.5816417743708058e-08
Position 519: 9.95475534276958e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3474: 0.6380553750094761
Position 13812: 0.35877988348612855
Position 7315: 0.2716168801485925
Position 3386: 0.2539744214683287
Position 14860: 0.2451319166568874
Position 10039: 0.22741698992352835
Position 2388: 0.21525970409625647
Position 16119: 0.12241741029079953
Position 1789: 0.09835000761211794
Position 5333: 0.08647924991902668
Position 3429: 0.08031463211765229
Position 12120: 0.07514130226220123
Position 10263: 0.07296198680099032
Position 1279: 0.06918392000749883
Position 7543: 0.05908630928764616
Position 1757: 0.04634832957791141
Position 8499: 0.04442131640652292
Position 551: 0.02585851752304968
Position 8644: 0.025173766988081853
Position 5834: 0.024621217673575203
Position 576: 0.02383286610438709
Position 6453: 0.022705114051204064
Position 9755: 0.02170507651909616
Position 7163: 0.020499805567962725
Position 5878: 0.019365280377006876
Position 6231: 0.01823208520528745
Position 7139: 0.015355893442085634
Position 3317: 0.015206572420783392
Position 5451: 0.013838831367654535
Position 2121: 0.011906833269628627
Position 9782: 0.010831104096681442
Position 7273: 0.010218378830298733
Position 1775: 0.009266193232236734
Position 3683: 0.009229460296067617
Position 8739: 0.008731168524814818
Position 6810: 0.008036273024166382
Position 4297: 0.0059873409599341
Position 505: 0.005451791634081849
Position 1854: 0.004498662254223518
Position 3409: 0.0039054906040560554
Position 2717: 0.003809522664887302
Position 1218: 0.0035397846751139706
Position 512: 0.0034103905564421386
Position 6228: 0.0032717667607446675
Position 4938: 0.003268090838609383
Position 3434: 0.0032543977677463214
Position 4655: 0.0031254094019262765
Position 1178: 0.002929961864663105
Position 9030: 0.0028608504180891005
Position 5237: 0.002579041247981189
Position 6635: 0.0024645304803137882
Position 4997: 0.0021936115951579666
Position 1734: 0.0019995268620592267
Position 2173: 0.001941269970489137
Position 2331: 0.0019025134614078462
Position 3457: 0.0018465473783740847
Position 10418: 0.0017665802591828527
Position 559: 0.0016865306417773957
Position 3480: 0.0016082066592651599
Position 7270: 0.0015535079263550718
Position 1186: 0.0015087438981966144
Position 6587: 0.0013648533734899359
Position 315: 0.0013605788924023095
Position 6463: 0.00135425940877627
Position 4526: 0.0012243416110586667
Position 2138: 0.0012150562774865211
Position 8626: 0.0012059323039349528
Position 5346: 0.0011600393098440335
Position 2191: 0.001157204581795532
Position 4852: 0.0011542694598939125
Position 2464: 0.0010620604669780264
Position 2700: 0.0009856155741237633
Position 4250: 0.0009808549060957483
Position 5781: 0.0009754275217140497
Position 1879: 0.0009741573825024662
Position 5183: 0.0009340583853719807
Position 1801: 0.000866277961090118
Position 6248: 0.0007726442707120428
Position 367: 0.0007204001872200806
Position 3850: 0.0007101402938633444
Position 2988: 0.0006693349113676621
Position 3760: 0.0006262389486520017
Position 579: 0.000606255765838649
Position 1301: 0.0005745677952883739
Position 2865: 0.0005573857961100598
Position 6158: 0.0005151496368692168
Position 8313: 0.00048220648943895204
Position 5883: 0.00046644659830814974
Position 582: 0.00044892967550816154
Position 6508: 0.0004053426256937305
Position 6058: 0.0003998833671239908
Position 6423: 0.000388317857411125
Position 1322: 0.0003844064791827658
Position 1861: 0.0003766804896050792
Position 412: 0.00036533928846099213
Position 7660: 0.0003449758005266692
Position 6044: 0.00032127001949457383
Position 3662: 0.000314803881154672
Position 5560: 0.0002845294424700263
Position 5083: 0.0002705102425010817
Position 3322: 0.0002595100885515581
Position 4698: 0.0002503563249711217
Position 2751: 0.0002425712986973145
Position 2394: 0.00022132790551544244
Position 2246: 0.00020851142205967587
Position 4885: 0.00016808505517682096
Position 323: 0.0001667715116315142
Position 585: 0.00016037213736874018
Position 4293: 0.00014500236484284317
Position 4312: 0.0001413858523008205
Position 624: 0.00013409721201110413
Position 2141: 0.00012310224820072065
Position 4664: 0.0001227976807027084
Position 5271: 0.00010926453949915666
Position 274: 9.42415310196295e-05
Position 3847: 9.35711999586856e-05
Position 242: 8.138853462562369e-05
Position 345: 8.133902684928601e-05
Position 120: 7.951317058230568e-05
Position 4826: 6.577861897300984e-05
Position 5313: 6.085933579494836e-05
Position 734: 5.883816547836583e-05
Position 1239: 5.7704770094215225e-05
Position 869: 5.3704810735905466e-05
Position 1122: 4.44215410494444e-05
Position 5849: 3.998198092917661e-05
Position 3695: 3.5461759898052596e-05
Position 5565: 3.3914793760705074e-05
Position 341: 2.4112027244272904e-05
Position 6591: 1.936907321524379e-05
Position 1403: 1.835884597633688e-05
Position 263: 1.827155502806666e-05
Position 805: 1.4905561819294163e-05
Position 1681: 1.3646145993180984e-05
Position 1729: 1.3215044164137018e-05
Position 3515: 1.2658578984067942e-05
Position 1480: 9.621491445254439e-06
Position 5400: 9.29959615383087e-06
Position 1246: 7.010723530884021e-06
Position 979: 4.662769434572674e-06
Position 935: 2.5515060562939336e-06
Position 420: 4.6790000354533025e-07
Position 158: 2.7603537882518754e-07
Position 5298: 1.2850951182343527e-07
Position 3557: 3.336104658482818e-08
Position 3589: 1.2129376241103147e-08
Position 1027: 4.4611339091109865e-09
Position 4621: 3.90825968272688e-09
Position 175: 1.3264997210483397e-09
Position 890: 8.363108487698305e-10
Position 840: 7.659935617491334e-10
Position 3087: 3.651927035171463e-13
