Gene = Mettl18
index = 673
Annotated 5SS: [89]
Annotated 3SS: [1024]
SMsplice 5SS: [183]
SMsplice 3SS: [1024]
top_k =  500
Partition function (log Z): -6.962605876999367

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.5434545662760629
Position 89: 0.32424892932320987
Position 1193: 0.2731863117501869
Position 1444: 0.12594342202894596
Position 1204: 0.07752579785560546
Position 600: 0.06537373284517181
Position 299: 0.02608787551325675
Position 1148: 0.02296131182498065
Position 820: 0.01633313979103202
Position 34: 0.013983547989433156
Position 1560: 0.010849823619080138
Position 215: 0.010821609526106422
Position 1671: 0.010423402283456973
Position 734: 0.008719318335909538
Position 178: 0.00766176727743539
Position 1868: 0.005509952796822997
Position 247: 0.0047402041632542925
Position 275: 0.004136097518567764
Position 140: 0.004030866108437221
Position 291: 0.0038583018050910565
Position 1141: 0.0033022713185895626
Position 265: 0.0032137242502447215
Position 1961: 0.002687628249473957
Position 1517: 0.0024432956339003366
Position 385: 0.002376812105590046
Position 1094: 0.00215418422673536
Position 1092: 0.0011859496893177695
Position 1139: 0.0009153218422194835
Position 1977: 0.0008147456694039389
Position 697: 0.0007003204997837733
Position 128: 0.0006722119549728996
Position 1779: 0.0006348941734178977
Position 103: 0.0006089876388653958
Position 81: 0.0006024003525412384
Position 1541: 0.0005880820726240326
Position 409: 0.0004949905744879486
Position 131: 0.00042943811704101396
Position 1502: 0.00038644872333832425
Position 452: 0.00037571663166003575
Position 1983: 0.0003420811028285959
Position 654: 0.00033113947334302915
Position 871: 0.0003203065215585781
Position 10: 0.00030765031969626097
Position 1464: 0.0002463907505717744
Position 293: 0.00015293816432587705
Position 320: 0.00013636008454185773
Position 1308: 0.00012561572008270387
Position 545: 0.0001139509244564376
Position 1851: 0.00010383668043353718
Position 1347: 0.00010254957131329836
Position 874: 9.745636334552521e-05
Position 1552: 8.867988113735549e-05
Position 397: 5.120018497876039e-05
Position 37: 4.041564464306851e-05
Position 1206: 3.673285828591452e-05
Position 865: 3.235177764939551e-05
Position 454: 2.6268383455024288e-05
Position 569: 2.5243816737736912e-05
Position 219: 2.4180515742443668e-05
Position 25: 2.375781455909614e-05
Position 577: 1.974421065000849e-05
Position 187: 1.2129461307699853e-05
Position 350: 7.683970040978118e-06
Position 41: 7.5855722172977534e-06
Position 1583: 4.575090228295471e-06
Position 356: 4.163858030727186e-06
Position 1526: 3.921115918815917e-06
Position 414: 3.2729589767790603e-06
Position 53: 3.0935970609339214e-06
Position 771: 2.911024576702849e-06
Position 424: 2.6768506800271554e-06
Position 3: 2.528525887841865e-06
Position 387: 2.2130445231383002e-06
Position 227: 2.074073834786009e-06
Position 725: 1.4173208430764118e-06
Position 1298: 2.245563466226092e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1024: 0.9559356280831725
Position 1304: 0.13485748096949515
Position 1670: 0.12505255430925816
Position 1443: 0.10007820248056978
Position 1559: 0.0719412103690176
Position 2072: 0.05433122360289611
Position 2206: 0.023772281764195217
Position 1907: 0.018072387772679256
Position 182: 0.014250990223752917
Position 1245: 0.013722654725538293
Position 2124: 0.011142298517966569
Position 512: 0.008158661457950741
Position 516: 0.008034451171578095
Position 375: 0.005713390912847632
Position 1886: 0.00518460573651682
Position 350: 0.0045793328751511184
Position 2100: 0.004221385084846144
Position 1567: 0.0033773379843895627
Position 1607: 0.0025713243465985
Position 1532: 0.002227116505417964
Position 676: 0.0017856608906600137
Position 1400: 0.0014985092954033006
Position 1171: 0.0014348792026273043
Position 518: 0.001349445384679583
Position 572: 0.0013323149106292387
Position 1841: 0.001221271593274446
Position 198: 0.0010554990152814268
Position 2209: 0.000923930825654629
Position 1103: 0.0007572700265557354
Position 1343: 0.0007234776203613168
Position 1736: 0.0006167220438509833
Position 1412: 0.0005885334349644833
Position 1580: 0.0005714446501154065
Position 1814: 0.0005430895296475163
Position 1609: 0.000509857993871171
Position 438: 0.0004832081074698309
Position 1759: 0.00047352933094314825
Position 1308: 0.0004594133224945319
Position 1448: 0.00039608783312224816
Position 1514: 0.0003161954339831391
Position 1682: 0.00028969466475045223
Position 1914: 0.0002892639862321218
Position 1474: 0.00023108993536741687
Position 690: 0.0001977346350658888
Position 270: 0.0001574460306384984
Position 247: 0.00013335667477115432
Position 524: 0.00011955982855927738
Position 581: 0.00011824911308008101
Position 384: 0.00011391278284056588
Position 589: 0.00010838512987342416
Position 1324: 9.664138856396257e-05
Position 1422: 9.375743441570979e-05
Position 1312: 9.373866416839761e-05
Position 2160: 9.182508405453357e-05
Position 556: 8.32220562217819e-05
Position 1639: 8.100912696139217e-05
Position 554: 8.018175727191652e-05
Position 103: 7.744831706792092e-05
Position 1332: 7.696842019376516e-05
Position 2299: 4.327749530302508e-05
Position 356: 4.100997348371101e-05
Position 1213: 3.945727224704615e-05
Position 1069: 3.455990628540317e-05
Position 159: 2.5702198333726652e-05
Position 1174: 2.431642957586423e-05
Position 715: 2.2636333967436257e-05
Position 390: 2.2031223655921877e-05
Position 1048: 2.176177404807101e-05
Position 696: 2.1740060355327526e-05
Position 424: 2.1354605333849567e-05
Position 193: 2.1183143062882467e-05
Position 692: 1.7104652499733977e-05
Position 1110: 1.2427766793804945e-05
Position 593: 1.1407602260391836e-05
Position 720: 1.1034303023909982e-05
Position 131: 1.0794383780074083e-05
Position 1126: 1.0226364369837527e-05
Position 744: 8.603789586421181e-06
Position 138: 5.654728761806504e-06
Position 734: 5.54254560885205e-06
Position 620: 3.973195884876676e-06
Position 120: 3.932870347253553e-06
Position 1250: 3.1497473441681728e-06
Position 937: 2.3672431808187445e-06
Position 1040: 2.3488324847291496e-06
Position 972: 6.821402692085399e-07
Position 256: 7.711738200619843e-08
Position 154: 1.9303157649944578e-08
Position 78: 1.5903640052430094e-09
Position 88: 1.0073340037951645e-09
Position 73: 1.1539937843729021e-10
Position 81: 5.6054731118634405e-11
