Gene = Icos
index = 558
Annotated 5SS: [   90 16114 16790 17682]
Annotated 3SS: [15774 16682 17596 19773]
SMsplice 5SS: [   90  5978 14131 16790 17682]
SMsplice 3SS: [ 5897 14026 16682 17596 19773]
top_k =  500
Partition function (log Z): -9.996828089524616

Sorted 5' Splice Sites (High to Low Probability):
Position 90: 0.9954786391759831
Position 14131: 0.9433287617421843
Position 5978: 0.9214197729330682
Position 16790: 0.8579151027565103
Position 17682: 0.47629928120177506
Position 3691: 0.2871329261666568
Position 847: 0.2798359515465708
Position 6297: 0.23103779239166977
Position 5324: 0.0859389816622829
Position 2728: 0.06629232073649022
Position 16965: 0.06301656973058253
Position 5637: 0.04175835894423395
Position 1379: 0.03993861508323908
Position 2450: 0.017069205018436354
Position 1491: 0.016739798710725735
Position 2985: 0.016041254017292242
Position 1504: 0.01060849004203767
Position 16114: 0.010312219876123302
Position 3851: 0.007226061106706199
Position 547: 0.002768936536414373
Position 280: 0.000949335917292092
Position 331: 0.00041224952798073086
Position 292: 0.00026953097609278736
Position 166: 0.00014405337019819791
Position 395: 9.120313029956638e-05
Position 8416: 7.760489265894248e-05
Position 2099: 7.230536097372295e-05
Position 851: 3.936112267209435e-05
Position 153: 3.623933226131501e-05
Position 2021: 2.8404380104016358e-05
Position 40: 1.9766891104720216e-05
Position 567: 1.68617264472207e-05
Position 584: 1.5232542084616821e-05
Position 296: 1.1347838013770307e-05
Position 792: 6.470267860488954e-06
Position 94: 5.893287537439582e-06
Position 503: 5.7542036662288084e-06
Position 118: 5.518273418175815e-06
Position 1665: 4.9828102882441894e-06
Position 558: 4.965837131578265e-06
Position 2875: 4.413129565301942e-06
Position 315: 4.148117226626147e-06
Position 2109: 3.1806961344186563e-06
Position 3280: 3.046836994871295e-06
Position 796: 2.8198116306444436e-06
Position 286: 2.734822943034831e-06
Position 51: 1.5536891663012796e-06
Position 59: 1.5078291354854478e-06
Position 3033: 1.3096184137865475e-06
Position 313: 8.346166298617147e-07
Position 388: 7.534092365871914e-07
Position 403: 5.799088240158707e-07
Position 491: 5.196141400182384e-07
Position 551: 4.411657992087694e-07
Position 368: 3.3249725466288416e-07
Position 375: 3.3186461610403505e-07
Position 711: 3.006720336169709e-07
Position 840: 2.287382384079985e-07
Position 53: 4.632818792752912e-09
Position 1824: 8.05892902136197e-10
Position 2698: 1.1467128672226117e-10
Position 237: 2.567896092111964e-13
Position 270: 1.1347270775226755e-13
Position 217: 5.339420706522504e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 14026: 0.9460007665742246
Position 5897: 0.9106631977324169
Position 16682: 0.8579151027565103
Position 17596: 0.48160921990553085
Position 19773: 0.4352351315361752
Position 6188: 0.22434441201137917
Position 3589: 0.20993185006280718
Position 641: 0.16562077976343267
Position 21794: 0.1521993834494917
Position 20889: 0.1446431814398626
Position 645: 0.09581107054107559
Position 20206: 0.08309304199737794
Position 5210: 0.0826343230197236
Position 16829: 0.07644774252194032
Position 3545: 0.07138906278326751
Position 21412: 0.06326878285939307
Position 21509: 0.0528293143369815
Position 5564: 0.05129351017375389
Position 2555: 0.033136990885701594
Position 2642: 0.025235046385105212
Position 15774: 0.022241585648787487
Position 1221: 0.02190729501648122
Position 2300: 0.012937950495609033
Position 18958: 0.011555691358217154
Position 675: 0.01091214392197401
Position 1346: 0.010577838999778823
Position 1111: 0.009092828776003854
Position 2782: 0.00901590898313881
Position 1242: 0.00871712264291809
Position 3768: 0.007513805629894891
Position 1279: 0.006934941678675807
Position 5769: 0.006583181035300283
Position 15303: 0.006025369850592764
Position 3474: 0.005835131531201409
Position 1376: 0.005797295304807829
Position 17348: 0.0045214256500536
Position 2361: 0.00409958271281538
Position 2538: 0.003754005357687838
Position 2863: 0.0036380620805357097
Position 5014: 0.0033104250995069084
Position 12938: 0.0023741367579963096
Position 12510: 0.0022708429362708698
Position 757: 0.0022304645520448488
Position 12169: 0.0019606345936733333
Position 2558: 0.0018471332536482508
Position 5910: 0.0018431780668027094
Position 2646: 0.0013953503269936998
Position 1133: 0.0013726348524805156
Position 2844: 0.0013641220407230722
Position 683: 0.0013155406597733603
Position 2978: 0.0011904006725363047
Position 13407: 0.0010028793968732933
Position 2567: 0.0009203785138326172
Position 1416: 0.0008780898130323682
Position 14256: 0.0008553060539672464
Position 2927: 0.0007893737217713376
Position 718: 0.0007859707829139645
Position 1170: 0.0007779890477712549
Position 748: 0.0007223055838248424
Position 10289: 0.0005843324058596458
Position 647: 0.0005790553604476595
Position 809: 0.0005138975778896604
Position 1250: 0.000460223917086683
Position 233: 0.00042982951135324247
Position 738: 0.0004128537021956128
Position 1130: 0.0004082033662688776
Position 11942: 0.0004003509702174001
Position 9892: 0.00038911969843045843
Position 1093: 0.00034373423519976103
Position 228: 0.0003290117894957145
Position 6444: 0.0002734659061236825
Position 8339: 0.0002716774718670156
Position 8514: 0.000263528145282055
Position 4497: 0.000260288814497133
Position 10810: 0.00022814192802769135
Position 420: 0.0002061658275130574
Position 6114: 0.00020440781574976004
Position 10043: 0.0001684491389455271
Position 12513: 0.00015632580783416351
Position 4456: 0.00013395868733857987
Position 9736: 0.00012964151445217926
Position 8728: 0.00012350891250953463
Position 6477: 6.111361363888135e-05
Position 1933: 5.921739893492139e-05
Position 426: 4.934581700422293e-05
Position 10242: 4.4911867957485795e-05
Position 455: 4.4635474273165115e-05
Position 266: 4.2089846824647815e-05
Position 8002: 4.077329807141391e-05
Position 6318: 3.72519500567318e-05
Position 386: 3.211477527421284e-05
Position 1916: 3.1107979341024765e-05
Position 2098: 3.01352406540605e-05
Position 6991: 2.6219385141972003e-05
Position 9761: 2.6085873762461034e-05
Position 491: 2.5974143249036482e-05
Position 3166: 2.382009373666982e-05
Position 5323: 2.2887181775589382e-05
Position 2284: 2.1497271792282915e-05
Position 2304: 2.148041331016359e-05
Position 9173: 1.9464302326941316e-05
Position 375: 1.882170641141584e-05
Position 1247: 1.846226579677816e-05
Position 2850: 1.8107919979273667e-05
Position 2367: 1.685558065383834e-05
Position 422: 1.628488249815017e-05
Position 1018: 1.4652049746501789e-05
Position 2490: 1.3615189069207645e-05
Position 398: 1.3392863281090562e-05
Position 2739: 1.3389914221916097e-05
Position 460: 1.2646186502902117e-05
Position 959: 1.1622876848519113e-05
Position 4782: 1.1475341352764481e-05
Position 4671: 1.089320119095837e-05
Position 7686: 1.0460041105912866e-05
Position 237: 8.7820501925416e-06
Position 582: 7.495313152242072e-06
Position 1902: 6.885164238609245e-06
Position 243: 6.812261286776194e-06
Position 344: 6.720471535859064e-06
Position 6685: 5.858854974880091e-06
Position 4436: 5.609615691561838e-06
Position 2151: 5.310403738573261e-06
Position 4176: 4.741921110966897e-06
Position 494: 4.2498921918790964e-06
Position 2328: 4.202635122755766e-06
Position 1935: 3.5841990701222075e-06
Position 2407: 3.4754036017649297e-06
Position 1060: 3.2625547753703947e-06
Position 1875: 3.0894655498576603e-06
Position 284: 2.3819075273091635e-06
Position 4283: 1.6816296997901917e-06
Position 690: 1.6424568297422318e-06
Position 4577: 1.595191093294783e-06
Position 4535: 1.5522618656869467e-06
Position 1766: 1.289710030578259e-06
Position 1577: 1.2412770387079317e-06
Position 4190: 1.1228129587791819e-06
Position 1057: 9.759657663968868e-07
Position 1196: 9.531437150172529e-07
