Gene = Asb17
index = 143
Annotated 5SS: [ 525 6730]
Annotated 3SS: [6449 9125]
SMsplice 5SS: [ 291  525 6730]
SMsplice 3SS: [ 434 6449 9125]
top_k =  500
Partition function (log Z): -4.8501603957587704

Sorted 5' Splice Sites (High to Low Probability):
Position 291: 0.9889862575747252
Position 525: 0.9043241757887011
Position 6730: 0.7502762302920323
Position 5792: 0.27248167862919714
Position 1575: 0.2607452573793898
Position 552: 0.09480768555047298
Position 6141: 0.09042500866631231
Position 6406: 0.06953710718330285
Position 6228: 0.06061296516832787
Position 1124: 0.057085453588560015
Position 4753: 0.05177345792931069
Position 773: 0.04383504727027626
Position 777: 0.0326530203126712
Position 970: 0.0321240120250743
Position 2143: 0.02965987894646067
Position 1319: 0.014227016467406525
Position 6867: 0.011382084477396482
Position 1606: 0.00928994125423998
Position 1565: 0.008959345051710742
Position 6412: 0.007956135114876542
Position 782: 0.006234129275942592
Position 3311: 0.004971038806510505
Position 842: 0.004188955348923389
Position 1141: 0.003938650858406506
Position 6622: 0.0026183798359285296
Position 9432: 0.0024426447811577066
Position 351: 0.001715273827246415
Position 182: 0.0015180984301852501
Position 760: 0.0004756381019850106
Position 1100: 0.0003430978345728386
Position 202: 0.0003312938511004744
Position 747: 0.00018844041609353932
Position 1242: 0.0001835131824439453
Position 362: 0.0001826944035198018
Position 1359: 0.00012834616742472948
Position 99: 0.0001084363464907673
Position 832: 6.681259831941498e-05
Position 811: 5.9610531708486424e-05
Position 771: 5.628942376143068e-05
Position 67: 5.5228305516378716e-05
Position 40: 5.4202217897690655e-05
Position 222: 5.3526177513919934e-05
Position 673: 3.7763854787299005e-05
Position 540: 3.359474567020708e-05
Position 190: 1.971571196304776e-05
Position 156: 1.372486960365092e-05
Position 295: 1.2350800677615753e-05
Position 440: 1.0551862963421575e-05
Position 343: 8.211479810779949e-06
Position 808: 7.286755623353551e-06
Position 758: 4.961137794917773e-06
Position 879: 4.801094252760399e-06
Position 818: 2.3178535435966233e-06
Position 387: 1.2911451684601116e-06
Position 403: 1.1860204771288206e-06
Position 33: 1.166216401830355e-06
Position 554: 1.0621858023903385e-06
Position 599: 9.005554195000651e-07
Position 556: 4.3723467830500733e-07
Position 487: 2.1494551196289496e-07
Position 837: 1.5444778655840885e-07
Position 594: 3.4916403881282035e-08
Position 417: 3.813024823564778e-09
Position 576: 1.2453132994250858e-09
Position 424: 4.307174153851436e-11

