Gene = Pde6d
index = 805
Annotated 5SS: [  248 35019 35891 36846]
Annotated 3SS: [34929 35764 36739 38963]
SMsplice 5SS: [  248 15210 22810 31965 35891 36846 38698]
SMsplice 3SS: [15100 22677 31851 35764 36739 38593 38963]
top_k =  500
Partition function (log Z): -29.443746431884072

Sorted 5' Splice Sites (High to Low Probability):
Position 248: 0.6040200634469209
Position 3197: 0.5124130842172492
Position 906: 0.29903970526867524
Position 324: 0.21006455008785654
Position 4195: 0.10363633787577539
Position 924: 0.09050759592739697
Position 14027: 0.03354059210431315
Position 136: 0.02979699647097317
Position 693: 0.02076722540023554
Position 100: 0.014945633519457106
Position 66: 0.012860090642779492
Position 1714: 0.010512054738341454
Position 10340: 0.00741631080821159
Position 8569: 0.006450311770916655
Position 685: 0.006323263983120903
Position 6476: 0.005388278483438901
Position 7126: 0.005081991241890284
Position 6668: 0.0035710573964974597
Position 72: 0.0027286223510480773
Position 200: 0.002656290386273663
Position 709: 0.0026479653830491653
Position 655: 0.002541004087358805
Position 3210: 0.0023113780203354215
Position 2097: 0.0021361132065369636
Position 2841: 0.00202866659225752
Position 993: 0.0016970633886394459
Position 1720: 0.0011460613815499952
Position 671: 0.0011426243012087815
Position 804: 0.0011257016901257161
Position 1128: 0.0009678443228749673
Position 6216: 0.0009556335971169207
Position 1200: 0.0008710550245856323
Position 6503: 0.0006021170409387036
Position 1701: 0.0005152793105281069
Position 910: 0.0005047101484688577
Position 976: 0.0003987367115401205
Position 2046: 0.000398520835270183
Position 166: 0.00022795932248608982
Position 697: 0.00022537167761310021
Position 4019: 0.00021816835062759621
Position 128: 0.00013300576622735116
Position 442: 0.00013297985943310948
Position 371: 0.00012415467632827213
Position 102: 8.161212580610222e-05
Position 487: 7.454358179547343e-05
Position 121: 6.619963206785017e-05
Position 576: 6.491030808191118e-05
Position 141: 4.975929568009703e-05
Position 542: 3.403647768034642e-05
Position 319: 3.171834609703668e-05
Position 89: 1.9113910288741074e-05
Position 287: 1.4239309340226442e-05
Position 373: 1.1381671578620108e-05
Position 523: 5.261657754510967e-06
Position 599: 4.1690774482820475e-06
Position 793: 3.873493544322676e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3039: 0.5069811048186306
Position 11158: 0.302856047210778
Position 785: 0.30247759994202394
Position 6984: 0.24853341752958144
Position 13834: 0.134329123418919
Position 12008: 0.10077886271535301
Position 6355: 0.09023810071454279
Position 4135: 0.08750494503707222
Position 14112: 0.03354059210431315
Position 3152: 0.01999763611605414
Position 8403: 0.014962836123000573
Position 6475: 0.0146743100122292
Position 4101: 0.014668804101434386
Position 6108: 0.010584861980512861
Position 4333: 0.007928420444392495
Position 10137: 0.00741631080821159
Position 3891: 0.007128925053061271
Position 5920: 0.006920232117974251
Position 1593: 0.005867624740292177
Position 5602: 0.005781756691227161
Position 540: 0.005710494086800255
Position 887: 0.005473515076547253
Position 1614: 0.005003974448978452
Position 4594: 0.0047484017274605815
Position 9184: 0.004579810889970046
Position 7619: 0.004370966450440457
Position 4092: 0.0038837054706659276
Position 5263: 0.003860907876872702
Position 4666: 0.003653430844158989
Position 3353: 0.003352829902212591
Position 7883: 0.003228986692258495
Position 7786: 0.0028170306745551833
Position 1322: 0.0023808362610776928
Position 3949: 0.002299083096356112
Position 2736: 0.0015637442399745545
Position 8603: 0.001553619542407787
Position 5554: 0.0014080120855065712
Position 4051: 0.0012522776137500126
Position 5323: 0.0012264181881448556
Position 6881: 0.0011117351006589764
Position 1608: 0.0009812572350615474
Position 1942: 0.0009287987640831245
Position 6304: 0.0008492805274077259
Position 1771: 0.0008382821577508873
Position 4070: 0.0008140251015559656
Position 6004: 0.0007671144113156345
Position 2758: 0.0007328627034944881
Position 7700: 0.0007241689336391305
Position 6199: 0.0006946241423333368
Position 5061: 0.0006918794000256509
Position 3459: 0.0006562893296847012
Position 3376: 0.0006349379687034469
Position 2966: 0.0006105040191861201
Position 6853: 0.000541704982661583
Position 1090: 0.0005346204939760946
Position 5498: 0.0005091187584519989
Position 1044: 0.000508847052815555
Position 1487: 0.00045858561710710653
Position 1886: 0.0004492201458187031
Position 1660: 0.0004377802974109434
Position 6031: 0.00032559146708042384
Position 998: 0.0003163621617648209
Position 2086: 0.00030729712888761477
Position 6320: 0.0002976426845698845
Position 1810: 0.00026472233422922633
Position 2767: 0.0002638482131582393
Position 1026: 0.0002630138249493962
Position 5659: 0.0002592068857336325
Position 1281: 0.00025626778583522406
Position 1820: 0.00024912620390265053
Position 3430: 0.0002371847998181397
Position 1503: 0.0002090661649061031
Position 5111: 0.00017826339889716835
Position 4919: 0.00017155929730578817
Position 3127: 0.00016743258520650098
Position 2128: 0.00016073873929253464
Position 4620: 0.0001584325585758342
Position 323: 0.00015121700317231594
Position 2031: 0.00011558576778832996
Position 2214: 9.649693670650122e-05
Position 3396: 9.598969654690919e-05
Position 1556: 8.349053397334863e-05
Position 824: 7.104766224855528e-05
Position 860: 5.3698782592668485e-05
Position 1366: 5.304616967886241e-05
Position 796: 5.129030250504101e-05
Position 875: 4.8459424084836324e-05
Position 2981: 4.6298472103905634e-05
Position 1959: 4.2473526796701094e-05
Position 2160: 3.780085748804354e-05
Position 2359: 3.4863423924990416e-05
Position 2186: 3.2720826525272945e-05
Position 1730: 2.5126100104951776e-05
Position 1398: 2.1877164511193612e-05
Position 149: 8.052080766335414e-06
Position 587: 7.72546135759159e-06
Position 486: 7.264660456979696e-06
Position 629: 6.0295434127354965e-06
Position 550: 4.8406883357914445e-06
Position 620: 4.824399954494618e-06
Position 521: 4.486498581893791e-06
Position 595: 2.312188409257394e-06
Position 523: 2.138310862865351e-06
Position 164: 1.9574184721641476e-06
Position 648: 1.7532967155369048e-06
Position 589: 1.683413154186232e-06
Position 204: 1.4902816333588632e-06
Position 492: 1.2635509156218124e-06
Position 265: 1.2132608554395723e-06
Position 314: 1.205231832191679e-06
Position 576: 8.852586921794805e-07
Position 891: 8.754631914975977e-07
Position 209: 8.324224307968498e-07
Position 604: 7.25142890110173e-07
Position 653: 7.212310818756577e-07
Position 187: 6.199612028795897e-07
Position 495: 5.099846435934442e-07
Position 262: 5.04631641779799e-07
Position 563: 4.929476348008956e-07
Position 558: 3.2098208638085153e-07
Position 360: 3.037947586044445e-07
Position 160: 2.3155167947421974e-07
Position 339: 1.8792241398231782e-07
Position 518: 1.861070150044103e-07
Position 342: 1.8291773190331111e-07
Position 632: 1.7502589102978641e-07
Position 215: 1.7063779747194836e-07
Position 667: 1.5113385691492197e-07
Position 304: 1.125033097100478e-07
Position 803: 8.626238802546419e-08
Position 410: 6.747930132577412e-08
