Gene = Iqck
index = 592
Annotated 5SS: [  187 17111 20597 21923 43908 44112 59821 85922]
Annotated 3SS: [ 17045  20466  21824  43854  44033  59735  85809 115659]
SMsplice 5SS: [   187  19612  20597  21923  44112  44985  56976  59821  60489  81345
  85922 104661]
SMsplice 3SS: [ 19493  20466  21824  43854  44895  56835  59735  60243  81253  85809
 104574 115659]
top_k =  500
Partition function (log Z): -73.89236368723836

Sorted 5' Splice Sites (High to Low Probability):
Position 4057: 0.680433306541997
Position 187: 0.5642720848131264
Position 10293: 0.21034122633393626
Position 387: 0.18641208821806313
Position 1133: 0.07256550949190099
Position 349: 0.05453829326578331
Position 8883: 0.03967125579214505
Position 141: 0.03494586999123579
Position 10411: 0.033788117688875595
Position 1057: 0.01499704687460619
Position 273: 0.013207293813656689
Position 326: 0.013153719685154336
Position 90: 0.012885679966948492
Position 488: 0.011650750783581281
Position 9071: 0.01147981598357969
Position 2563: 0.008729374991237906
Position 2237: 0.008577603022186764
Position 1246: 0.008497116026711493
Position 418: 0.008118582475258347
Position 332: 0.0069088021786630266
Position 205: 0.0065523899688789515
Position 3021: 0.0036239316715473394
Position 675: 0.0007277740724702945
Position 6348: 0.0006821809313216283
Position 6754: 0.0006774439466609223
Position 2367: 0.0003792760151483508
Position 110: 0.000339668149419904
Position 3335: 0.0003133397783844984
Position 502: 0.00023536064273548042
Position 1615: 0.00021911758255441647
Position 101: 0.00019925645887780086
Position 651: 0.00018345896740386663
Position 2876: 0.0001821743868988546
Position 144: 0.00017406392753351437
Position 848: 0.00015936578116324386
Position 120: 0.00013693592833223398
Position 510: 0.00013256253909231264
Position 1158: 0.00012691906676078177
Position 1162: 0.0001082049971994516
Position 1642: 9.949317871288243e-05
Position 1694: 8.433406214566663e-05
Position 260: 2.5755529297512744e-05
Position 395: 2.2814419404141423e-05
Position 40: 2.250894301879816e-05
Position 18: 1.6410588859442572e-05
Position 1796: 5.750657432327328e-06
Position 716: 2.0930093384686785e-06
Position 400: 1.5141390949937913e-06
Position 592: 1.3478995419986408e-06
Position 405: 7.801621302212445e-07
Position 99: 8.574887712406243e-08
Position 126: 2.118514969838566e-09
Position 474: 1.1997526898126276e-09
Position 128: 8.986450196212696e-10
Position 33: 2.5244817373039447e-10
Position 247: 3.587209871169025e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3890: 0.5087754493764167
Position 10248: 0.3731706035713205
Position 12139: 0.17473446579452767
Position 10665: 0.17331209055298233
Position 3866: 0.10112567753214247
Position 12162: 0.0871922283961459
Position 12016: 0.06975312954187551
Position 3949: 0.051178428397389286
Position 3522: 0.05054498817608142
Position 8825: 0.04111538776934695
Position 11872: 0.032319967724026843
Position 13602: 0.030073661273007014
Position 9816: 0.028354588739276307
Position 7302: 0.026634968276374762
Position 9565: 0.022443366113936405
Position 8612: 0.0198473459301152
Position 8723: 0.01909982930858077
Position 13084: 0.01884835919317248
Position 8828: 0.017330381294063855
Position 9370: 0.013926773878946683
Position 7395: 0.013424878251988112
Position 4592: 0.010062747677591431
Position 7239: 0.0099418675700479
Position 3729: 0.009604183758612982
Position 2443: 0.009033410962846019
Position 3076: 0.008237028521820502
Position 8996: 0.005836824425552318
Position 6631: 0.005698448506406947
Position 2790: 0.005244322583520077
Position 5661: 0.004961476503770975
Position 1033: 0.004639292355105818
Position 5960: 0.004496925428872018
Position 2162: 0.0035433301718086414
Position 831: 0.0034209763240358117
Position 4084: 0.0033157529545962375
Position 3763: 0.002869209333511232
Position 8275: 0.0025376022717878786
Position 1675: 0.0020048309741756446
Position 3780: 0.001912583121204378
Position 3369: 0.0018196710756050473
Position 1050: 0.0018008238830095045
Position 2197: 0.0017801816795963911
Position 8584: 0.0017714569125024133
Position 5690: 0.0016124568113816747
Position 6275: 0.0015671097831495933
Position 1056: 0.0014454487257836762
Position 2176: 0.0014172971614722734
Position 8382: 0.0014125326291170904
Position 2022: 0.0013846585855681434
Position 3017: 0.0012980060544097128
Position 7638: 0.0012796867730448583
Position 2873: 0.0011474672519777782
Position 2899: 0.0011187384589917142
Position 2029: 0.0010866072376481467
Position 595: 0.0008824406654834193
Position 6409: 0.0008208476657577183
Position 1262: 0.0007996929116166177
Position 4876: 0.0007778116517252339
Position 7245: 0.0007761535779628682
Position 6468: 0.0006887429122460139
Position 1085: 0.0006711750897909119
Position 4776: 0.0006695115064779769
Position 1451: 0.000637053296031906
Position 1569: 0.000602931050340936
Position 4308: 0.0005928479537155904
Position 2236: 0.0005338766240639073
Position 3613: 0.0004817473638535063
Position 2769: 0.0004744229171201899
Position 864: 0.00045276726734729374
Position 3578: 0.00044417216466438093
Position 5878: 0.00040567293064170605
Position 982: 0.00037392895701542723
Position 2049: 0.0003729472215695651
Position 2667: 0.0003599630953334002
Position 5234: 0.00034965169811046183
Position 2628: 0.000310178083025716
Position 4614: 0.00030851427640747316
Position 4533: 0.0003013678540368522
Position 3314: 0.0002961628350908202
Position 5704: 0.0002915007420599186
Position 5209: 0.00029107739925846645
Position 4734: 0.00028173064821802597
Position 4894: 0.00025786475630966193
Position 1097: 0.0002275677724525724
Position 1477: 0.0002213487431195168
Position 1944: 0.0002093840525477052
Position 5057: 0.00020100868965197737
Position 738: 0.00019678075605493076
Position 1219: 0.00018619818771937368
Position 440: 0.0001848715194791096
Position 2601: 0.0001759042972607405
Position 4594: 0.00017532740450887252
Position 872: 0.00014902547774436932
Position 4380: 0.00013355804158591812
Position 843: 0.00011622356354042182
Position 3661: 0.00011498788906202195
Position 268: 0.00010824455910689929
Position 1329: 0.00010019952482642541
Position 671: 9.334097288368907e-05
Position 548: 9.114832244039681e-05
Position 1289: 8.735001019210457e-05
Position 2952: 8.622565970249709e-05
Position 3081: 8.279914148824082e-05
Position 2853: 8.042234313671399e-05
Position 628: 7.674483097655388e-05
Position 745: 7.23307434793865e-05
Position 6301: 6.530571111470534e-05
Position 2995: 6.432698071088473e-05
Position 6139: 6.307073338204065e-05
Position 1785: 5.75915457608237e-05
Position 1923: 3.821055780149335e-05
Position 1423: 2.7929510563062168e-05
Position 1250: 2.7374316480817667e-05
Position 360: 2.4790007435917613e-05
Position 325: 1.880125758973479e-05
Position 2222: 1.591279460336998e-05
Position 1493: 1.1004724154425562e-05
Position 1104: 7.520856262165915e-06
Position 294: 6.15068308956989e-07
Position 926: 1.2835147129096587e-07
