Gene = Marc2
index = 662
Annotated 5SS: [  336  4628 12022 13306 23393 23547 26681]
Annotated 3SS: [ 4453 11852 13164 23330 23474 26533 31997]
SMsplice 5SS: [  336  4628 12022 13306 13687 23393 23547 26164 26681]
SMsplice 3SS: [ 4453 11852 13164 13624 23330 23474 25955 26533 27714]
top_k =  500
Partition function (log Z): 1.754248364372371

Sorted 5' Splice Sites (High to Low Probability):
Position 26681: 0.9993488277068984
Position 13306: 0.9703499830211252
Position 4628: 0.932541846805407
Position 23393: 0.9210098514074687
Position 23547: 0.7290072274400116
Position 12022: 0.6168013384569254
Position 13687: 0.6052415734104672
Position 336: 0.5145429195161598
Position 26164: 0.4853226707111062
Position 11940: 0.3712984480166721
Position 21384: 0.35240956015173097
Position 6908: 0.31550166735947405
Position 9389: 0.31427867674492665
Position 28573: 0.2651741411104021
Position 3480: 0.2491569423457624
Position 12421: 0.2418461335724442
Position 223: 0.24089708319558548
Position 26182: 0.24031169862012167
Position 23652: 0.20740303756237274
Position 444: 0.16443350200371662
Position 2264: 0.12293632206154996
Position 7958: 0.12005653716677522
Position 7564: 0.09420411164084831
Position 4744: 0.08848825085116456
Position 15597: 0.08303273035727894
Position 6721: 0.07325570482496421
Position 25087: 0.06390521180971423
Position 4379: 0.06296074782199268
Position 241: 0.054995706086252115
Position 1024: 0.05113863995755679
Position 3744: 0.05032650011357254
Position 26190: 0.04874597634115601
Position 26171: 0.04741399421798408
Position 12219: 0.04386543026363378
Position 1916: 0.04348121410086672
Position 3129: 0.041217125831951966
Position 23598: 0.03300733192975153
Position 531: 0.03148288238704508
Position 4053: 0.02966454928708619
Position 1044: 0.0252348455807266
Position 25564: 0.02157894572833295
Position 26907: 0.016263377336093784
Position 18694: 0.01624746453467407
Position 18774: 0.016144475318497588
Position 2283: 0.0160596146415213
Position 3451: 0.015241376059591893
Position 387: 0.01472236237255747
Position 1411: 0.012741584351343605
Position 1961: 0.012124858596532383
Position 31703: 0.01204795001676089
Position 6628: 0.010977711190266108
Position 23783: 0.009441391243547299
Position 3464: 0.008258084030083995
Position 26359: 0.0078041674558279725
Position 280: 0.007414452664991456
Position 1109: 0.00733477614772316
Position 4048: 0.0069457628942233675
Position 3154: 0.006882631087883055
Position 12860: 0.006845092324598987
Position 27976: 0.006407053676357702
Position 12251: 0.006392560369658606
Position 5579: 0.005867600003342613
Position 27866: 0.00583405736215367
Position 3600: 0.005735897100757133
Position 3343: 0.004937044282511398
Position 325: 0.004291020425031946
Position 3621: 0.0040020625543134595
Position 2833: 0.0038798097480799896
Position 23560: 0.003508975006001996
Position 27092: 0.0031627063160195104
Position 27955: 0.0016158755535812623
Position 1903: 0.0015651011507226756
Position 14626: 0.0014726335072512288
Position 1055: 0.0013940708587215748
Position 1889: 0.001354454867327437
Position 23475: 0.0011958273720700618
Position 25399: 0.0011356627398044308
Position 537: 0.0011348377460404966
Position 837: 0.001043353377297092
Position 882: 0.0007908568702396179
Position 3561: 0.0007610577896291972
Position 27849: 0.0007465157501051094
Position 4180: 0.0007265565010433829
Position 1244: 0.0007201197296657394
Position 27250: 0.00045821318197629304
Position 1621: 0.0004071939899244656
Position 232: 0.0003891448120942713
Position 2092: 0.00034268689521227516
Position 1894: 0.0003122522077381855
Position 261: 0.00031134827729696656
Position 13289: 0.0002976638175006629
Position 27824: 0.00016087973787194334
Position 4488: 0.0001244323117757537
Position 4769: 0.00010762813058523512
Position 5318: 9.590209560380478e-05
Position 1695: 8.006599442787251e-05
Position 4521: 4.313021649727436e-05
Position 5361: 2.8805941894686072e-05
Position 497: 2.7439661674492838e-05
Position 26940: 2.617410851673477e-05
Position 4786: 2.5444890924205194e-05
Position 1131: 2.404149200098872e-05
Position 480: 2.215866635930962e-05
Position 1672: 2.1440722025743967e-05
Position 284: 2.1314102475950878e-05
Position 26901: 1.830025987802998e-05
