Gene = Olfr643
index = 780
Annotated 5SS: [    60  25295  77812 111955 114219 124921 133337]
Annotated 3SS: [ 25219  77769 111831 114063 124676 133204 138358]
SMsplice 5SS: [    60  15794  25295  58115  64064  87424  95881 111955 114219 133337]
SMsplice 3SS: [ 15704  25219  57942  63839  87329  95808 111831 114048 133204 138358]
top_k =  500
Partition function (log Z): -82.90167687406539

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.9865886952509204
Position 5450: 0.2543644461435016
Position 7737: 0.08835754966691022
Position 7012: 0.06677876374095813
Position 7659: 0.06534554280171824
Position 1937: 0.06329672415722669
Position 7254: 0.06301355491731057
Position 7761: 0.040562767604769144
Position 7619: 0.03941217648037851
Position 7836: 0.036691426249737674
Position 3816: 0.032315388892931424
Position 5548: 0.016611459146425752
Position 5307: 0.00899949121377174
Position 4874: 0.00540980633102859
Position 278: 0.004831210284126752
Position 1931: 0.004771586102361037
Position 7663: 0.004383985900311231
Position 3330: 0.003857658581292436
Position 4870: 0.003556349043596781
Position 121: 0.003322196249116625
Position 7705: 0.003146184401025466
Position 204: 0.0030532725349474536
Position 1921: 0.0023829934078058437
Position 2928: 0.002273489811541922
Position 192: 0.0015175819110253184
Position 6974: 0.0011899280400189164
Position 1956: 0.0007950235512572189
Position 1927: 0.0007911551235276469
Position 5188: 0.0006509836905442552
Position 29: 0.0006468395543753752
Position 3256: 0.00026512442713576165
Position 2474: 0.0002493091420810984
Position 3534: 0.00022589396796117618
Position 4894: 0.0002202495565774339
Position 3081: 0.00021078668610961161
Position 6992: 0.00019845322629787168
Position 3149: 0.00016845193884408805
Position 74: 7.437950138049444e-05
Position 51: 6.588853225228146e-05
Position 221: 5.0222060084453365e-05
Position 294: 1.8059994562978758e-05
Position 883: 1.7061003191004405e-05
Position 816: 1.625725858084524e-05
Position 521: 1.1856547561603157e-05
Position 1736: 3.4583419100502445e-06
Position 6064: 2.1361489063017736e-06
Position 1621: 1.8299069593970192e-06
Position 886: 1.5773142723024024e-06
Position 1585: 7.77864867673364e-07
Position 1382: 6.217803367798546e-07
Position 833: 5.188854772822084e-07
Position 1480: 4.7077923826408224e-07
Position 1407: 4.1544204540706564e-07
Position 751: 3.7814854319560367e-07
Position 534: 3.126762205906369e-07
Position 1661: 2.967927724733722e-07
Position 409: 2.3591430754717696e-07
Position 1326: 2.2266072757278933e-07
Position 1777: 2.0995568384546236e-07
Position 1811: 1.1108192247059105e-07
Position 125: 6.152041817216212e-10
Position 225: 1.6117170116078402e-10
Position 1001: 4.168358766662377e-11
Position 227: 1.6706529769780652e-11
Position 284: 1.3554633565800619e-11
Position 300: 6.786384758639187e-12
Position 347: 2.7190769910011854e-12
Position 365: 1.1164298483705592e-12
Position 334: 6.909185558290701e-13
Position 362: 5.703895204208275e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 7527: 0.32609896489444173
Position 5306: 0.2728933205946171
Position 7784: 0.1436373516588228
Position 6912: 0.10880030942918782
Position 12143: 0.1000279738495872
Position 10261: 0.09635991410865882
Position 7096: 0.07130842404874391
Position 15281: 0.06300961745147776
Position 1859: 0.0611786325230962
Position 13836: 0.05443425299163793
Position 12656: 0.05190528757321393
Position 7910: 0.04771812443641303
Position 7760: 0.03857406003652461
Position 10719: 0.030581527411175757
Position 12838: 0.026834650909530102
Position 14230: 0.022771977667760294
Position 7125: 0.021651095111310498
Position 13321: 0.01866956439674892
Position 5401: 0.018577451305159046
Position 3604: 0.01668765429842515
