Gene = Fbxl12
index = 401
Annotated 5SS: [2732]
Annotated 3SS: [5556]
SMsplice 5SS: [ 183  561 2752]
SMsplice 3SS: [ 456 2658 5556]
top_k =  500
Partition function (log Z): -5.408841660702968

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.917434479212448
Position 561: 0.8392182599567214
Position 2732: 0.5101567688084333
Position 2752: 0.4664598832943142
Position 2552: 0.180631610622615
Position 3823: 0.04164966858141497
Position 5592: 0.03317642008632564
Position 5232: 0.02702460428158222
Position 931: 0.019389366824689846
Position 5081: 0.016410226990625748
Position 377: 0.015122134641183508
Position 5690: 0.014889014491805505
Position 3325: 0.009237391088919246
Position 4035: 0.007846980290555637
Position 1893: 0.007575810454935954
Position 2032: 0.004702259789150843
Position 2450: 0.004166293442744289
Position 5469: 0.0033591888114797496
Position 5941: 0.0025744995105194644
Position 926: 0.0025159358134531273
Position 363: 0.0024722650100959735
Position 6022: 0.002373656605115
Position 5962: 0.0023161766762035043
Position 4753: 0.0022418334491295802
Position 6085: 0.0019483880801478026
Position 3289: 0.0018377128082557657
Position 128: 0.001710741441829293
Position 2789: 0.0016820240256162934
Position 6763: 0.0016084443843084734
Position 375: 0.001602269227243513
Position 5746: 0.0015100332799123412
Position 3531: 0.001255572572430701
Position 758: 0.001144495020601088
Position 6787: 0.0010671972104581416
Position 4021: 0.0009580696738981237
Position 923: 0.0008590237826440521
Position 381: 0.0007869481114329229
Position 341: 0.0007471345351952112
Position 2496: 0.0005867963192899807
Position 2218: 0.000575414420087359
Position 1207: 0.0005430925584201195
Position 5664: 0.0005016821785892092
Position 4776: 0.0004948564635043938
Position 4759: 0.0004920385851627993
Position 383: 0.000469394500742419
Position 358: 0.00036660614936279704
Position 5093: 0.0003421717771468196
Position 198: 0.0002841922279356726
Position 303: 0.00015489451304174888
Position 185: 0.00011235127448996527
Position 212: 0.00010260917501485107
Position 276: 8.578165902689906e-05
Position 76: 8.361997374148852e-05
Position 252: 4.623262096682513e-05
Position 478: 4.1234186624830293e-05
Position 315: 3.8885470499203364e-05
Position 279: 3.282330449395173e-05
Position 273: 3.271332262530181e-05
Position 5637: 2.3981864308141316e-05
Position 14: 2.358909231896753e-05
Position 285: 2.080024420474652e-05
Position 330: 2.0142081525436963e-05
Position 651: 1.1342237940628083e-05
Position 66: 1.0352504108838564e-05
Position 24: 9.703261050800363e-06
Position 78: 7.405687504397412e-06
Position 22: 3.620170423021037e-06
Position 400: 2.82624075536374e-06
Position 1216: 1.1086616730853228e-06
Position 717: 9.94832970376784e-07
Position 592: 6.354668717533565e-07
Position 770: 1.7772060559097494e-07
Position 955: 1.3794975522121411e-07
Position 609: 1.1506141133449581e-07
Position 2795: 1.1266461671014156e-07
Position 869: 6.888450152839137e-08
Position 863: 6.134138228262934e-08
Position 898: 5.17009101726697e-08
Position 450: 2.957506457776776e-08
Position 510: 1.6798959295679874e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2658: 0.7654111072431694
Position 456: 0.7391330294047023
Position 5556: 0.4986875243566864
Position 5823: 0.17389536174608697
Position 2551: 0.16348068995686696
Position 6661: 0.15091627516299472
Position 2490: 0.07490268216555399
Position 5134: 0.06418153391100019
Position 5275: 0.05228892019058915
Position 2391: 0.04888462731104105
Position 3716: 0.03769317905831028
Position 2405: 0.03188982686034671
Position 3943: 0.030987287432325466
Position 2415: 0.030947708053047748
Position 279: 0.025693950828555415
Position 789: 0.02034137633474824
Position 2373: 0.019869281437300466
Position 5652: 0.019781606567434162
Position 2932: 0.014521865037572954
Position 5167: 0.014426243346887193
Position 4929: 0.012955796031946212
Position 5231: 0.009981590649209634
Position 2677: 0.009862836702601104
Position 1780: 0.009028432915841978
Position 6920: 0.007471291684031205
Position 2341: 0.007465397160957458
Position 2816: 0.006196326486139449
Position 3883: 0.005738913154130289
Position 6196: 0.00529125221274104
Position 291: 0.00506540007540266
Position 3742: 0.004999601192103666
Position 397: 0.004915232244865242
Position 3083: 0.003970778544044607
Position 3226: 0.00392493077690919
Position 4129: 0.0037118360362311054
Position 3243: 0.003636009296863189
Position 3360: 0.0036314489270104417
Position 2679: 0.0036061446175943215
Position 4955: 0.003282812672983999
Position 3067: 0.003134554399015549
Position 6590: 0.003018700492271621
Position 2233: 0.002595039955545665
Position 2856: 0.0025757248029716876
Position 510: 0.0025129744145766224
Position 3274: 0.0024122502008546275
Position 3622: 0.0023467658602802023
Position 6408: 0.00229284439093656
Position 1954: 0.002127083356723362
Position 654: 0.0020601782559369467
Position 2684: 0.0020206975808989684
Position 2619: 0.0020044965328249766
Position 543: 0.0017942117639499942
Position 3439: 0.0017676683737930193
Position 839: 0.0016680082027158644
Position 3978: 0.001666461650279493
Position 6689: 0.00158216012568316
Position 4603: 0.001475057404520507
Position 6068: 0.0012264397141536704
Position 6970: 0.0012084193273195916
Position 5491: 0.0012035410480264247
Position 4301: 0.001185087840099845
Position 2598: 0.0011704393434341736
Position 4681: 0.001041662875841161
Position 6043: 0.0010094709404337627
Position 1662: 0.000998498013289217
Position 5271: 0.0009960298582200305
Position 2577: 0.0009921491232389597
Position 4982: 0.0009584898040076329
Position 3939: 0.0008322954539111574
Position 4316: 0.0008218438147430123
Position 5759: 0.000821509244025146
Position 5531: 0.0007288023472512992
Position 300: 0.0005833618045526324
Position 1072: 0.0005774730517802714
Position 1616: 0.0005607768386511977
Position 540: 0.0005591523777354681
Position 3487: 0.0005566523939610125
Position 2140: 0.00048376541275136844
Position 1911: 0.00047515858409711247
Position 6177: 0.0004635460477015448
Position 3325: 0.0004587012244700437
Position 4605: 0.00033656434024707804
Position 967: 0.0003273798518888069
Position 3695: 0.0003127800374486806
Position 3904: 0.00029977375628604196
