Gene = Ankrd50
index = 124
Annotated 5SS: [  174  2154 21945]
Annotated 3SS: [  859 21714 32338]
SMsplice 5SS: [  174  4661 16612 21945 30804]
SMsplice 3SS: [ 4492 16472 21714 30668 32338]
top_k =  500
Partition function (log Z): -19.67968012982221

Sorted 5' Splice Sites (High to Low Probability):
Position 174: 0.9909848719049297
Position 4661: 0.9842331432067475
Position 21945: 0.6740200827939896
Position 2154: 0.4488941587389777
Position 985: 0.1796756723657723
Position 1577: 0.09141400488742293
Position 793: 0.0885134390329123
Position 3177: 0.0657064018168176
Position 763: 0.04876311871199501
Position 973: 0.04765329933728184
Position 724: 0.008642162412499028
Position 1159: 0.007608900403482642
Position 2168: 0.006550970870548893
Position 1582: 0.004852351976968844
Position 6151: 0.0029401050447452697
Position 94: 0.0017179658219195872
Position 453: 0.0015830424749311567
Position 6132: 0.001479017372515549
Position 6100: 0.001358572517568835
Position 755: 0.000504102859427057
Position 233: 0.0003746854112226707
Position 606: 0.00034722678960091185
Position 571: 0.0003278994782090267
Position 3010: 0.00026020150535409337
Position 914: 0.00022701878737406653
Position 488: 0.0002141672193569221
Position 944: 0.00020217178331607803
Position 645: 0.0001873051732201725
Position 2691: 0.00010242974402169147
Position 134: 0.00010047281864121746
Position 210: 7.507024496091135e-05
Position 1040: 6.744381962483405e-05
Position 2889: 6.690302486779174e-05
Position 5385: 5.969266876429409e-05
Position 767: 5.2720120312401856e-05
Position 1867: 4.515766681321959e-05
Position 807: 3.8765062729094406e-05
Position 598: 3.132609856566261e-05
Position 610: 2.9904042337770392e-05
Position 1147: 1.8859878589746038e-05
Position 620: 1.7346355454650675e-05
Position 154: 1.5672695990895906e-05
Position 341: 1.2390801642141006e-05
Position 1522: 1.0233586013474366e-05
Position 392: 9.289025439435857e-06
Position 665: 8.569617714278214e-06
Position 781: 5.903289100554782e-06
Position 2681: 5.303062245644514e-06
Position 526: 5.094435603114705e-06
Position 957: 4.62222656373964e-06
Position 492: 4.411725383387324e-06
Position 1946: 2.8962891487389445e-06
Position 1532: 2.7849714639983117e-06
Position 2387: 2.7479355638340377e-06
Position 630: 1.1428863420095474e-06
Position 51: 9.95699406171355e-07
Position 636: 6.140620225952597e-07
Position 543: 6.04502395912914e-07
Position 1127: 3.383357961921642e-07
Position 408: 2.521824350932079e-07
Position 337: 2.356063569164385e-07
Position 742: 1.9674292375713714e-07
Position 689: 1.744425100016798e-07
Position 929: 1.5700689543232417e-07
Position 674: 1.0612004516426099e-07
Position 797: 5.7636871068183264e-08
Position 324: 4.502169767294153e-08
Position 18: 4.35414688410036e-08
Position 691: 2.762953368817277e-08
Position 27: 1.895167059433593e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 21714: 0.9678054009009147
Position 4492: 0.7102698969999862
Position 23115: 0.6740200827939896
Position 2065: 0.33717709692108666
Position 859: 0.2298555034987873
Position 4369: 0.19236156400599344
Position 1276: 0.09439198623993601
Position 645: 0.08831527289076063
Position 4436: 0.08237540129172667
Position 3101: 0.06744040914428419
Position 486: 0.04911751096231013
Position 1922: 0.031539788648204
Position 1870: 0.029852112784340804
Position 1984: 0.014834074989577653
Position 1941: 0.012533988264421557
Position 6006: 0.01060073691805456
Position 1908: 0.007849682468371946
Position 1755: 0.00744645871864617
Position 1446: 0.006545471522279715
Position 1743: 0.00647630980776678
Position 1934: 0.006099569696627544
Position 8501: 0.00504862814238906
Position 689: 0.0045595712554100795
Position 7677: 0.0034982598312115745
Position 889: 0.003029835267080558
Position 1026: 0.002231721015826078
Position 1783: 0.0017179856006597142
Position 7717: 0.0015608259793458898
Position 6371: 0.0010290236641187682
Position 5309: 0.0008286459343667253
Position 1097: 0.0007589653852596504
Position 7241: 0.0007390172842827633
Position 649: 0.0006979412435382206
Position 1044: 0.0006958256098954067
Position 5923: 0.0006682275776370056
Position 4965: 0.00066046524298279
Position 6951: 0.000575925870086281
Position 5901: 0.0005388173718340884
Position 9234: 0.0005328813676068988
Position 5586: 0.00035479908670143606
Position 1191: 0.0003441524800324219
Position 2374: 0.00027447897367394587
Position 1239: 0.00025932788688404353
Position 9281: 0.0002529845468131092
Position 2873: 0.000237787247260644
Position 5529: 0.00022740426923801806
Position 5420: 0.0002088937477533062
Position 6909: 0.00016067132462201306
Position 969: 0.0001596261087367846
Position 2721: 0.00014765094586704632
Position 4739: 0.0001420406757961073
Position 6676: 0.00012871293841749628
Position 6147: 0.00010168873278890816
Position 7524: 9.409013102808164e-05
Position 4258: 6.093606825542255e-05
Position 6568: 5.600449326456796e-05
Position 2740: 5.3254991035907535e-05
Position 6056: 5.1717613898820545e-05
Position 2571: 4.7832718061622416e-05
Position 4295: 3.863448630483424e-05
Position 584: 3.364434578109308e-05
Position 3580: 3.0586458336485296e-05
Position 2792: 2.7366030819698907e-05
Position 345: 2.2457302119295322e-05
Position 913: 2.061082014004427e-05
Position 2517: 1.947519095094895e-05
Position 609: 1.943975767072433e-05
Position 452: 1.7921856073822074e-05
Position 1304: 1.6205415779164707e-05
Position 1007: 1.5197594274502011e-05
Position 2608: 1.4929647386270035e-05
Position 264: 1.2977103095513247e-05
Position 432: 1.112857338416178e-05
Position 317: 1.1103468864223544e-05
Position 972: 1.0706225877526385e-05
Position 835: 1.0164032083350789e-05
Position 559: 9.734635759165424e-06
Position 1328: 7.268079964331981e-06
Position 697: 7.192912361903997e-06
Position 1359: 6.536040546554063e-06
Position 1068: 4.851891750736331e-06
Position 1596: 3.920548474754796e-06
Position 700: 3.3864992319048624e-06
Position 752: 2.433350288608906e-06
Position 1062: 2.394756264622756e-06
Position 511: 1.5854566873866593e-06
Position 469: 1.4145842975886687e-06
Position 563: 1.2989490100896564e-06
Position 1009: 1.1799517374798982e-06
Position 350: 1.105408611614261e-06
Position 508: 1.0065709569570967e-06
Position 723: 7.566561419103739e-07
Position 982: 6.677597131781595e-07
Position 596: 4.784287860739849e-07
Position 2244: 4.783681183946817e-07
Position 781: 3.447345999692572e-07
Position 449: 3.4175189452947467e-07
Position 408: 2.509294407810598e-07
Position 389: 2.4704397582623843e-07
Position 371: 1.6810464282542054e-07
Position 543: 1.3322337133793568e-07
Position 237: 1.1753104284570263e-07
Position 620: 1.0818435573969438e-07
Position 717: 1.0147859699123514e-07
Position 331: 3.690800762646086e-08
Position 362: 2.434360828903277e-08
Position 1707: 9.960047436598735e-09
Position 375: 5.389762979369484e-10
Position 373: 3.7069839528660305e-10
Position 386: 3.6736282129681624e-10
Position 190: 2.248432994373803e-10
Position 187: 1.4581728275615373e-10
Position 213: 1.3157369214146482e-10
Position 89: 7.924374221524572e-11
Position 534: 7.876816065438949e-11
Position 159: 7.264948903535946e-11
Position 166: 3.0148822724461704e-11
Position 218: 2.6114771356485956e-11
Position 83: 2.286568820112342e-12
Position 106: 7.53148342577658e-13
Position 173: 1.6115409624298564e-13
Position 152: 1.5333548330401118e-13
Position 100: 1.3665333929992475e-13
Position 198: 1.2038836320964361e-13
Position 201: 9.758077422746884e-14
