Gene = 1110004F10Rik
index = 2
Annotated 5SS: [  225  6223  8704 10020]
Annotated 3SS: [ 6138  8642  9909 10910]
SMsplice 5SS: [  87 6223 8704]
SMsplice 3SS: [ 6138  8642 10890]
top_k =  500
Partition function (log Z): -6.614275801067248

Sorted 5' Splice Sites (High to Low Probability):
Position 8704: 0.9823469717311948
Position 6223: 0.6107720994336217
Position 87: 0.4599932130891051
Position 10020: 0.4304504342348348
Position 11168: 0.42749826704065785
Position 925: 0.2433978408394725
Position 623: 0.2217140587820425
Position 483: 0.132798809029639
Position 268: 0.12399781268364693
Position 2769: 0.12179230331477787
Position 225: 0.08372850396244381
Position 9986: 0.06387333544276186
Position 10999: 0.03499212158215994
Position 5966: 0.030381187998959325
Position 11123: 0.02317636365684887
Position 125: 0.021659897325715802
Position 7210: 0.01796207586101243
Position 10458: 0.015081729972309294
Position 718: 0.014908998007750278
Position 2239: 0.012615251244400263
Position 11114: 0.0116819941775478
Position 9475: 0.011196071309515762
Position 10933: 0.011195738550576682
Position 195: 0.008311973670155504
Position 29: 0.007619541690565725
Position 202: 0.007426147755394026
Position 11740: 0.005066388999586272
Position 2554: 0.004285934435313578
Position 10015: 0.004111882012054974
Position 74: 0.0032152038675556686
Position 10387: 0.0029235725755889334
Position 11479: 0.0021578319088561546
Position 179: 0.002065938738861745
Position 8730: 0.002020527316109415
Position 11009: 0.0018010652150194243
Position 10981: 0.0017148465900673644
Position 245: 0.0015109389300914519
Position 11128: 0.0013299889818633908
Position 144: 0.0008920071219442258
Position 11118: 0.0007505041574970933
Position 11024: 0.0007491713441555056
Position 394: 0.000530040248655856
Position 23: 0.00042035832648526093
Position 9447: 0.0003908255592954483
Position 166: 0.00038647632050124015
Position 9377: 0.0003318614345256473
Position 687: 0.0003274146578161615
Position 9372: 0.0002446149348804991
Position 256: 0.00018125142460095713
Position 11422: 0.00016298110882389892
Position 728: 0.00015371208076730918
Position 500: 0.0001433538637905915
Position 11695: 0.00014287909242174766
Position 102: 0.00012898606838730622
Position 8952: 0.00010492162186707634
Position 431: 9.382058443185729e-05
Position 469: 8.948806881268075e-05
