Gene = Srsf11
index = 1031
Annotated 5SS: [  124  5188  9915 13799 14680 15264 17328 18830 20318 22688 23860 24330]
Annotated 3SS: [ 4990  9780 13688 14586 15213 17199 18747 20185 22597 23763 24190 24435]
SMsplice 5SS: [  124  4649  9915 13397 13799 14680 17328 17553 18830 20318 22688 23860
 24330]
SMsplice 3SS: [ 4572  9780 13279 13688 14586 17199 17440 18747 20185 22597 23763 24190
 24438]
top_k =  500
Partition function (log Z): 21.82207605869813

Sorted 5' Splice Sites (High to Low Probability):
Position 24330: 0.9987481795675061
Position 124: 0.9972086581293287
Position 22688: 0.9809180874669997
Position 18830: 0.9690184564251603
Position 20318: 0.9689532654953628
Position 13397: 0.9553821192370698
Position 17328: 0.9542945345670943
Position 14680: 0.9065063170391082
Position 4649: 0.8290215820735565
Position 23860: 0.7947483094405813
Position 9915: 0.6494348786688744
Position 13799: 0.6153039218495364
Position 17553: 0.5493944422688501
Position 12517: 0.49102782873005685
Position 1868: 0.38093238083278647
Position 17135: 0.3193546413266452
Position 6857: 0.20996622711935717
Position 21717: 0.18064324814076257
Position 8873: 0.11842894942384302
Position 5225: 0.11732876989721987
Position 21531: 0.10705308180533855
Position 15264: 0.08102323860731603
Position 12342: 0.07802108372337178
Position 4000: 0.06911616567694388
Position 10860: 0.06657581122800071
Position 21758: 0.04716893954790003
Position 17620: 0.047131493607828104
Position 17098: 0.039220420668732436
Position 13825: 0.03848845462002347
Position 3477: 0.03806304360234743
Position 20395: 0.03584365659578728
Position 9983: 0.03465408290285457
Position 18348: 0.034615580324004275
Position 22354: 0.03300003420960977
Position 12571: 0.031102090880494898
Position 23866: 0.03067278380532232
Position 2022: 0.02987944646847928
Position 15779: 0.02838912136432697
Position 24559: 0.02829475333231077
Position 17596: 0.026742372188213296
Position 15349: 0.024365961695817697
Position 24623: 0.02272527011445731
Position 2419: 0.022551229602249413
Position 17991: 0.02175811350250606
Position 17650: 0.020407799859690087
Position 24479: 0.019138748998821876
Position 12883: 0.018302674836028404
Position 5188: 0.017951816418322147
Position 3613: 0.017492867121336002
Position 2270: 0.017420492079976868
Position 18876: 0.015978157074223214
Position 10109: 0.015824837380981463
Position 22812: 0.015411531169440535
Position 14390: 0.013336442603055304
Position 1915: 0.011350615218006083
Position 11376: 0.009781384714752565
Position 24922: 0.009326351985078984
Position 10208: 0.008432046643230265
Position 10977: 0.008066316817387058
Position 22259: 0.006851070422523692
Position 17374: 0.0059064680544738775
Position 11169: 0.0058429067935212315
Position 11153: 0.0048871382747866
Position 17711: 0.0045925634417622934
Position 17365: 0.004470698732112526
Position 22346: 0.004022161258653193
Position 21621: 0.003793837344613459
Position 24583: 0.003380620192350556
Position 17285: 0.0033236674268845683
Position 2318: 0.0030362775792349603
Position 23818: 0.002619780735589359
Position 17506: 0.0026136012263906832
Position 128: 0.002611578465672719
Position 298: 0.0025444450677131383
Position 17997: 0.0022553200920568776
Position 23568: 0.0021777511305630846
Position 24520: 0.0018041746054365084
Position 1952: 0.0018025028077440052
Position 24652: 0.001666891731322759
Position 361: 0.001557917261796129
Position 21701: 0.0013796268825563005
Position 18881: 0.001300704034914827
Position 13843: 0.0012530397996551844
Position 23071: 0.001253011268302921
Position 19135: 0.0009081708160117309
Position 17624: 0.0009021011768937069
Position 18853: 0.0008273062859476885
Position 17639: 0.0007428576393073406
Position 24334: 0.0006715540597602411
Position 14703: 0.0006041582960649695
Position 14722: 0.0005777829722675169
Position 23881: 0.0004225434851375926
