Gene = Coa4
index = 279
Annotated 5SS: [93]
Annotated 3SS: [1971]
SMsplice 5SS: [93]
SMsplice 3SS: [1971]
top_k =  500
Partition function (log Z): -6.825842231443342

Sorted 5' Splice Sites (High to Low Probability):
Position 93: 0.8149910271753957
Position 497: 0.1287492796178681
Position 1876: 0.1241768667628186
Position 166: 0.10542417020953053
Position 2074: 0.03179447041182265
Position 1660: 0.008571167832152733
Position 759: 0.008044855719468625
Position 850: 0.005929538314786092
Position 1155: 0.005115121902383953
Position 2024: 0.0036720012087930166
Position 1499: 0.0018974111134809496
Position 1792: 0.0015840316203969689
Position 773: 0.0015225343280660642
Position 2172: 0.001322941347273669
Position 775: 0.001043904276239343
Position 130: 0.0009945630954182178
Position 190: 0.000986841323597014
Position 1850: 0.0009127416493260551
Position 1098: 0.0007185234092648913
Position 2419: 0.0007142321842280978
Position 1558: 0.0006779350545390293
Position 2110: 0.0006392079484929403
Position 2153: 0.00045141928016550375
Position 145: 0.0003862224217639153
Position 747: 0.0003817478237910543
Position 362: 0.0003423131539470897
Position 320: 0.00032040357041095195
Position 2319: 0.00030374746213382463
Position 502: 0.00028912978005306045
Position 1894: 0.0002605546325140843
Position 717: 0.00025405008986613154
Position 1304: 0.00025318138591138423
Position 1225: 0.00024727902240077307
Position 2082: 0.00021001347037630764
Position 942: 0.0002011460718616277
Position 389: 0.00018436577880609966
Position 845: 0.00016752575224393603
Position 911: 0.00015907056563160783
Position 914: 0.00015711164503782066
Position 1190: 0.00015499876914168933
Position 1113: 0.000151405277538854
Position 806: 0.0001422381779938056
Position 391: 0.00014221122435187025
Position 1206: 0.0001262722339667248
Position 387: 0.00012274408561740785
Position 831: 0.0001201646094792897
Position 393: 0.00010661331246306718
Position 862: 9.280446441802491e-05
Position 1578: 8.603612191302133e-05
Position 706: 6.962063243438295e-05
Position 902: 6.941947865747986e-05
Position 395: 6.775003569526584e-05
Position 353: 5.891254091978519e-05
Position 304: 5.794975528354136e-05
Position 1110: 5.133930898212728e-05
Position 2990: 4.106386548366616e-05
Position 1532: 3.698263713899336e-05
Position 452: 3.109759134487698e-05
Position 1092: 2.9577252391728846e-05
Position 491: 2.780918816664162e-05
Position 397: 2.7794033267137582e-05
Position 399: 2.7924737704120967e-06
Position 401: 1.9117293332806113e-06
Position 898: 1.2562457669291682e-06
Position 663: 1.1829978771646738e-06
Position 403: 1.1171931442262618e-06
Position 214: 9.268129943092598e-07
Position 532: 8.994856563347847e-07
Position 405: 8.539978329250317e-07
Position 2178: 7.551445183109874e-07
Position 516: 7.131998686240926e-07
Position 407: 5.576073897134315e-07
Position 417: 4.6892569938601305e-07
Position 245: 4.275087554290319e-07
Position 409: 3.458264367284218e-07
Position 411: 2.9711568021757826e-07
Position 925: 2.7282489104307177e-07
Position 413: 2.5594435249144763e-07
Position 26: 2.5306130667765065e-07
Position 51: 2.520122296593208e-07
Position 339: 2.1456430130384625e-07
Position 527: 1.7969895838888795e-07
Position 561: 1.5855492974487896e-07
Position 281: 9.922496309888261e-08
Position 2267: 9.229075112469875e-08
Position 483: 4.694615243977242e-08
Position 1942: 1.3481589370662477e-08
Position 415: 8.933328429824638e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1971: 0.9200554772959716
Position 1775: 0.07872914594726863
Position 654: 0.05304361540781099
Position 1791: 0.0374366060075605
Position 301: 0.03370052350923172
Position 2797: 0.015553786685838622
Position 1384: 0.010830952087883025
Position 1012: 0.01073306614879569
Position 275: 0.009894241877631813
Position 1659: 0.00934685497958177
Position 2580: 0.007292802714561524
Position 1514: 0.005409303915256567
Position 1663: 0.004577499609425589
Position 451: 0.004307345130965034
Position 228: 0.004240229930870866
Position 3193: 0.0039375794894160624
Position 2499: 0.003504672869736933
Position 2547: 0.003334873430985824
Position 2801: 0.003318744076477518
Position 2943: 0.0030837441361923567
Position 2267: 0.003081777678523372
Position 494: 0.002525321703358224
Position 1994: 0.002194324637728496
Position 2886: 0.00180800207666358
Position 1491: 0.0017829232890501274
Position 2102: 0.00174557221211794
Position 1359: 0.0016198726084380994
Position 1919: 0.00157600300307341
Position 1721: 0.001500835180551233
Position 2003: 0.001014086314506254
Position 2745: 0.0008618544273779281
Position 895: 0.0007376296270730922
Position 3012: 0.0007352345414426159
Position 2361: 0.0006780299134082587
Position 2990: 0.0006691311879687615
Position 1545: 0.0006198323381231932
Position 1724: 0.000612266157215955
Position 304: 0.0005960247596187123
Position 1037: 0.0005414371519238811
Position 3149: 0.0005192278748627139
Position 2709: 0.000503662688092335
Position 2087: 0.0004868541384512709
Position 786: 0.00046501430704040756
Position 1822: 0.00045311661437708885
Position 231: 0.0004410645108479422
Position 3110: 0.00040483382846489874
Position 1473: 0.00039579612641947603
Position 1458: 0.0003464914165001372
Position 2349: 0.00033208739578059185
Position 1057: 0.00028151596833907
Position 561: 0.0002785399910090288
Position 3164: 0.0002669476036404261
Position 1859: 0.0002612858249675321
Position 2922: 0.00018902393026042888
Position 1578: 0.0001830557137620863
Position 2029: 0.0001661275783378222
Position 2128: 0.00016568638239936362
Position 2212: 0.00016439306370830007
Position 742: 0.00015645130421824578
Position 249: 0.00014541049657880326
Position 1688: 0.00014160829488607543
Position 2423: 0.0001358290737231462
Position 1397: 0.00013197979899419972
Position 459: 0.00013032552123063402
Position 3026: 0.000125486792113845
Position 2970: 0.00012247603092436585
Position 1206: 0.00010440661980853799
Position 257: 0.00010146370675370852
Position 311: 9.839158381375041e-05
Position 1981: 9.395277737016283e-05
Position 339: 6.596050985268019e-05
Position 3050: 5.857231571970398e-05
Position 1047: 5.759411159697198e-05
Position 1532: 5.248875356311843e-05
Position 353: 5.0385573962941004e-05
Position 174: 4.9952226161914384e-05
Position 2594: 4.163805386837036e-05
Position 3086: 4.111195165410264e-05
Position 2370: 3.941282780781939e-05
Position 2166: 3.905852617505838e-05
Position 2032: 3.701330856995726e-05
Position 2188: 3.559497126637581e-05
Position 3198: 3.3186997353451024e-05
Position 1303: 3.2846953397445474e-05
Position 2285: 3.2192523374625485e-05
Position 1415: 3.1159539116431853e-05
Position 1601: 3.071138557261846e-05
Position 1066: 2.250369649592015e-05
Position 501: 1.9887043506455276e-05
Position 3249: 1.8480619385969342e-05
Position 1247: 1.7674651654086216e-05
Position 663: 1.7333924353326586e-05
Position 674: 1.606781401174587e-05
Position 925: 1.2344114780843476e-05
Position 374: 4.5539578332837626e-06
Position 362: 1.1231948457361317e-06
Position 242: 6.366838384476297e-07
Position 165: 3.0348165184121115e-07
Position 465: 2.580211552274624e-07
Position 163: 2.002156551735044e-08
