Gene = Flad1
index = 413
Annotated 5SS: [  80  706 3442 4455 6009 6283 8468]
Annotated 3SS: [ 482 2696 4306 5909 6092 8393 8561]
SMsplice 5SS: [  80 4455 8468]
SMsplice 3SS: [4306 8393 8561]
top_k =  500
Partition function (log Z): -7.153072108055779

Sorted 5' Splice Sites (High to Low Probability):
Position 4455: 0.8792203772697261
Position 8468: 0.5932445877126226
Position 80: 0.4266020636037036
Position 3442: 0.3989222108238859
Position 706: 0.3508600175141571
Position 6009: 0.31432238552463326
Position 303: 0.24585171468824457
Position 118: 0.19099131837475422
Position 6283: 0.15127885048064477
Position 9464: 0.1387488184468662
Position 822: 0.11468784307249173
Position 6093: 0.07825808116144425
Position 8694: 0.05491301336062534
Position 5755: 0.04713832355221201
Position 1007: 0.046678391789226385
Position 2760: 0.045417006415814545
Position 191: 0.0408465646531953
Position 3412: 0.038049044581462216
Position 507: 0.03354417456099341
Position 6143: 0.027148045390149905
Position 3176: 0.02040346616382621
Position 8473: 0.015134845994771256
Position 239: 0.014276865227347526
Position 8562: 0.013933612582486038
Position 8756: 0.01285657678642444
Position 8490: 0.012810178840751486
Position 441: 0.0101714207149721
Position 46: 0.00990655376965112
Position 211: 0.008032321619189521
Position 394: 0.0038928444155372378
Position 765: 0.0037905412703335495
Position 2811: 0.003396723325420918
Position 375: 0.0030689606620890814
Position 8760: 0.002651908333728018
Position 1330: 0.002536256956685636
Position 8645: 0.0023691464273196726
Position 7237: 0.0017417448458202066
Position 133: 0.0014528890765677562
Position 122: 0.0013415515504526317
Position 3019: 0.0011275340503734302
Position 110: 0.0010453404382601043
Position 2332: 0.0007566892396179727
Position 400: 0.0007034488302693733
Position 1228: 0.0006645692255397777
Position 4566: 0.000592763722935153
Position 4684: 0.00035244576723365747
Position 300: 0.0002875975694839582
Position 5761: 0.000245234365876658
Position 307: 0.00021382135232911006
Position 6931: 0.00014337420565391316
Position 483: 0.00010070261297119282
Position 65: 9.948791117118203e-05
Position 546: 5.246981152649204e-05
Position 5139: 1.7303211649929957e-05
Position 568: 1.4358588542004127e-05
Position 350: 7.2296732824928e-06
Position 575: 2.512577343743111e-06
Position 26: 2.4010293036755025e-06
Position 859: 8.321419570606077e-07
