Gene = Rell1
index = 894
Annotated 5SS: [  252 31092 32875 38420 41909 44163]
Annotated 3SS: [30863 32802 38361 41671 44023 57745]
SMsplice 5SS: [  252 17711 19442 25529 30958 32875 41909 44163 52699]
SMsplice 3SS: [17574 19394 25402 30863 32802 41671 44023 52618 57745]
top_k =  500
Partition function (log Z): -37.59696564163192

Sorted 5' Splice Sites (High to Low Probability):
Position 252: 0.8993158264048413
Position 5730: 0.320610910214483
Position 5761: 0.29394913689372065
Position 3058: 0.16220243064082276
Position 7125: 0.1140990049834466
Position 283: 0.0812043504649647
Position 2521: 0.08051100989409121
Position 1537: 0.05924544303401562
Position 9546: 0.04264941069583543
Position 1534: 0.039784766436997174
Position 5220: 0.03954280813706094
Position 7819: 0.03138985706910905
Position 2324: 0.023872933978876444
Position 227: 0.017225583798021676
Position 6974: 0.01607691231080094
Position 1214: 0.01420275008368877
Position 8455: 0.01270047231941825
Position 4026: 0.011420570262853414
Position 2061: 0.009915910187423145
Position 3785: 0.009507790874911146
Position 1614: 0.008309529735757756
Position 7850: 0.006496810629515693
Position 7367: 0.0033344088422528834
Position 6806: 0.003140457050842557
Position 46: 0.0015887354482548388
Position 745: 0.0009735047935864152
Position 4574: 0.0009197345130024838
Position 2088: 0.0008429453181218198
Position 3422: 0.0007525660396441738
Position 962: 0.0006802946008898281
Position 1908: 0.0005456348914688915
Position 187: 0.0004829981071702081
Position 1773: 0.00043902756541518265
Position 5718: 0.00035839204243130957
Position 4461: 0.00034407932955473274
Position 12: 0.00030954472362921387
Position 2233: 0.00029725113299074185
Position 2582: 0.00021569214034031407
Position 4048: 0.00020238782687985959
Position 2270: 7.285756316986858e-05
Position 2561: 7.124566053903612e-05
Position 3513: 4.6106447733818705e-05
Position 430: 4.0322980508498705e-05
Position 2228: 3.1581462548186935e-05
Position 1963: 2.7875089145817176e-05
Position 1618: 2.6627848448095924e-05
Position 726: 2.606026852882094e-05
Position 2076: 1.1548255464621617e-05
Position 7: 1.0130713526989824e-05
Position 270: 4.0200444749860935e-06
Position 211: 3.049912981052437e-06
Position 326: 2.2803721628467795e-06
Position 21: 1.7924988469686716e-06
Position 940: 1.0944572406525802e-06
Position 292: 8.35749862200094e-07
Position 172: 7.788187451929505e-07
Position 359: 6.43279513603785e-07
Position 242: 6.040409335079714e-07
Position 31: 4.664160696110096e-07
Position 1264: 2.883412597487656e-07
Position 264: 2.7188758628439477e-07
Position 589: 2.5938622837735415e-07
Position 595: 2.4534627367508594e-07
Position 1240: 2.2854395606134582e-07
Position 641: 2.2422877558330846e-07
Position 1663: 2.1614670649376484e-07
Position 256: 2.143413062953206e-07
Position 1544: 1.2649936549151766e-07
Position 108: 9.14195336008498e-08
Position 231: 3.278170618896019e-08
Position 1753: 2.5406996070128997e-08
Position 330: 1.9469982576818733e-08
Position 477: 9.836073318637104e-09
Position 541: 7.060595631908297e-09
Position 194: 6.982291552429396e-09
Position 408: 6.428601806789263e-09
Position 406: 6.210254883352804e-09
Position 416: 2.815820797800787e-09
Position 453: 1.5287656359476222e-09
Position 376: 8.890973751658022e-10
Position 209: 8.87317030955109e-10
Position 215: 6.186609073911891e-10
Position 287: 8.24541427984572e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5628: 0.6021002544194054
Position 8079: 0.35721922985737364
Position 2999: 0.16410955454162213
Position 9440: 0.15330208489062702
Position 12483: 0.14688787865959696
Position 7079: 0.08071783607102978
Position 7633: 0.07564712843967583
Position 6850: 0.07547671910928658
Position 2376: 0.07460197475756546
Position 4708: 0.060643624772119153
Position 9490: 0.04530442096053099
Position 1388: 0.04236060759227103
Position 5087: 0.041482696890173566
Position 9406: 0.035318114003254755
Position 7076: 0.03513390942338027
Position 5798: 0.033176965257060556
Position 5567: 0.029273300879871778
Position 7756: 0.02654704336563036
Position 1405: 0.025752677129884775
Position 2184: 0.024188174203571826
Position 3651: 0.020954798803646896
Position 1385: 0.01516298725432937
Position 3940: 0.01202894706478735
Position 1120: 0.011329187503866365
Position 1842: 0.010303180002880627
Position 7242: 0.008927870237917655
Position 6714: 0.008108645302469868
Position 1417: 0.006687276617884747
Position 1070: 0.006619327085236363
Position 2894: 0.006169654603407172
Position 2420: 0.005930338558469469
Position 1489: 0.005177729018484259
Position 3330: 0.004398752519254511
Position 6532: 0.0035842581320757205
Position 5907: 0.0033938112960657826
Position 1519: 0.0033798679922409985
Position 3165: 0.0031358617754121
Position 4683: 0.0030786771938192533
Position 7505: 0.0029977204774799876
Position 2232: 0.0027130262489189726
Position 2400: 0.002320115886523375
Position 5802: 0.0022596646148063905
Position 1559: 0.0021836193683957257
Position 3606: 0.002136528545984628
Position 1140: 0.0020441745375002446
Position 3567: 0.001751874538586694
Position 1328: 0.0014992440112612717
Position 2950: 0.0012027079097477462
Position 2023: 0.0011938922176092785
Position 537: 0.0011631798170113402
Position 1179: 0.0011213017865360927
Position 1162: 0.0011056515981272034
Position 2372: 0.0010372840367565373
Position 2468: 0.0010286585195784775
Position 1508: 0.0008962134276913956
Position 2928: 0.0008681111239809873
Position 863: 0.0008377190152966686
Position 1260: 0.0008116655468859548
Position 3841: 0.0008002401442333787
Position 1879: 0.0007333848577502725
Position 3133: 0.0006570610534712191
Position 2821: 0.0006310241441069428
Position 1424: 0.0005867943815367203
Position 1958: 0.000490558946950357
Position 4324: 0.00046864966655159383
Position 602: 0.00046029832881476664
Position 1900: 0.0003705905244303497
Position 5203: 0.0003668077755752156
Position 1270: 0.0003658779528506862
Position 2267: 0.0003643636451090514
Position 3796: 0.00030986873652626487
Position 2666: 0.00030280387737785703
Position 1012: 0.0002986072408681696
Position 4225: 0.0002962380856434198
Position 4453: 0.00024913608209929455
Position 3983: 0.00023312292142503178
Position 4430: 0.0002246153539385757
Position 3286: 0.0002171820783967874
Position 2581: 0.00021645540863193086
Position 701: 0.00020831118976898436
Position 654: 0.0002068391050616873
Position 92: 0.0002032628616627188
Position 569: 0.0002003156646311591
Position 4400: 0.00019926547709468842
Position 1661: 0.00019049037770005312
Position 209: 0.00014177615371544354
Position 4039: 0.0001295178376524789
Position 3725: 0.00012293967381687672
Position 4433: 0.00011135828517708063
Position 4519: 9.622997603613275e-05
Position 3506: 9.550284840199707e-05
Position 4414: 9.377440809404627e-05
Position 3219: 8.999620234882538e-05
Position 745: 8.772760449514388e-05
Position 1137: 6.875909822050593e-05
Position 792: 6.251796492456309e-05
Position 1456: 5.9714058813288134e-05
Position 1533: 4.21638354207706e-05
Position 725: 3.74348690536162e-05
Position 1092: 3.0771308955921394e-05
Position 1644: 2.9797440739006993e-05
Position 2425: 2.1975750798583968e-05
Position 2186: 1.8089299504867233e-05
Position 2004: 1.397042526193984e-05
Position 639: 1.2164412734528985e-05
Position 1087: 1.0622965387442715e-05
Position 1855: 5.217535954429016e-06
Position 1857: 4.584408861594957e-06
Position 1795: 4.4374459220442e-06
Position 2845: 3.2463636112952276e-06
Position 749: 2.465537837718865e-06
Position 887: 2.107118520353056e-06
Position 143: 1.7709221626824758e-06
Position 2865: 1.4675863461676722e-06
Position 2236: 1.170737160800149e-06
Position 1708: 5.019952469932339e-07
Position 927: 1.6309775406899735e-07
Position 1196: 1.1851025327284984e-07
Position 604: 2.586696291798015e-08
Position 1577: 1.9237707516043086e-08
Position 979: 1.3691982467683147e-08
Position 153: 1.20402696438538e-08
Position 614: 1.018487737255502e-08
Position 895: 8.708066535649561e-09
Position 809: 7.459345475263659e-09
Position 100: 7.234047192989671e-09
Position 1023: 5.727074684889467e-09
Position 146: 5.330046195933316e-09
Position 428: 5.287655511378659e-09
Position 804: 4.693438263990328e-09
Position 908: 4.2751525512235805e-09
Position 151: 4.169357514137893e-09
Position 716: 3.402980425426506e-09
Position 802: 2.185987084612203e-09
Position 710: 1.8178925600622038e-09
Position 1151: 7.386216265136727e-11
