Gene = Atraid
index = 153
Annotated 5SS: [ 122  946 3634 3899 4250 5424]
Annotated 3SS: [ 826 3561 3826 4127 5325 5627]
SMsplice 5SS: [ 122  946 3699 4250]
SMsplice 3SS: [ 826 3561 4127 5984]
top_k =  500
Partition function (log Z): -7.5435444666918645

Sorted 5' Splice Sites (High to Low Probability):
Position 946: 0.9013089569546833
Position 122: 0.7960427037290227
Position 4250: 0.7292901603525146
Position 3699: 0.4178316351278315
Position 3634: 0.36519924082921684
Position 5424: 0.22437363803314556
Position 3997: 0.21449958979881023
Position 3899: 0.1494432913228024
Position 678: 0.08484043611833532
Position 156: 0.04968505785119635
Position 5879: 0.03293902156158282
Position 628: 0.023458809080669402
Position 1692: 0.020642326305664344
Position 1395: 0.01768407086089634
Position 665: 0.015671176038931672
Position 194: 0.015631808304368968
Position 289: 0.014256835781238339
Position 2486: 0.010860136713404668
Position 592: 0.008229638610320682
Position 5515: 0.008053696685106736
Position 430: 0.007440346356486074
Position 849: 0.006698181251533065
Position 1415: 0.0057198338880784716
Position 166: 0.004993979653924554
Position 3387: 0.0038339376077464234
Position 5140: 0.0027962792267898842
Position 4583: 0.002795910232362319
Position 3674: 0.0027021722585119277
Position 2844: 0.0024460515517883896
Position 3874: 0.002363828421969646
Position 281: 0.0022273552097709028
Position 882: 0.0021296359962882363
Position 618: 0.0021239036236536395
Position 1391: 0.001985639631700673
Position 660: 0.0019735228723571476
Position 86: 0.0019516104292817906
Position 3903: 0.0017868829284739909
Position 541: 0.0014132466517464573
Position 271: 0.0013651912320741572
Position 196: 0.001284001837210015
Position 3977: 0.0011984963438806625
Position 2209: 0.0011952414034047895
Position 1110: 0.0011908756725136531
Position 2099: 0.0011533804215913051
Position 134: 0.0008075357465047339
Position 3983: 0.0007627770153000905
Position 4327: 0.0007512909324072969
Position 200: 0.0007236256296003395
Position 4160: 0.0007034762328814978
Position 1422: 0.0006431558487844137
Position 686: 0.0006146832107168626
Position 21: 0.0005997334096657791
Position 1379: 0.0005812700418855098
Position 213: 0.0005562393784383016
Position 1675: 0.0005507856768627218
Position 3975: 0.0005466423997464861
Position 43: 0.000499569034362267
Position 52: 0.00044012855250211304
Position 4015: 0.0003865843986513155
Position 5378: 0.0003629594830666914
Position 5846: 0.00034311327114176527
Position 331: 0.00033265771885211264
Position 1509: 0.00031092002868897823
Position 623: 0.00024911234315157655
Position 276: 0.00024161611063578352
Position 273: 0.00023033750867080128
Position 232: 0.000182410863951319
Position 706: 0.00016069365869935553
Position 256: 0.00012029882544818088
Position 711: 0.0001190073155802624
Position 31: 9.273215121498515e-05
Position 398: 9.13138870032775e-05
Position 95: 8.73181939983016e-05
Position 437: 8.118574878626825e-05
Position 390: 7.609414443363878e-05
Position 292: 4.649584624012776e-05
Position 587: 4.261026769039007e-05
Position 530: 3.884198620804299e-05
Position 600: 3.705079338072741e-05
Position 375: 2.49623372642369e-05
Position 434: 2.287196917153287e-05
Position 550: 1.2624675819434191e-05
Position 993: 3.7729483538160907e-06
Position 12: 3.5436065152070312e-06
Position 1047: 3.352489610161407e-06
Position 1007: 2.72087941178247e-06
Position 4356: 2.2247151107437915e-06
Position 1376: 1.453181889539733e-06
Position 808: 1.3107783299764442e-06
Position 1055: 1.6456247216884988e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 826: 0.9052393997490805
Position 3561: 0.7861476403594228
Position 4127: 0.6950331941947403
Position 3826: 0.30851764355074196
Position 5984: 0.2955665198847799
Position 5325: 0.2013178432297677
Position 5378: 0.17874686897052033
Position 5708: 0.1526497095242918
Position 4462: 0.12865816594740637
Position 4194: 0.0843172665572646
Position 5627: 0.06471413544604775
Position 1308: 0.03151106775720506
Position 3801: 0.0280285839772915
Position 4722: 0.024099359887421047
Position 3887: 0.021134741060664736
