Gene = Aagab
index = 90
Annotated 5SS: [  112 14217 14425 14938 16572 32728 33824 36485 36983]
Annotated 3SS: [14025 14327 14847 16487 32644 33723 36379 36932 37546]
SMsplice 5SS: [  112  8737 14217 14425 14938 16572 31448 32728 33824 35281 36485 37639
 38092]
SMsplice 3SS: [ 8649 14025 14327 14847 16487 31353 32644 33613 35111 36379 37546 38023
 40023]
top_k =  500
Partition function (log Z): -4.13822024705755

Sorted 5' Splice Sites (High to Low Probability):
Position 14938: 0.9999327076266077
Position 16572: 0.9980929902885162
Position 112: 0.9903462146707209
Position 14217: 0.933355774982831
Position 8737: 0.7671802724724155
Position 14425: 0.5692949696098596
Position 24641: 0.4563215659442299
Position 3791: 0.35845000762306994
Position 15744: 0.3300777667267366
Position 14693: 0.327448387109348
Position 24207: 0.31773503684676585
Position 19929: 0.18826702587490463
Position 19634: 0.13935884542736293
Position 21728: 0.0997498168614781
Position 15373: 0.09832112754957503
Position 3715: 0.09473548125274547
Position 10021: 0.08940976804226661
Position 21252: 0.07452912121900103
Position 18432: 0.06239767050672666
Position 15683: 0.052009011707679596
Position 20490: 0.050826966606335774
Position 14388: 0.04268109514163626
Position 24707: 0.03880926049410494
Position 24736: 0.03810733749781624
Position 14177: 0.03558470751635316
Position 362: 0.021267067569461194
Position 14132: 0.021244960404356538
Position 2587: 0.01955926494650083
Position 16412: 0.017895522852641704
Position 19472: 0.012292516310521013
Position 3014: 0.011147711722559343
Position 19081: 0.01081574101641401
Position 14400: 0.00899224300877927
Position 15395: 0.006374668728586377
Position 650: 0.005919408853565782
Position 14412: 0.003569283745955728
Position 19702: 0.003456755669703032
Position 1373: 0.003341939507927006
Position 2679: 0.003334298490981759
Position 2619: 0.002755299849115143
Position 268: 0.002531698442267602
Position 14454: 0.002312205616801227
Position 1377: 0.0018435378436765652
Position 19712: 0.0017512736262659365
Position 17869: 0.0016294099369258519
Position 16164: 0.0016098950444615413
Position 19497: 0.001495217170916877
Position 16628: 0.001490852934583503
Position 230: 0.0014745555255617903
Position 15785: 0.0014618116872894779
Position 1734: 0.0013076620374505728
Position 3251: 0.0013034984481651072
Position 16091: 0.0012488439821402527
Position 17110: 0.0009063232338912777
Position 2037: 0.0008190924733441104
Position 19463: 0.0007970714949486828
Position 2892: 0.0007581569547116547
Position 1390: 0.0006485670861112922
Position 116: 0.0005231921225967808
Position 18436: 0.0004904461047804579
Position 416: 0.00041716707753179823
Position 763: 0.0003919855401548685
Position 1425: 0.0003574419569595786
Position 19150: 0.0003507778600249239
Position 2633: 0.0003027556337790422
Position 3638: 0.00028771255595071285
Position 15863: 0.00027831666255325875
Position 18537: 0.0002695100914989489
Position 1559: 0.0002676680233916739
Position 1539: 0.00025494325569491347
Position 19055: 0.00023414466315804436
Position 2053: 0.00023084746232294648
Position 5779: 0.00020528929491151024
Position 2098: 0.0001944132983742465
Position 2154: 0.00018343939442515807
Position 16745: 0.00018081858768656962
Position 489: 0.00017901751711230725
Position 375: 0.00017859515325249523
Position 793: 0.00016270296483163993
