Gene = 2410004B18Rik
index = 38
Annotated 5SS: [ 315 1083]
Annotated 3SS: [ 883 5782]
SMsplice 5SS: [ 315  656 1083 3273]
SMsplice 3SS: [ 528  932 3180 5782]
top_k =  500
Partition function (log Z): -3.638314228015632

Sorted 5' Splice Sites (High to Low Probability):
Position 1083: 0.9857935111449656
Position 315: 0.9219733075136063
Position 3273: 0.7063848449023094
Position 656: 0.43195199866305173
Position 5585: 0.3305982747937163
Position 616: 0.19574410997975966
Position 5904: 0.15233026400354807
Position 5853: 0.09808943634823834
Position 847: 0.04276228337249617
Position 5512: 0.031428398019475376
Position 5863: 0.024927994340930605
Position 5461: 0.024221787890252616
Position 631: 0.022792059122473632
Position 6485: 0.02132032689089721
Position 6011: 0.020624771751496802
Position 6440: 0.019277854925761652
Position 5343: 0.01642119509117013
Position 5877: 0.015328108884891832
Position 5882: 0.013431554865719331
Position 3720: 0.010053637732475027
Position 1922: 0.009915900870661938
Position 5935: 0.0066154579121260725
Position 234: 0.006283223615648664
Position 628: 0.005895039081809643
Position 5369: 0.005777655829395554
Position 1875: 0.0053859996810524825
Position 826: 0.005023197816612799
Position 6166: 0.004688514806166964
Position 5173: 0.004572149621440764
Position 814: 0.004316426892772359
Position 6447: 0.0040434643448986245
Position 142: 0.0032180641841717443
Position 3904: 0.0030391611130593187
Position 5470: 0.0021999244881006504
Position 297: 0.001819286260697871
Position 2522: 0.0015414291171462998
Position 2393: 0.0013967815187448593
Position 2376: 0.0013670942655647936
Position 666: 0.0013139613784292719
Position 3236: 0.0011873050417204431
Position 5894: 0.001085245817726684
Position 26: 0.0006728259395346649
Position 294: 0.0004763789869952504
Position 110: 0.00045526733028773534
Position 789: 0.0003478855240530747
Position 5319: 0.00032565064241020384
Position 224: 0.00030097524841594714
Position 6609: 0.0002986997996078423
Position 68: 0.0002799900219847141
Position 4067: 0.0002632992097526869
Position 591: 0.0002143265173196225
Position 417: 0.00021072859983564438
Position 502: 0.00019904891779879547
Position 505: 0.0001858475423594014
Position 859: 0.00014807053618795678
Position 563: 0.00014311041279451998
Position 1609: 0.00010397190324471295
Position 4204: 9.26325954439673e-05
Position 869: 3.519508505308752e-05
Position 1879: 3.4950091060292e-05
Position 1162: 3.3275700305465875e-05
Position 5236: 2.9977894244442548e-05
Position 1431: 2.7930713784187076e-05
Position 444: 1.636068933909702e-05
Position 446: 1.4549779163896044e-05
Position 1779: 1.2627586722732777e-05
Position 42: 7.777767664696144e-06
Position 743: 7.4023101080926155e-06
Position 1358: 4.288993200080195e-06
Position 478: 3.670924569944332e-06
Position 1392: 2.545946708628146e-06
Position 1587: 1.9925514734873606e-06
Position 1567: 1.4514038827544858e-06
Position 1605: 9.782986124851473e-07
Position 1456: 2.918608627075451e-07
Position 1423: 1.212932042873423e-09
Position 717: 1.0315560230800997e-10
Position 725: 6.919757868735842e-11
Position 720: 4.191843427812398e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5782: 0.7157930775324659
Position 932: 0.6108340906499357
Position 3180: 0.5896878373596321
Position 528: 0.5780221917681723
Position 5264: 0.27862022654269414
Position 883: 0.253804200182848
Position 5747: 0.2377849596783504
Position 6406: 0.1487486941815835
Position 6683: 0.10796450115239879
Position 6341: 0.08389890471273342
Position 3127: 0.06316792374572365
