Gene = Supt7l
index = 1045
Annotated 5SS: [ 159 4120 6691 8507]
Annotated 3SS: [ 3511  6365  8268 10846]
SMsplice 5SS: [ 159 6691 8507]
SMsplice 3SS: [ 6642  8268 10846]
top_k =  500
Partition function (log Z): -4.661945667513519

Sorted 5' Splice Sites (High to Low Probability):
Position 159: 0.9889493478938727
Position 6691: 0.8889622795338002
Position 4120: 0.7223396261868649
Position 3715: 0.4235916778681817
Position 2195: 0.368358495801465
Position 8507: 0.3551841731247171
Position 8362: 0.34371504997292
Position 6106: 0.11154294571771724
Position 326: 0.08921780707771206
Position 8387: 0.08400757133716753
Position 9956: 0.08201156233714753
Position 1862: 0.07430267419852325
Position 9275: 0.06850267483728212
Position 8383: 0.06460811784240882
Position 7983: 0.044865500843708175
Position 9711: 0.03764695817460107
Position 6070: 0.03715168669207723
Position 1607: 0.02496225425049164
Position 5122: 0.02198426687094124
Position 8456: 0.013784875279103957
Position 8066: 0.011082709284188206
Position 4905: 0.010497518215927334
Position 2462: 0.009831323231586198
Position 10982: 0.0076351252695665
Position 9817: 0.007274203518007725
Position 7946: 0.005806596844601662
Position 653: 0.005036457954690941
Position 8642: 0.004580875382545273
Position 6601: 0.004201863294296449
Position 2397: 0.0034093725529261657
Position 8482: 0.0032347365810104635
Position 1589: 0.003178085099416808
Position 10322: 0.002476209991256243
Position 330: 0.0024215814391276096
Position 7964: 0.002125664568941263
Position 6759: 0.0020800314316999787
Position 2884: 0.001790957634083391
Position 2955: 0.001671080551058675
Position 647: 0.001585000105888716
Position 2054: 0.0014801574113735044
Position 4976: 0.0014108187301011808
Position 3209: 0.001408366645362184
Position 6589: 0.0013522798103388469
Position 6811: 0.001213701972697679
Position 3978: 0.0009921721790364533
Position 2467: 0.0009823093964045318
Position 1575: 0.0008920851832184092
Position 6856: 0.000824772780783283
Position 2677: 0.0007460455412871347
Position 6102: 0.0007284854202342977
Position 10374: 0.0006511219360011224
Position 677: 0.0005916939879898476
Position 10939: 0.0005829725865318987
Position 2560: 0.0005520292663292812
Position 715: 0.0004976101532505683
Position 2362: 0.00048548292915956306
Position 3024: 0.0003433777059046321
Position 1532: 0.0003081826939137097
Position 2419: 0.00021445306254828193
Position 6872: 0.00012210870030594673
Position 1693: 8.817784654165125e-05
Position 1877: 5.024190633668697e-05
Position 1185: 5.014874699106617e-05
Position 4595: 4.962795490735068e-05
Position 1545: 2.565413036679157e-05
Position 1810: 2.486929894360721e-05
Position 780: 2.293278181460328e-05
Position 4682: 2.2226726485038943e-05
Position 135: 1.689971374601832e-05
Position 163: 1.0523474074276442e-05
Position 122: 1.0396132316142762e-05
Position 116: 1.0264105223758831e-05
Position 615: 7.579387447687375e-06
Position 507: 6.177493646765186e-06
Position 6: 5.40574663058017e-06
Position 247: 4.5754893078131516e-06
Position 287: 4.050434720963443e-06
Position 190: 2.9534652672917885e-06
Position 60: 2.50980492658711e-06
Position 1243: 2.076849081088822e-06
Position 99: 1.5394955425968812e-06
Position 895: 1.5347583690972294e-06
Position 512: 1.456038205267306e-06
Position 351: 1.3030599612636947e-06
Position 43: 1.212299271708429e-06
Position 220: 9.95442494028935e-07
Position 760: 9.608040793698716e-07
Position 747: 7.959913863369953e-07
Position 51: 5.353782121416009e-07
Position 1270: 4.999587788080396e-07
Position 795: 4.444772609309971e-07
Position 1181: 4.376365441883688e-07
Position 1310: 3.814401956811247e-07
Position 1041: 3.4732560584088584e-07
Position 1074: 2.1953034686077756e-07
Position 767: 2.142587769596803e-07
Position 637: 1.698630062940957e-07
Position 1109: 1.553548086073949e-07
Position 184: 1.368491084545809e-07
Position 447: 9.582963725657098e-08
Position 398: 5.1021337394031385e-08
Position 393: 5.095098459019747e-08
Position 458: 2.7283362656354637e-08
Position 244: 6.2393005884566205e-09
Position 19: 4.234128066230571e-09
Position 510: 8.328795310286121e-10
Position 873: 6.573525541770117e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8268: 0.8845488365560286
Position 10846: 0.8513084599957139
Position 6642: 0.45949139283758417
Position 3613: 0.41396818007418357
Position 6365: 0.2600870350774806
Position 4084: 0.2362880935494454
Position 4048: 0.2305920313191786
Position 6600: 0.17696341450372058
Position 1956: 0.159757531685543
Position 9816: 0.11242858194440516
Position 2053: 0.10073293734438585
Position 9102: 0.09556691044947237
Position 2037: 0.08119964899819626
Position 6052: 0.07037778587751033
Position 3933: 0.06711379494138364
Position 228: 0.06607794372916136
Position 1713: 0.06349956775191311
Position 7867: 0.061815146231476284
Position 3947: 0.05971528221467758
Position 3904: 0.03856172009828751
Position 3872: 0.03803988876341615
Position 1504: 0.03630329570646928
Position 9598: 0.03103441669537408
Position 3823: 0.03072042699810088
Position 5953: 0.02916547062593879
Position 5998: 0.026389995872214307
Position 5011: 0.022271132755148405
Position 1989: 0.0209666607212608
Position 3511: 0.01922547416995383
Position 5843: 0.01468850267095664
Position 237: 0.014662889117746901
Position 9548: 0.014316214332395386
Position 8555: 0.010943658644553432
Position 10121: 0.010132044929431417
Position 11079: 0.009806882202665516
Position 5864: 0.008801362783408647
Position 11933: 0.007303301747980863
Position 11663: 0.00721654995242136
Position 2327: 0.006960007579944091
Position 4794: 0.006899446398019231
Position 578: 0.0068796592914978855
Position 2380: 0.006071256645484454
Position 9755: 0.0054456445565626895
Position 8237: 0.005027229247194692
Position 4798: 0.004908855248509674
Position 10622: 0.00409077842725531
Position 2741: 0.0037586312232644648
Position 8454: 0.0036841812909496805
Position 3630: 0.0034910667183444648
