Gene = A330070K13Rik
index = 77
Annotated 5SS: [ 215 3447]
Annotated 3SS: [3304 5504]
SMsplice 5SS: [215]
SMsplice 3SS: [2316]
top_k =  500
Partition function (log Z): -10.653615746975696

Sorted 5' Splice Sites (High to Low Probability):
Position 215: 0.6212716307243976
Position 3447: 0.4443627927767924
Position 286: 0.16344198615142289
Position 107: 0.10731318079513773
Position 2406: 0.1029052638053813
Position 2412: 0.09342324987398169
Position 193: 0.07288164457939098
Position 1098: 0.04003687673703952
Position 5607: 0.013651023382542296
Position 2845: 0.012544365989382576
Position 5422: 0.010566189599891373
Position 5410: 0.006588326213103513
Position 4015: 0.004984426983977471
Position 174: 0.002810597029208342
Position 1082: 0.0027255945495966477
Position 334: 0.001961595829094344
Position 2087: 0.0019416122763635955
Position 5173: 0.0017791674898247436
Position 1553: 0.001476134909023244
Position 1670: 0.0012649789496723392
Position 5100: 0.0009560196417571492
Position 3676: 0.00088087152343081
Position 1376: 0.0006490862910382687
Position 1935: 0.0006337691164936876
Position 219: 0.0002927350192745282
Position 227: 0.00027941659740680214
Position 2451: 0.0002541156510440733
Position 1992: 0.00024078131126089447
Position 2208: 0.00023292585719301824
Position 157: 9.212389848123909e-05
Position 849: 7.86514206697868e-05
Position 239: 6.519125393127817e-05
Position 1748: 5.6637940316661314e-05
Position 1079: 5.333433691105551e-05
Position 101: 5.067060022551519e-05
Position 594: 4.691655619843678e-05
Position 146: 4.370128728896396e-05
Position 1999: 4.154681964569629e-05
Position 385: 3.6675815473304474e-05
Position 1699: 3.447205291176326e-05
Position 1796: 2.9918696257939355e-05
Position 854: 2.7221178706204812e-05
Position 550: 7.085332572908887e-07
Position 150: 6.947109821202681e-07
Position 354: 5.823498601553765e-07
Position 371: 4.712330979655284e-07
Position 344: 4.0097585899672335e-07
Position 398: 3.4977765483454637e-07
Position 568: 2.8786523887145437e-07
Position 305: 2.644530215381571e-07
Position 360: 2.197623319270736e-07
Position 446: 1.9911429605329445e-07
Position 574: 6.531072422393119e-08
Position 582: 6.489726746176936e-08
Position 45: 1.3921908239996893e-08
Position 391: 6.197005672772357e-10
Position 509: 5.147390142363619e-10
Position 486: 4.795272061016323e-10
Position 548: 4.109246370327198e-10
Position 440: 3.7561205395213676e-10
