Gene = Trpa1
index = 1145
Annotated 5SS: [  138  6503  8133 12940 14410 14716 15717 17001 18798 19516 20607 20854
 22371 25680 27558 28468 29469 31268 31976 33113 34753 36751 37266 38664
 43014 44499]
Annotated 3SS: [ 6342  7956 12831 14300 14569 15579 16951 18697 19414 20436 20688 22255
 25512 27463 28407 29369 31196 31809 33022 34582 36620 37082 38594 42902
 44400 45133]
SMsplice 5SS: [  138  6503  8133 14410 14716 15717 18798 19516 20607 20854 25680 29469
 34753 36751 37266 38664 43014 44499]
SMsplice 3SS: [ 6342  8007 14300 14569 15618 18697 19414 20436 20688 25534 29369 34582
 36620 37082 38594 42902 44400 45133]
top_k =  500
Partition function (log Z): 22.645499940688367

Sorted 5' Splice Sites (High to Low Probability):
Position 34753: 0.9847519536590691
Position 25680: 0.975868916601375
Position 18798: 0.9742522146750994
Position 138: 0.9618847518520534
Position 6503: 0.9599144541146328
Position 37266: 0.9574314795307206
Position 36751: 0.9553385072566593
Position 19516: 0.9472374795203373
Position 15717: 0.9412426148676388
Position 14410: 0.9407241914446067
Position 38664: 0.9406597135232464
Position 20607: 0.940648742118079
Position 44499: 0.917586827848533
Position 20854: 0.8804048616003922
Position 8133: 0.877242925931394
Position 29469: 0.8710674325685039
Position 43014: 0.8242826631013735
Position 33113: 0.6089859106202775
Position 22371: 0.5419051962874024
Position 31976: 0.5279031872184671
Position 28468: 0.4831662397998967
Position 27558: 0.43795189630536946
Position 22077: 0.3244287920674312
Position 22659: 0.2925808472609765
Position 35970: 0.29015582469392615
Position 31532: 0.2833536253463992
Position 4904: 0.26359057189748886
Position 12940: 0.262174207826183
Position 40325: 0.2279971251213576
Position 38506: 0.21037203540058128
Position 43258: 0.18938010933957183
Position 14745: 0.16551655895524667
Position 15533: 0.16158440770857
Position 22375: 0.15554094794419876
Position 31034: 0.15520264605032152
Position 28145: 0.13626260838180465
Position 16180: 0.13606008898149988
Position 26050: 0.10583040571586227
Position 34979: 0.09543858665889983
Position 41191: 0.09198485690017842
Position 27173: 0.08172397170496598
Position 43993: 0.07757752647116317
Position 19816: 0.07417178086908616
Position 31465: 0.07228403238640901
Position 21288: 0.06748695090662027
Position 44173: 0.06584923874570439
Position 17001: 0.0631939474653211
Position 1604: 0.06195200417204807
Position 41271: 0.06143901307650614
Position 35172: 0.05579725421850512
Position 31268: 0.0556515415932054
Position 28562: 0.052679434196217616
Position 6133: 0.05253691212686399
Position 2491: 0.051621282879381045
Position 8352: 0.049916509249167226
Position 41219: 0.04536727030367379
Position 44293: 0.043772246343987985
Position 45254: 0.03855549772392977
Position 45104: 0.03621742559207096
Position 6455: 0.033243002477341174
Position 1305: 0.03266550775661153
Position 184: 0.03158129190987253
Position 34985: 0.029623495015385408
Position 21052: 0.028707137383627217
Position 16461: 0.028669526841271317
Position 38120: 0.028439488035354676
Position 36028: 0.02669313902294715
Position 44526: 0.025226363016740506
Position 35661: 0.024101060747486806
Position 37639: 0.0238396747911249
Position 10601: 0.023524791034749012
Position 282: 0.02095623515951286
Position 37270: 0.02089857542119845
Position 20266: 0.017798722228659154
Position 22081: 0.017775421066638774
Position 40857: 0.016056256238777947
Position 10148: 0.016004025123265105
Position 31667: 0.015923727499818265
Position 37975: 0.015528720103887372
Position 540: 0.014701408017774618
Position 663: 0.014487735810703332
Position 35925: 0.014157978120228789
Position 7879: 0.01381224838512995
Position 16456: 0.013665899249876443
Position 31944: 0.013096025267628443
Position 44680: 0.01299848709048934
Position 28216: 0.01200041118955256
Position 40054: 0.011046989526982699
Position 19334: 0.010990454924902155
Position 41496: 0.010790159351211703
Position 21144: 0.009181197706870635
