Gene = 1700066M21Rik
index = 19
Annotated 5SS: [327]
Annotated 3SS: [5122]
SMsplice 5SS: [169 327]
SMsplice 3SS: [ 236 5122]
top_k =  500
Partition function (log Z): -6.125637006270541

Sorted 5' Splice Sites (High to Low Probability):
Position 327: 0.9385222471805605
Position 169: 0.7121267448396384
Position 2609: 0.3075522517455413
Position 2193: 0.1178685085165058
Position 2153: 0.08096998390825552
Position 2181: 0.06193739881770866
Position 2494: 0.05029979770986246
Position 909: 0.046162883020360694
Position 4619: 0.037887299326507425
Position 5234: 0.03730824335139185
Position 826: 0.035167046365651156
Position 1445: 0.03268849032025296
Position 25: 0.031557686514092645
Position 2116: 0.02546035337829953
Position 5391: 0.024075975856415386
Position 4615: 0.022598549930560614
Position 5445: 0.016996065003049798
Position 472: 0.015189213084339941
Position 997: 0.012508945255947949
Position 1301: 0.011392565882231831
Position 2772: 0.0073241537212882
Position 1364: 0.00323430264358733
Position 2943: 0.0030293699539393907
Position 1919: 0.00286466226641728
Position 1009: 0.001567044628435843
Position 1315: 0.0015107256977944525
Position 2026: 0.0014177858335489295
Position 2062: 0.0009842938440995919
Position 844: 0.0006209319049176845
Position 1307: 0.0005349411300121874
Position 1541: 0.0004892700468964627
Position 131: 0.00033077509209034544
Position 87: 0.00020414141030071321
Position 548: 0.0001762850686734172
Position 832: 0.00013244132755467987
Position 74: 8.870564728839809e-05
Position 59: 5.283043164430487e-05
Position 629: 4.904753781871259e-05
Position 382: 3.6703077728405e-05
Position 216: 3.17082973190576e-05
Position 300: 3.143339891045664e-05
Position 550: 3.0529756985848244e-05
Position 1225: 2.827601410855168e-05
Position 462: 2.4441456331508112e-05
Position 617: 2.0492984530622897e-05
Position 365: 1.207953759545182e-05
Position 321: 1.1767568424083728e-05
Position 791: 5.682610768366285e-06
Position 985: 4.795075562639115e-06
Position 552: 4.538912657489156e-06
Position 571: 4.1387696472524715e-06
Position 67: 3.260158533271366e-06
Position 879: 3.0712906991127663e-06
Position 554: 2.551779825354525e-06
Position 982: 2.0371334068027816e-06
Position 466: 2.029108555370885e-06
Position 445: 1.8319712558161476e-06
Position 1327: 7.821082334355208e-07
Position 506: 5.617707242918263e-07
Position 882: 3.742118994134744e-07
Position 482: 3.6707096057167525e-07
Position 870: 3.624264110253597e-07
Position 199: 1.840914425114714e-07
Position 665: 1.5407209786374387e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5122: 0.7861819539288729
Position 236: 0.6428847584713234
Position 2369: 0.22493178890580043
Position 2086: 0.1659878022822718
Position 2421: 0.13333673118865508
Position 4443: 0.08170750746336868
Position 741: 0.07660743115254756
Position 4363: 0.06552857624180278
Position 2035: 0.061428589574588896
Position 6000: 0.053707946011096415
Position 1213: 0.04334070684199315
Position 1918: 0.03797517877435178
Position 5602: 0.02900298472135446
Position 2829: 0.023702201228678017
Position 2721: 0.020075133536275883
Position 879: 0.018981654095019045
Position 1277: 0.017914979537901127
Position 409: 0.017412186707789594
Position 143: 0.01606798348991705
Position 241: 0.012941698374005245
Position 2000: 0.011332939643275605
Position 2453: 0.010706650747948507
Position 5223: 0.008652497005137151
Position 2262: 0.007958413620188962
Position 2113: 0.007324826285207311
Position 2056: 0.007018825951164831
Position 273: 0.006911809560451391
Position 1741: 0.006490204767119953
Position 5466: 0.005646267201092313
Position 3023: 0.005298432843825189
Position 2003: 0.00430621373385972
Position 7543: 0.0035478104883528913
Position 766: 0.003120925780213608
Position 6896: 0.0030662685029776487
Position 6553: 0.002391797291197364
Position 206: 0.0022785232061022396
Position 747: 0.0017665051074634529
Position 809: 0.0015780365965533992
Position 1422: 0.0015675756991091869
Position 276: 0.0013756345973449096
Position 2535: 0.0012329685582131455
Position 2061: 0.0011076983877210062
Position 4684: 0.0010457641070330628
Position 4044: 0.0007813228621596929
Position 1125: 0.0007172217538049309
Position 1568: 0.0007067226850097881
Position 2230: 0.0007026084078788599
Position 2179: 0.0006461630625534456
Position 290: 0.0005776905104766061
Position 1871: 0.0004782706539737526
Position 1176: 0.00047347070247882373
Position 908: 0.0003541021301129663
Position 193: 0.00034328474886729355
Position 629: 0.00033046521993110425
Position 3670: 0.0002923804302714054
Position 411: 0.0002513513165843305
Position 1472: 0.00015578216834357585
Position 778: 0.00011311895992287782
Position 648: 0.0001085359362708947
Position 123: 9.819951547465549e-05
Position 1159: 9.651888049031458e-05
Position 2116: 7.658757647043014e-05
Position 1874: 6.989323110083113e-05
Position 2296: 5.32587458006124e-05
Position 1341: 5.145294002968663e-05
Position 1138: 4.648692767948933e-05
Position 173: 4.612623801827775e-05
Position 326: 3.422283618769873e-05
Position 2345: 3.0179516943062636e-05
Position 617: 1.540473751630364e-05
Position 452: 7.372607754047352e-06
Position 188: 7.351734934542726e-06
Position 150: 6.331141451741143e-06
Position 645: 5.8847782806354636e-06
Position 821: 4.5673275251066085e-06
Position 935: 3.6823140110061884e-06
Position 576: 3.510611777708216e-06
Position 426: 2.7950764796481433e-06
Position 892: 2.1993342236777915e-06
Position 341: 2.134135730176794e-06
Position 1973: 1.4367021861259144e-06
Position 541: 8.087040491193636e-07
Position 456: 6.578327645345194e-07
Position 471: 5.995543848732886e-07
Position 940: 5.836996856666676e-07
Position 287: 2.6929322213271454e-07
Position 1367: 2.6207789439554523e-07
Position 530: 1.102978407104497e-07
Position 466: 8.349677907765263e-08
Position 488: 7.273598538855927e-08
Position 437: 3.506705656876375e-08
Position 454: 2.876586157340492e-09
Position 670: 2.4861341548002636e-09
Position 493: 1.1501132127421245e-12
