Gene = Pdcd5
index = 803
Annotated 5SS: [ 216 1378 3171 3898 4907]
Annotated 3SS: [1339 3108 3805 4834 5335]
SMsplice 5SS: [ 216 1378 3215 3898 4907]
SMsplice 3SS: [1300 3108 3805 4834 5335]
top_k =  500
Partition function (log Z): -3.505927562815725

Sorted 5' Splice Sites (High to Low Probability):
Position 3215: 0.8517394439579379
Position 3898: 0.7984565384747961
Position 216: 0.7656836559704868
Position 1378: 0.6777186529964893
Position 4907: 0.4176015455339396
Position 4925: 0.10234417580916737
Position 245: 0.08848202761302644
Position 220: 0.08762173714724542
Position 3171: 0.07474453310535568
Position 4935: 0.07346064642223268
Position 3737: 0.07159818745456259
Position 1999: 0.056942145917331564
Position 1318: 0.052396217443678166
Position 1514: 0.05035650438991967
Position 4346: 0.044010034041427955
Position 4981: 0.02737852570097232
Position 320: 0.02031605655941273
Position 4093: 0.01715873072761962
Position 5440: 0.016042455080127825
Position 3341: 0.012776540186257217
Position 2891: 0.011222274027369925
Position 2971: 0.010623407092208109
Position 5014: 0.009353479361735093
Position 657: 0.008287206168058676
Position 3876: 0.006585557866191017
Position 3394: 0.005998983646701756
Position 3279: 0.005945217799637138
Position 5236: 0.005786139965377369
Position 2488: 0.005548724863736228
Position 1560: 0.005174149324773758
Position 392: 0.004858582748425572
Position 3014: 0.004662257082557245
Position 1200: 0.004624485199945917
Position 1644: 0.004180073263976096
Position 641: 0.0038712700171170352
Position 4942: 0.00361461542440348
Position 322: 0.003154424813073514
Position 4386: 0.0031201595278308922
Position 716: 0.002857492532397912
Position 4350: 0.0027982364508075744
Position 134: 0.0023379371804499267
Position 5026: 0.002243553707916006
Position 4088: 0.0018893051773013285
Position 1862: 0.001882535991559534
Position 305: 0.0018512879174094946
Position 356: 0.0017499048146316619
Position 1637: 0.0016224061718146548
Position 4252: 0.0015149375485978339
Position 2154: 0.0013942580187451398
Position 2835: 0.0012834238075487118
Position 4945: 0.0012515151979008406
Position 1456: 0.0011959074789624085
Position 4394: 0.0011861147223479127
Position 3463: 0.001163867026625478
Position 380: 0.0011605011018094834
Position 1066: 0.0010187634519861137
Position 197: 0.0009957825629366473
Position 4848: 0.0009653373347536829
Position 2035: 0.0009346177544474027
Position 4911: 0.0008220441815842178
Position 5419: 0.0008131268105848543
Position 576: 0.0007552657030857316
Position 674: 0.0007309408446103785
Position 1769: 0.0007224049131160617
Position 4340: 0.000684543041513257
Position 2961: 0.0006197526458943336
Position 4950: 0.0006065198501439496
Position 1597: 0.000606249296764237
Position 5429: 0.0005475276897803508
Position 681: 0.0005092301999549195
Position 1347: 0.0004840549972591193
Position 78: 0.000429972649354672
Position 848: 0.000414187819048941
Position 3940: 0.00039848474381171453
Position 3239: 0.0003914500874595187
Position 3262: 0.0003793272306893603
Position 385: 0.00037577908888118233
Position 2948: 0.00034580989204148396
Position 1149: 0.0003191673453235868
Position 5417: 0.0003144040103851306
Position 4012: 0.0002917212952683437
Position 4125: 0.00028130595042289715
Position 2704: 0.0002717571445477102
Position 4423: 0.00026850032770939876
Position 3533: 0.00023764543813905542
Position 1992: 0.00023542572803287993
Position 1726: 0.00022215614939282764
Position 916: 0.00021994313485022298
Position 4097: 0.00021548189727045404
Position 4786: 0.00019908113871656947
Position 407: 0.00019470937901030168
Position 4649: 0.00018482972944706434
Position 3648: 0.00018460073733728562
Position 2827: 0.0001830646005568333
Position 3425: 0.0001759334056502751
Position 5446: 0.0001729354510255741
Position 4174: 0.00017188029227707064
Position 4099: 0.00016275809577136896
Position 3968: 0.00016001246554423466
Position 898: 0.0001524868455400689
Position 4101: 0.00013074726849276382
Position 413: 0.00012517910438225723
Position 4095: 0.0001246888381129157
Position 684: 0.0001174343517924169
Position 324: 0.00011633515482503661
Position 1443: 0.0001050531516980203
