Gene = Nenf
index = 743
Annotated 5SS: [ 276 6735 8276]
Annotated 3SS: [ 6673  8171 11104]
SMsplice 5SS: [ 276 6735 8276]
SMsplice 3SS: [ 6673  8171 11104]
top_k =  500
Partition function (log Z): -4.449007143742112

Sorted 5' Splice Sites (High to Low Probability):
Position 276: 0.9675113266605291
Position 6735: 0.9207863441448612
Position 8276: 0.9048907181871803
Position 1649: 0.5148945845141351
Position 2860: 0.409324919893063
Position 4791: 0.33933160157007414
Position 5301: 0.27510538267477347
Position 9757: 0.18770418288460988
Position 2059: 0.1753803460529401
Position 5001: 0.17114804306062467
Position 2685: 0.13369263717772722
Position 5272: 0.12178390989404574
Position 1416: 0.0940422951705609
Position 5444: 0.07921631106240459
Position 5257: 0.07187749519711252
Position 10846: 0.06566230220300705
Position 7061: 0.0477323033965406
Position 5469: 0.045676457045020144
Position 6775: 0.025240111026515476
Position 6426: 0.02263091677036119
Position 4705: 0.020982678538715098
Position 2680: 0.017772501470482167
Position 8003: 0.017406964415360205
Position 452: 0.016158876451502664
Position 2729: 0.01463036209250071
Position 8229: 0.012989440365076325
Position 2023: 0.012763228286803256
Position 10404: 0.012501488072799783
Position 9342: 0.012291515528765702
Position 2656: 0.010842110106327322
Position 2134: 0.009821116911194373
Position 6278: 0.00912356291235834
Position 10360: 0.00732502858887495
Position 228: 0.006592936468310957
Position 6592: 0.00634728997010781
Position 2823: 0.006090105680950207
Position 3589: 0.005999773539904569
Position 3712: 0.005293913484807009
Position 5008: 0.004731680490099179
Position 7761: 0.003581118453724536
Position 9668: 0.0030785542738697496
Position 2745: 0.0030711523664622886
Position 9119: 0.002372350734544986
Position 3472: 0.0023533997849717876
Position 8014: 0.0018936394937814714
Position 1708: 0.0016462908633622256
Position 1438: 0.0015489180698670477
Position 2870: 0.0012464107993898125
Position 8987: 0.001198701429867561
Position 405: 0.0011668904477171367
Position 1526: 0.0008292180876327111
Position 10243: 0.0008040159530206846
Position 4710: 0.0007292126039624587
Position 946: 0.0006687824260210049
Position 446: 0.0005835947943526907
Position 3907: 0.0005397461696399863
Position 622: 0.0005306221131376944
Position 1605: 0.0005107164384968177
Position 4089: 0.0004553240436544275
Position 791: 0.0004386977116726252
Position 1796: 0.000428811184565102
Position 2632: 0.0003983731241524286
Position 1098: 0.00038996915395223946
Position 1601: 0.000366767365629686
Position 665: 0.0003229659554999298
Position 4944: 0.00030029604884872853
Position 1713: 0.0002927962761601865
Position 2426: 0.00028388608165810406
Position 503: 0.0002817167579351208
Position 409: 0.0002460885304024158
Position 150: 0.00018182726487753196
Position 1533: 0.00017863907007736266
Position 344: 0.00015999523075780342
Position 415: 0.00015306807040230735
Position 1680: 0.000136821023130406
