Gene = Traip
index = 1138
Annotated 5SS: [  217  4967  5474  7900  8611 10117 10700 11386 11965 12462 17794 19097
 19663 19803]
Annotated 3SS: [ 4908  5389  7859  8482 10021 10585 11297 11874 12372 17637 19047 19512
 19751 20017]
SMsplice 5SS: [  217  4967  5474  7900  8611 10117 11965 12462 17794 19097 19663]
SMsplice 3SS: [ 4908  5389  7859  8482 10021 11874 12372 17637 19047 19512 19751]
top_k =  500
Partition function (log Z): 15.663438612306411

Sorted 5' Splice Sites (High to Low Probability):
Position 10117: 0.9954914681070812
Position 217: 0.9858333867906629
Position 17794: 0.9592390316261868
Position 8611: 0.9312882910514435
Position 11965: 0.9135653270669916
Position 7900: 0.9082070712363459
Position 12462: 0.8954026473361983
Position 19097: 0.7894931514557875
Position 19663: 0.7669609620240007
Position 4967: 0.7344909621905575
Position 5474: 0.7160489935868602
Position 20093: 0.4276535063255191
Position 10704: 0.4047837277228074
Position 20508: 0.38019698125225704
Position 11386: 0.35399568005387894
Position 14928: 0.33857951493631094
Position 11419: 0.23466112434431124
Position 19865: 0.1486167033430934
Position 3976: 0.13215204225748925
Position 9890: 0.10429050943818406
Position 12439: 0.09801119751299577
Position 16731: 0.0907706952031183
Position 10700: 0.08959851295509587
Position 936: 0.08571714621603409
Position 12280: 0.07737622687544339
Position 5112: 0.0758475319709666
Position 20727: 0.07389766592251781
Position 2215: 0.07231210198575572
Position 5302: 0.06702414591796468
Position 8635: 0.06096336317258466
Position 11181: 0.05795988166478239
Position 2347: 0.056883349548409894
Position 19803: 0.052627191505403216
Position 14958: 0.05054742529942998
Position 9603: 0.0438477590894181
Position 20513: 0.03828641105408997
Position 402: 0.037046390482068176
Position 20078: 0.033529808260870715
Position 12237: 0.032053878827645745
Position 20740: 0.03077492057473715
Position 20529: 0.02889139923943359
Position 392: 0.026506495390149227
Position 18819: 0.023079226752988
Position 20731: 0.02074626375053187
Position 19931: 0.020164589258041935
Position 6102: 0.019499583182522682
Position 11989: 0.018202481889992028
Position 12105: 0.018199798468990266
Position 3700: 0.01663748798954013
Position 19954: 0.015484183243615187
Position 9912: 0.013905103022507534
Position 4230: 0.013580550246217458
Position 7653: 0.013250902976794678
Position 9835: 0.012076905568632085
Position 12023: 0.011449294087959387
Position 3125: 0.010977353271693977
Position 11488: 0.0109515701848878
Position 11922: 0.009787190100984913
Position 18708: 0.009560337186519986
Position 6380: 0.008447827516716161
