Gene = Pif1
index = 816
Annotated 5SS: [  92 1235 1978 2181 2445 2668 2895 4700 5071 6190 6443 7419]
Annotated 3SS: [ 423 1844 2054 2290 2552 2787 4559 4963 6101 6296 7226 7620]
SMsplice 5SS: [ 139 1235 1978 2181 2445 2668 2895 4700 5071 6190 6443 7419]
SMsplice 3SS: [1102 1844 2054 2290 2552 2787 4550 4963 6101 6296 7312 7620]
top_k =  500
Partition function (log Z): 20.16333379583605

Sorted 5' Splice Sites (High to Low Probability):
Position 5071: 0.9958817305069413
Position 6190: 0.9867835171863955
Position 2668: 0.9755397611027662
Position 2895: 0.9743700001137733
Position 1978: 0.9729371382770663
Position 7419: 0.8958394018599634
Position 2445: 0.8784879971393607
Position 2181: 0.8176126048299641
Position 1235: 0.7654823949591224
Position 4700: 0.7440430562225335
Position 139: 0.7052553825225029
Position 6443: 0.6350134479948588
Position 840: 0.5516538462406372
Position 390: 0.4426211551105678
Position 5498: 0.2982392683103985
Position 92: 0.16535989815751567
Position 5458: 0.11926201637608141
Position 586: 0.11017806796440342
Position 5965: 0.08784940285001236
Position 4739: 0.07030112084732892
Position 7046: 0.06984129703721298
Position 2206: 0.04012952166170847
Position 6594: 0.035481432092187966
Position 5476: 0.027716404837919314
Position 4827: 0.025865766604064474
Position 7784: 0.02323784920476214
Position 2886: 0.022952206385897407
Position 189: 0.021276907749154254
Position 2449: 0.015083801978625699
Position 8197: 0.014111406102034759
Position 4609: 0.013380235935557129
Position 3289: 0.012878379056366096
Position 6365: 0.012247298180097047
Position 1230: 0.011112895627384555
Position 6462: 0.009733132395880225
Position 6308: 0.0087345951569725
Position 749: 0.008207726815283476
Position 1518: 0.007227548927737495
Position 149: 0.007126550362727417
Position 2348: 0.005187017861219979
Position 4002: 0.005097137148550791
Position 5465: 0.004958292627254785
Position 2187: 0.00400964815323945
Position 3138: 0.003980872665403812
Position 153: 0.0035731689459264316
Position 1301: 0.003470758201325126
Position 1412: 0.0030234423368221287
Position 2109: 0.0024427088377110325
Position 4435: 0.0024238551602088357
Position 3064: 0.002406872390873472
Position 5940: 0.0019187746509700548
Position 356: 0.00188283275448068
Position 8077: 0.0017679448921385206
Position 6162: 0.0017514393905260646
Position 1380: 0.0016230646116173653
Position 5836: 0.0016227550942450558
Position 5981: 0.001210962134623112
