Gene = Uros
index = 1170
Annotated 5SS: [  273  6952  7443  8468 10138 11613 18196 18774 19700]
Annotated 3SS: [ 6811  7358  8370 10062 11537 18114 18687 19600 22164]
SMsplice 5SS: [  273  3745  6952  7443  8468 10138 11613 18196 19700]
SMsplice 3SS: [ 3690  6858  7358  8370 10062 11537 18114 19600 22164]
top_k =  500
Partition function (log Z): -1.2677734684774782

Sorted 5' Splice Sites (High to Low Probability):
Position 6952: 0.9853187233355899
Position 18196: 0.918450337253804
Position 19700: 0.9134966574851894
Position 10138: 0.8895592585235828
Position 8468: 0.8363241721500888
Position 11613: 0.695575664502725
Position 7443: 0.6624113134382645
Position 273: 0.6404710063605361
Position 3745: 0.6304833080339127
Position 18774: 0.46796572712443346
Position 20188: 0.24534926230478252
Position 358: 0.1630342562233319
Position 2524: 0.15810010047239453
Position 975: 0.14649488115364756
Position 9063: 0.14591473489290774
Position 16667: 0.13854964750436125
Position 20393: 0.13809886924927733
Position 299: 0.11887622509271721
Position 20218: 0.1106352409830143
Position 7669: 0.0882249730883735
Position 18419: 0.07408004420530781
Position 9357: 0.06774816470679701
Position 3884: 0.06453996557979234
Position 7791: 0.06194407353544968
Position 15987: 0.06161125545306915
Position 11302: 0.05710557208764722
Position 9179: 0.054132827670286855
Position 4611: 0.05310910903696184
Position 10811: 0.05163196221953993
Position 13762: 0.04486287539303602
Position 14049: 0.041041495519781396
Position 6349: 0.03853301324886208
Position 9244: 0.037006341868365995
Position 1419: 0.02776550350046067
Position 8648: 0.026055857812579377
Position 244: 0.025819154377465823
Position 11264: 0.025022763625388425
Position 12338: 0.021929190953280917
Position 19777: 0.021657542297390163
Position 19466: 0.02125143083428594
Position 12310: 0.020738224343991352
Position 13741: 0.020306855454115896
Position 8248: 0.020229535971571726
Position 3772: 0.01905485646466752
Position 20772: 0.01810616964288076
Position 3830: 0.014952360222906127
Position 16751: 0.01369391223379518
Position 10746: 0.011718965671022753
Position 755: 0.011715629675571578
Position 20698: 0.008689625628245583
Position 11196: 0.007821630235315246
Position 333: 0.007228303940065156
Position 7735: 0.005814822523918098
Position 240: 0.0049761515560853755
Position 266: 0.004720078912938834
Position 8268: 0.004442643448589966
Position 15191: 0.004381871316231394
Position 2777: 0.003575176889382651
Position 781: 0.003521766901579552
Position 794: 0.003424075827960767
Position 20471: 0.002599465731536876
Position 8335: 0.0021365109815924955
Position 7850: 0.0018670282040695978
Position 1391: 0.0011177034718487292
Position 935: 0.0009752047666667225
Position 1650: 0.0008780731094571555
Position 630: 0.0008690689798887773
Position 10318: 0.0008676703860204403
Position 2532: 0.0006993386215759902
Position 10223: 0.0006556375468568011
Position 19808: 0.0006246003701695245
Position 12: 0.0005457382891877938
Position 11691: 0.0004222374744013436
Position 48: 0.0002856766442933537
Position 11981: 0.0002133463551371341
Position 53: 0.0002084973798621334
Position 1082: 0.00011768793190719285
Position 582: 0.00011426836555756993
Position 958: 9.852903473136696e-05
Position 765: 9.315733515327699e-05
Position 9058: 6.69926143868233e-05
Position 1732: 6.642793832456232e-05
Position 1142: 5.638266962746591e-05
Position 1557: 5.477235495604838e-05
Position 1661: 5.434102938628956e-05
Position 222: 5.335232042240853e-05
Position 450: 3.269890179054603e-05
Position 10751: 3.144827605247094e-05
Position 316: 2.9120106278026024e-05
Position 647: 2.4201410043269085e-05
Position 860: 1.5797598324905254e-05
Position 693: 1.5179299354643201e-05
Position 362: 1.4056492851653175e-05
Position 248: 1.3351370244081121e-05
Position 831: 1.2123166843730435e-05
Position 482: 6.843473047179973e-06
Position 547: 6.521459895100434e-06
Position 477: 5.999577457718628e-06
Position 554: 5.442327227867197e-06
Position 657: 3.404122747303994e-06
Position 164: 5.149055036161524e-07
Position 174: 4.2902470444565434e-07
Position 806: 3.510577701337986e-07
Position 706: 3.212410161577719e-07
Position 327: 1.4212208830863647e-07
Position 336: 1.3662751896322154e-07
Position 364: 1.3173954263103708e-07
Position 168: 7.945056440251912e-08
Position 591: 1.8524995264321502e-08
Position 171: 8.911894330467409e-10
Position 187: 4.625072014329934e-10
Position 166: 4.6064497587285433e-10
Position 193: 3.1175875990645086e-10
Position 397: 7.015301932656178e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 18114: 0.9738571639636735
Position 19600: 0.9529550736462095
Position 8370: 0.7935658681524902
Position 10062: 0.7555208128853129
Position 6858: 0.7000249472904216
Position 11537: 0.6914964450673456
Position 3690: 0.6197531253301168
Position 7358: 0.6152673526711475
Position 22164: 0.5482757972446096
Position 18687: 0.3023186415882166
Position 20300: 0.22075284029024747
Position 6861: 0.21486091243858285
Position 20071: 0.17976242958419214
Position 8948: 0.13476011741104993
Position 10036: 0.12661229808103622
Position 18542: 0.12255555481096939
Position 20092: 0.11683273783225988
Position 2353: 0.09098910682254102
Position 10940: 0.08430601426366299
Position 20014: 0.08037781332928128
Position 16529: 0.07639025831613722
Position 16624: 0.07585330142201918
Position 9142: 0.07306420576664599
Position 9169: 0.07069959253293943
Position 3621: 0.07003587077655467
Position 21347: 0.06851540711933016
Position 712: 0.06581826153720816
Position 15871: 0.06161125545306917
Position 2333: 0.05558853777513614
Position 6678: 0.05265431087899879
Position 7526: 0.052543122394470364
Position 20148: 0.04999239169619324
Position 21560: 0.04960235293882178
Position 20244: 0.043982659448585114
Position 12214: 0.04272499796169884
Position 18719: 0.03988199157009239
Position 7614: 0.03833055201987777
Position 8386: 0.03696645784977395
Position 10674: 0.03566817283858628
Position 4541: 0.03355915691001459
Position 6140: 0.03326458890163132
Position 13552: 0.03318064792803307
Position 926: 0.02922378303842108
Position 20537: 0.029179928508931988
Position 13674: 0.02896663792178742
Position 10629: 0.027768291774732067
Position 19392: 0.02744344216001954
Position 7705: 0.026440860700326748
Position 20108: 0.02233167224012411
Position 14007: 0.021001191241381785
Position 7595: 0.02087295957995862
Position 22356: 0.02059310908309779
Position 3793: 0.020114942079567315
Position 956: 0.01932334180416019
Position 18271: 0.01870957476591801
Position 4509: 0.01765405616273174
Position 8152: 0.01720861226651217
Position 8913: 0.01555779875486338
Position 6811: 0.014655085572019498
Position 7163: 0.014121176121669078
Position 7328: 0.013507311579155159
Position 8417: 0.013443819979727583
Position 20647: 0.01322014316692718
Position 20287: 0.012551130145087417
Position 1274: 0.012139189514023803
Position 22794: 0.011689608639291221
Position 8323: 0.011578352312345669
Position 7429: 0.010988743248160565
Position 13887: 0.010866147262045293
Position 581: 0.010500567781949589
Position 3476: 0.010489003751715173
Position 7668: 0.009808666363729377
Position 21789: 0.00935624585084538
Position 13953: 0.009204111006581094
Position 2455: 0.007418197470519559
Position 21034: 0.006781418004448421
Position 9776: 0.005787699703755519
Position 8059: 0.005726328221298509
Position 793: 0.005426011295694093
Position 3575: 0.005334110549926292
Position 6184: 0.005185301241725077
Position 7241: 0.0050228597373150365
