Gene = Cox20
index = 291
Annotated 5SS: [  79 2730 2876]
Annotated 3SS: [2614 2811 3350]
SMsplice 5SS: [  79 2730]
SMsplice 3SS: [2614 2811]
top_k =  500
Partition function (log Z): -5.960523617292108

Sorted 5' Splice Sites (High to Low Probability):
Position 79: 0.9274653286386038
Position 2730: 0.7587669964052629
Position 1200: 0.16202423380458705
Position 548: 0.08934229644446892
Position 448: 0.05410205684730461
Position 746: 0.03693292990527652
Position 891: 0.03384672305597717
Position 2876: 0.030820266236213034
Position 3002: 0.030570468815431656
Position 644: 0.018765254102525976
Position 3166: 0.018748728649765827
Position 382: 0.016958461112892887
Position 1359: 0.011439545113850324
Position 2545: 0.010030116835605283
Position 1692: 0.008554092934162162
Position 2723: 0.007199804707136615
Position 1770: 0.006730725186568372
Position 2465: 0.004046108598155366
Position 3121: 0.0038030316405245563
Position 2499: 0.00284291892734504
Position 116: 0.0028177878086808462
Position 171: 0.002586529196927486
Position 2903: 0.0006424450578380458
Position 2734: 0.0006245578705651058
Position 2914: 0.0006021181442735571
Position 992: 0.0005698364670859644
Position 453: 0.0005480408870765577
Position 1696: 0.0002598858366199757
Position 2859: 0.00022227450083118914
Position 1063: 0.00017272756107146082
Position 1365: 0.0001568991992389643
Position 2193: 0.00014743164189532184
Position 248: 0.00011756611405548923
Position 106: 0.00011630559459815356
Position 84: 0.00010734437591836445
Position 674: 0.00010570232706129782
Position 653: 6.097243865650418e-05
Position 679: 2.782558835153798e-05
Position 289: 2.6078608772759542e-05
Position 401: 2.4773036993161845e-05
Position 123: 1.2619918115050944e-05
Position 342: 1.2599294610781606e-05
Position 352: 7.786782020692295e-06
Position 1600: 7.586107697010689e-06
Position 336: 7.553017211149101e-06
Position 219: 5.536911501030457e-06
Position 142: 4.325840421887981e-06
Position 646: 3.3554316333896766e-06
Position 474: 2.9598624663334475e-06
Position 681: 2.427448727111879e-06
Position 751: 2.201016006078067e-06
Position 1774: 2.1622706868894987e-06
Position 1782: 2.0948942686450613e-06
Position 1261: 2.086882555074733e-06
Position 34: 2.035045421365772e-06
Position 600: 1.652995439997543e-06
Position 691: 1.5647538362405513e-06
Position 187: 3.6730456783702855e-07
Position 228: 3.592750876178688e-07
Position 386: 2.3415131576708637e-07
Position 463: 1.0185382593235371e-07
Position 409: 9.860367789680186e-08
Position 118: 5.64271435573933e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2811: 0.8878410480880653
Position 2614: 0.5522452103044937
Position 2587: 0.22060076343460686
Position 507: 0.05704848229533744
Position 3350: 0.051398038757817184
Position 431: 0.048993856682983526
Position 1149: 0.04507847508365447
Position 1105: 0.044938154693719326
Position 775: 0.04341931829093895
Position 3091: 0.03429637738779221
Position 531: 0.02295357995889515
Position 1080: 0.021443760374773156
Position 1548: 0.014595795634652601
Position 1192: 0.01353791612263821
Position 2868: 0.013153879264789193
Position 2781: 0.011659361805219993
Position 941: 0.011249290847524148
Position 1047: 0.00914245206583387
Position 2345: 0.008631808409818175
Position 3362: 0.007150628053777018
Position 2815: 0.007099404289215968
Position 1070: 0.007051005223561825
Position 2419: 0.006643249636056234
Position 3299: 0.006542062224503092
Position 2639: 0.0063319606990491824
Position 579: 0.0059750012746945256
Position 292: 0.00544390062108327
Position 2134: 0.005183978528827289
Position 447: 0.0042524129877205994
Position 1235: 0.004093518407413523
Position 3165: 0.004080295105042287
Position 486: 0.0036260168059557827
Position 2288: 0.003497949542696908
Position 2110: 0.0034601657464429537
Position 876: 0.002965839547079736
Position 150: 0.0029010360881561482
Position 1571: 0.002848820491524509
Position 163: 0.0026700016855380317
Position 1599: 0.0021526664901824278
Position 2967: 0.002137505950385699
Position 884: 0.002131420382864817
Position 2844: 0.0019351015614625302
Position 2984: 0.0016834265521834565
Position 3314: 0.001563019285259028
Position 803: 0.0015157054402311122
Position 170: 0.0014741681778844204
Position 2756: 0.0013823330601873303
Position 2690: 0.0013780311787118258
Position 2630: 0.0013617804879862362
Position 619: 0.001332219751839806
Position 2462: 0.0012219500805221708
Position 1658: 0.001118806595339507
Position 2897: 0.001084683866238709
Position 583: 0.0010467791239604316
Position 946: 0.0009721048603316282
Position 3458: 0.0009706341583349775
Position 2623: 0.0009280044950916258
Position 2185: 0.0008998910482135084
Position 375: 0.000857994953586751
Position 3001: 0.0007436089763552392
Position 2443: 0.0006915498053536102
Position 368: 0.0006543222323859858
Position 2563: 0.0005858992188801682
Position 219: 0.0005826145117868677
Position 1154: 0.0004938751436438198
Position 246: 0.0004715909875448991
Position 1014: 0.00043725542192124843
Position 187: 0.00043291842118802106
Position 1695: 0.0004193866676080814
Position 277: 0.00039480330722143237
Position 2382: 0.0003518563132150503
Position 179: 0.000297131913597451
Position 458: 0.00026458341462802894
Position 639: 0.0002572210096913646
Position 3381: 0.0002473634559021457
Position 784: 0.0002283379700688055
Position 296: 0.00021177563583086686
Position 3535: 0.00020862748214485005
Position 559: 0.0001977043398728795
Position 1027: 0.00018965320998356856
Position 600: 0.00017049546588346353
Position 352: 0.0001601372866967145
Position 434: 0.00015212371088320595
Position 2847: 0.00014209107478998243
Position 452: 0.00013623443973472362
Position 3437: 0.0001100598997681054
Position 1390: 0.0001014673949418329
Position 962: 7.942484782792289e-05
Position 379: 7.74557861992121e-05
Position 1888: 7.331370579522484e-05
Position 901: 6.685848655296639e-05
Position 1486: 6.310656619777077e-05
Position 467: 3.072899484140852e-05
Position 819: 1.741717125695828e-05
Position 740: 1.5065173784019389e-05
Position 840: 1.2818575121753391e-05
Position 628: 9.304298773230207e-06
Position 238: 6.996598024862954e-06
Position 228: 3.691548429107117e-06
Position 397: 3.6063467629430697e-06
Position 307: 2.857356238176573e-06
Position 761: 2.743001143655097e-06
Position 327: 2.576377290856416e-06
Position 329: 1.9332487802364542e-06
Position 478: 1.9179489154361296e-06
Position 960: 1.8683517411781341e-06
Position 1162: 1.659216093492522e-06
Position 252: 1.3644379894926537e-06
Position 1305: 8.242813754997019e-07
Position 956: 7.89782895159335e-07
Position 401: 6.907965431649113e-07
Position 409: 6.531989215708341e-07
Position 891: 5.478074856219445e-07
Position 653: 4.353878199669544e-07
Position 261: 1.461105850654989e-07
Position 235: 1.336040716626851e-07
Position 233: 1.2378975480715477e-07
Position 688: 1.011470087202569e-07
Position 679: 2.8795202970235764e-08
Position 643: 2.8396461253868135e-08
Position 386: 1.2496311468892495e-08
