Gene = Rabac1
index = 882
Annotated 5SS: [ 228  653  994 2668]
Annotated 3SS: [ 439  895 2565 2744]
SMsplice 5SS: [228 585]
SMsplice 3SS: [ 439 2744]
top_k =  500
Partition function (log Z): -4.743248382536409

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9258172697477625
Position 585: 0.8004593927885612
Position 994: 0.4406236576571196
Position 2668: 0.30346261346758036
Position 653: 0.15605759377970915
Position 2574: 0.14935983070787065
Position 752: 0.04097335319794749
Position 812: 0.033863593100513734
Position 367: 0.027424860792000846
Position 1381: 0.0253922183566552
Position 2362: 0.013178069665952167
Position 288: 0.012070275971179727
Position 2343: 0.011273489697665763
Position 119: 0.01110724972182385
Position 1576: 0.008941020348609243
Position 105: 0.007697353580027766
Position 350: 0.00540416889942465
Position 1783: 0.004670446579076637
Position 2423: 0.0042893246459164945
Position 1980: 0.0031923572174089696
Position 1555: 0.002529374322094923
Position 561: 0.0024939956604839936
Position 620: 0.0018574673419397504
Position 2679: 0.0016947720599430204
Position 2377: 0.0015169846433367902
Position 599: 0.0013788325409433966
Position 2638: 0.0013763744444137394
Position 93: 0.0012761149026858944
Position 2690: 0.0010831327976997718
Position 2591: 0.0009282321490976441
Position 594: 0.0008510546799497366
Position 541: 0.0008454735081484117
Position 1428: 0.0008338945074313439
Position 241: 0.0008299737926830576
Position 897: 0.0007004068869319418
Position 305: 0.0005988947088830071
Position 821: 0.000583233340535226
Position 2123: 0.0005707348680100736
Position 269: 0.0005403483767753214
Position 825: 0.0004606521702022941
Position 1146: 0.00043027767910382245
Position 1299: 0.0004056814751583674
Position 149: 0.0003699285401986738
Position 2412: 0.0003038392724393371
Position 827: 0.0002687410291988524
Position 243: 0.00024450043820802074
Position 2532: 0.0002407647381690273
Position 877: 0.00015934653324628983
Position 644: 0.00011587451910957014
Position 787: 9.022717161868433e-05
Position 343: 7.929599389301329e-05
Position 310: 6.270554897310603e-05
Position 626: 4.411758129394194e-05
Position 657: 2.756963040812985e-05
Position 618: 2.061128562271964e-05
Position 723: 1.4413056743044676e-05
Position 760: 1.036359176234696e-05
Position 369: 9.372946243008268e-06
Position 756: 7.662411913860397e-06
Position 528: 7.277909206342595e-06
Position 164: 5.062419901780842e-06
Position 384: 3.677321806674914e-06
Position 651: 1.6254037094061558e-06
Position 624: 3.281330267007952e-07
Position 683: 2.2805641747759362e-07
Position 482: 1.7574732932763988e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2744: 0.8073201917758481
Position 439: 0.7100947132453177
Position 895: 0.39276388316102145
Position 2565: 0.32826113159388637
Position 2467: 0.13493753837048797
Position 413: 0.13131500838238533
Position 474: 0.12707871746496915
Position 745: 0.12619782654505168
Position 2788: 0.03392632135537352
Position 2765: 0.02444462829880377
Position 2489: 0.019836243283248036
Position 707: 0.01944026025897578
Position 2245: 0.01504017241779526
Position 1340: 0.01234410121178198
Position 1298: 0.011194689134701277
Position 974: 0.008714528856965349
Position 1687: 0.008713551090042407
Position 783: 0.008454293014692364
Position 2292: 0.008010351753943762
Position 2474: 0.007742398713164733
Position 1272: 0.0058974590334937025
Position 1362: 0.0058775857604547385
Position 1129: 0.005210393875803769
Position 683: 0.004541436746835769
Position 2271: 0.0034581775947836067
Position 455: 0.0032302466913145746
Position 1278: 0.002987252040019063
Position 1721: 0.002924835604682326
Position 2180: 0.002845080114667105
Position 325: 0.0027357896040762783
Position 1838: 0.0024886768014551358
Position 1757: 0.0023596283528050347
Position 2525: 0.0023475741999567494
Position 2220: 0.0020982745920120455
Position 1410: 0.002044692046771477
Position 834: 0.0020233364718824152
Position 340: 0.0020207255666587045
Position 1159: 0.0016747587137764435
Position 2410: 0.0016396562149583206
Position 1922: 0.0012477002522562333
Position 1399: 0.0012468347319313335
Position 805: 0.0012191213854654637
Position 2573: 0.0010845832553532432
Position 2747: 0.0010092079904348837
Position 1782: 0.0009976816847429798
Position 2110: 0.0009565015065002781
Position 1315: 0.0007868605300344277
Position 2980: 0.0007540441394168053
Position 1744: 0.0007377598501045188
Position 1658: 0.0007180071761303792
Position 2250: 0.000639108322333746
Position 2845: 0.000558325832290107
Position 366: 0.0005446360311285835
Position 2794: 0.0005128460376535825
Position 1575: 0.00043041727728140015
Position 857: 0.000370740574554225
Position 536: 0.000359292679100603
Position 389: 0.00033722175571231403
Position 2919: 0.00027155103482543374
Position 838: 0.0002653036596104208
Position 718: 0.00025851929554835865
Position 1495: 0.0002461361697496762
Position 687: 0.00023472959364169213
Position 480: 0.0002047185856499628
Position 164: 0.0001919740403594902
Position 998: 0.00017816609740649192
Position 1179: 7.935815332307823e-05
Position 723: 7.439678975924194e-05
Position 1068: 5.493088436459257e-05
Position 1106: 5.387487027282932e-05
Position 1165: 4.5380602973087106e-05
Position 169: 4.4380856932842216e-05
Position 253: 3.353766289334891e-05
Position 349: 3.334432463234753e-05
Position 657: 2.4861138649534807e-05
Position 285: 8.564465372935488e-06
Position 482: 7.256689297856561e-06
Position 727: 6.6828515738961435e-06
Position 195: 6.548717680500694e-06
Position 375: 6.337536613403201e-06
Position 840: 6.021252496653646e-06
Position 186: 5.5511579271296035e-06
Position 491: 5.473398248004885e-06
Position 610: 5.294137406338766e-06
Position 808: 5.225862178031605e-06
Position 756: 4.888668517071043e-06
Position 183: 3.767299581464877e-06
Position 192: 2.7051050713436824e-06
Position 1427: 1.9793406604960788e-06
Position 569: 1.7527483291960282e-06
Position 578: 1.480452100085702e-06
Position 239: 1.4523290393764035e-06
Position 1321: 1.1175334641296337e-06
Position 821: 1.0640732043585735e-06
Position 305: 9.376547446137856e-07
Position 980: 8.929220701237255e-07
Position 567: 8.843848181661084e-07
Position 214: 8.755198184624619e-07
Position 1145: 5.84601396433938e-07
Position 208: 5.161795146420862e-07
Position 260: 4.682387815821144e-07
Position 198: 3.272815707665229e-07
Position 287: 2.8995589187260964e-07
Position 236: 1.4063259129759077e-07
Position 266: 1.2833016718129314e-07
Position 221: 1.035593557215416e-07
Position 599: 6.20010077008551e-08
Position 297: 3.066526630047212e-08
Position 232: 4.36626507180382e-09
Position 269: 3.2471992979055583e-09
