Gene = Pex19
index = 809
Annotated 5SS: [  94 1986 2566 3233 4019 6552 7290]
Annotated 3SS: [1875 2399 3146 3856 6374 7244 7451]
SMsplice 5SS: [  94 1986 2566 3233 4019 6552 7350]
SMsplice 3SS: [1875 2399 3146 3856 6374 7244 7451]
top_k =  500
Partition function (log Z): 5.663886961104864

Sorted 5' Splice Sites (High to Low Probability):
Position 3233: 0.9861608058723392
Position 6552: 0.9761841463203359
Position 94: 0.8652655756484225
Position 2566: 0.8633787096578243
Position 1986: 0.746183641247662
Position 4019: 0.5708485381287426
Position 7350: 0.39419418642256754
Position 4023: 0.361016625620506
Position 7290: 0.2242872480477213
Position 3011: 0.20579650733707752
Position 2856: 0.1307713252262981
Position 5070: 0.11512116109695385
Position 834: 0.07717008023424955
Position 123: 0.0720236296145234
Position 2258: 0.07141429353435602
Position 2562: 0.05483570258402281
Position 2280: 0.03227075645156804
Position 7504: 0.03092488337342763
Position 7759: 0.029666010792431557
Position 2729: 0.027027183865322615
Position 150: 0.02026804256117754
Position 5817: 0.01762918862297882
Position 932: 0.017608472152516704
Position 4425: 0.01734150485116369
Position 4106: 0.014952991350785167
Position 5134: 0.014739776846457098
Position 4123: 0.014334886299369382
Position 1876: 0.013582330909113607
Position 19: 0.010796789377880995
Position 7616: 0.010767602981077488
Position 1046: 0.01007999378172209
Position 378: 0.009710985415260097
Position 3079: 0.008107660849553312
Position 1004: 0.0061285520314386666
Position 6302: 0.006009652010846885
Position 166: 0.005987977860702497
Position 857: 0.005935152361300557
Position 43: 0.005659684972393601
Position 1130: 0.0044998058912385265
Position 7547: 0.004096874621025173
Position 472: 0.003990412703784773
Position 2449: 0.003900405306628228
Position 7339: 0.003417224514325399
Position 6466: 0.0033617588894409175
Position 294: 0.003317308210058798
Position 5790: 0.003258001006040636
Position 2191: 0.0030621170624697794
Position 2885: 0.0025565447702598355
Position 212: 0.0021760485452801243
Position 1349: 0.0021640536540860358
Position 199: 0.0021141811813729103
Position 3042: 0.0020413129117706277
Position 1330: 0.0018942488748612783
Position 7364: 0.0018565104067123053
Position 3805: 0.001850700117838223
Position 2200: 0.0017263075606565278
Position 4316: 0.0013785646279274202
Position 5386: 0.0013580264178970666
Position 2679: 0.0013531545019259028
Position 543: 0.001332307052300067
Position 4901: 0.001300357303669079
Position 1353: 0.0012587478132507338
Position 7009: 0.0010741878219673521
Position 144: 0.0010311831225825934
Position 2523: 0.001009757574302921
Position 5593: 0.0008415866191811806
Position 100: 0.0007265593258991781
Position 2188: 0.0007240069379588583
Position 1066: 0.0007172610103037216
Position 2813: 0.0007088064594181512
Position 976: 0.0006689295011678492
Position 7532: 0.0006574554188649983
Position 5794: 0.0006435864314022694
Position 2669: 0.0005230960152861619
Position 2531: 0.0003918356760475385
Position 1845: 0.00038779237163836215
Position 1669: 0.00036629188876260245
Position 1316: 0.00036100686212889034
Position 654: 0.00035751651083667607
Position 5118: 0.00032757939455229653
Position 3056: 0.00025716753960249825
Position 919: 0.00025629092423835615
Position 501: 0.00025549625458767757
Position 2079: 0.0002537057710691753
Position 6996: 0.000241310240505505
Position 3247: 0.00020644651066712024
Position 2181: 0.00020486826242305543
Position 1192: 0.00018973025693750373
Position 2269: 0.00011696238705186652
Position 4027: 0.00011682246404750423
Position 1334: 0.00010392537738411787
Position 955: 0.00010014146089563629
Position 4497: 9.454091120296765e-05
