Gene = Ddias
index = 327
Annotated 5SS: [  107  1486  7677 11923 12848]
Annotated 3SS: [ 1402  7547 11760 12729 13934]
SMsplice 5SS: [  107  1486  6136  7677 11923 12848]
SMsplice 3SS: [ 1402  6048  7547 11760 12729 13934]
top_k =  500
Partition function (log Z): 0.4475619555508712

Sorted 5' Splice Sites (High to Low Probability):
Position 11923: 0.9970218631982539
Position 107: 0.9867317681580434
Position 12848: 0.8759388180870211
Position 6136: 0.8008741001389287
Position 7677: 0.7748271412239613
Position 1486: 0.723955802750725
Position 5974: 0.30453221310149936
Position 6802: 0.19788745253734194
Position 2098: 0.1812341565265464
Position 7644: 0.18035473235939806
Position 9570: 0.1542441698717089
Position 12422: 0.1322084447146679
Position 8860: 0.10126470007512878
Position 3784: 0.09362583636708273
Position 6570: 0.09227653951848867
Position 8927: 0.06455489552382047
Position 13993: 0.06033667220169189
Position 9985: 0.05652248859020692
Position 15010: 0.048097605279897745
Position 12584: 0.04336866400115512
Position 365: 0.04049912595007654
Position 7426: 0.03698968771412072
Position 8120: 0.03469579927933573
Position 9586: 0.033252486314284097
Position 7430: 0.03171160169310793
Position 8872: 0.02725427927880575
Position 7779: 0.026800698035711716
Position 8125: 0.022620044849308504
Position 10248: 0.021883494282037418
Position 8188: 0.019055445537558887
Position 1325: 0.019025597333562676
Position 1222: 0.018765694631018497
Position 12154: 0.018092432769990327
Position 12691: 0.01388647732268603
Position 4448: 0.012997623382518883
Position 12730: 0.012296155594711523
Position 378: 0.012227150089139377
Position 9016: 0.011264180551152888
Position 393: 0.010760851139623606
Position 9839: 0.009861172506277606
Position 9434: 0.008291112198009418
Position 14851: 0.008087043865623882
Position 2677: 0.006744790509365379
Position 8163: 0.006677804045375092
Position 12643: 0.005027874541858528
Position 231: 0.004920734201235253
Position 6087: 0.004422641523004094
Position 14806: 0.004388130603050067
Position 7162: 0.004247758539650313
Position 453: 0.003994987040354978
Position 3344: 0.0038513679805778113
Position 6123: 0.003744543039453406
Position 12842: 0.0036784039268179347
Position 273: 0.0036691461009209134
Position 3210: 0.0028524177465731816
Position 476: 0.0026312986246261206
Position 15085: 0.002488847325337785
Position 13190: 0.001990411643835053
Position 6175: 0.0017470028835753842
Position 9615: 0.0014901741962938923
Position 613: 0.0012966739953400646
Position 12372: 0.00118790423452468
Position 5562: 0.0009247908963385905
Position 8580: 0.0008897854550525276
Position 15740: 0.0007811417312297962
Position 13743: 0.0007533753450039216
Position 3771: 0.0007494858380028848
Position 3227: 0.0007230648226885423
Position 5035: 0.000721047450446681
Position 960: 0.000685435513912543
Position 3775: 0.0006769170826510754
Position 8779: 0.000658414418614703
Position 3847: 0.0005612500225939724
Position 1732: 0.0004492964883209821
Position 585: 0.0004074194781421144
Position 244: 0.00038208420316795185
Position 993: 0.0003661443668750847
Position 436: 0.0003288285490387899
Position 588: 0.00030488341558057526
Position 91: 0.00028998282536972747
Position 1020: 0.0002697448691392493
Position 12392: 0.000258789502769673
Position 448: 0.0002359655812781229
Position 170: 0.00019832160101088594
Position 185: 0.00016524955232559405
Position 7683: 0.00015615898565031038
Position 357: 0.0001456304354889445
Position 1703: 0.00014206603401594408
Position 74: 0.00012049935815493056
Position 213: 0.00011180953860239325
Position 1710: 0.00010198377282376554
Position 579: 8.278452252961715e-05
Position 964: 8.225258234964854e-05
Position 371: 7.381846853984835e-05
Position 7791: 6.895766555496373e-05
Position 145: 6.794288745634009e-05
Position 1443: 5.767593718031747e-05
Position 810: 5.3003853948709245e-05
Position 1490: 5.116947535104177e-05
Position 2987: 5.032615461027157e-05
Position 87: 4.6812870578154534e-05
Position 291: 3.651144540167866e-05
Position 93: 2.6953999474265247e-05
Position 701: 2.6516395187135465e-05
Position 12895: 2.6217140351724007e-05
Position 1717: 1.9535844582723073e-05
Position 12881: 1.5714811126411533e-05
Position 12932: 1.539529639488634e-05
Position 1547: 1.2640270873559539e-05
Position 12998: 1.1518643575281143e-05
Position 1559: 1.0259665134755617e-05
Position 2900: 8.330452450377438e-06
