Gene = Spp1
index = 1016
Annotated 5SS: [  79 1325 1459 2618 3150 4429]
Annotated 3SS: [1256 1422 2536 3107 4146 5110]
SMsplice 5SS: [  79 1103 1325 1514 2618]
SMsplice 3SS: [ 923 1256 1422 2536 4146]
top_k =  500
Partition function (log Z): 1.700674196700755

Sorted 5' Splice Sites (High to Low Probability):
Position 1325: 0.9773261796047565
Position 2618: 0.7126476602164606
Position 1103: 0.5739828630697289
Position 79: 0.5406242457384136
Position 1514: 0.4760765556826612
Position 131: 0.43200444617231387
Position 1459: 0.4022422381894938
Position 3150: 0.32453788697087516
Position 4367: 0.2726056097462381
Position 4429: 0.20029639212187283
Position 1998: 0.18347510949141813
Position 2937: 0.12136231449559064
Position 1095: 0.0890264980257489
Position 842: 0.08609705900804224
Position 5157: 0.06192945330261409
Position 1038: 0.0475920762244771
Position 3246: 0.04663487223466453
Position 3238: 0.030259078723343876
Position 214: 0.023006812433334408
Position 4392: 0.009402809279053705
Position 4775: 0.008443298907325356
Position 1582: 0.008430567657158732
Position 2913: 0.007716750476692991
Position 1043: 0.007391230942822903
Position 938: 0.005771814997211291
Position 2693: 0.004060666392229353
Position 1058: 0.004023233039204628
Position 2842: 0.0038242799064938707
Position 1174: 0.003660195981941522
Position 4414: 0.0035630686898653514
Position 1786: 0.003193603724074836
Position 3222: 0.003170066453317271
Position 983: 0.0027347336336664275
Position 1537: 0.002731827097355661
Position 4594: 0.0026321405920519785
Position 3042: 0.0025700564649069084
Position 233: 0.0022359326561445566
Position 4307: 0.00220826117501643
Position 1572: 0.0015535351010791374
Position 2133: 0.0014673738487668744
Position 4544: 0.0014142839284314443
Position 4284: 0.0013651347991357333
Position 1495: 0.0012937932603730056
Position 668: 0.0012857233433676478
Position 2360: 0.0012689158386334177
Position 4243: 0.0010842175905839589
Position 2461: 0.0008880614613070597
Position 941: 0.000855058245984888
Position 1185: 0.0008085817916924237
Position 1505: 0.0007765262192442542
Position 209: 0.0005399929945532914
Position 927: 0.00047879406382917426
Position 1009: 0.00040489971697120876
Position 167: 0.00035733034058938357
Position 1473: 0.0003458255755993362
Position 1150: 0.00028234467572462737
Position 1611: 0.0002385517823212889
Position 1061: 0.00023098487820823508
Position 2750: 0.00022382483119997223
Position 135: 0.00021036263253042654
Position 1329: 0.00020581839184749304
Position 225: 0.00019099384888285526
Position 2144: 0.0001530347700641313
Position 1182: 0.0001503948243415495
Position 4406: 0.0001374304684143075
Position 3412: 0.00013147082565827172
Position 3070: 0.0001235739485776263
Position 729: 6.463361890425189e-05
Position 161: 4.495332614497427e-05
Position 543: 4.4167476876426896e-05
Position 968: 4.408173747152116e-05
Position 1283: 4.385779414811168e-05
Position 945: 3.815058797651484e-05
Position 713: 3.415745213505389e-05
Position 1593: 3.413036069804576e-05
Position 276: 3.118353661746452e-05
