Gene = Lrrc51
index = 647
Annotated 5SS: [  105 13232 18307 20434]
Annotated 3SS: [13093 18100 20284 20655]
SMsplice 5SS: [  119 12365 13232 18307 20434]
SMsplice 3SS: [12301 13093 18100 20284 20703]
top_k =  500
Partition function (log Z): -9.823519889049619

Sorted 5' Splice Sites (High to Low Probability):
Position 13232: 0.9971825070539545
Position 119: 0.8446560263485988
Position 18307: 0.7846752201955539
Position 20434: 0.6818258505971883
Position 6617: 0.49937998315678295
Position 12365: 0.47967623174416285
Position 14650: 0.295936320382408
Position 16710: 0.15203916146361912
Position 105: 0.09973598007843315
Position 11771: 0.07208828066338445
Position 11130: 0.06523157013312803
Position 15508: 0.058101393365899236
Position 4356: 0.055769868518506203
Position 2391: 0.03083000972881236
Position 2638: 0.022986883169674604
Position 356: 0.021426044941954738
Position 5272: 0.01946699296307799
Position 20354: 0.018532564442854952
Position 2764: 0.016298859399972304
Position 18226: 0.015103628479453103
Position 2705: 0.013665631486383872
Position 45: 0.013654881225177856
Position 6806: 0.013009135573715289
Position 18139: 0.012591594812349947
Position 81: 0.012539912795141935
Position 530: 0.010529739102011803
Position 1337: 0.007459338894890102
Position 5445: 0.007222774942368679
Position 4367: 0.006847805545475573
Position 1059: 0.005777412115705717
Position 148: 3.5957846756763544e-05
Position 316: 2.7116599357972113e-05
Position 429: 2.3228076874665344e-05
Position 1076: 1.3260696239409035e-05
Position 254: 1.0009944904799518e-05
Position 84: 8.647483990641353e-06
Position 69: 2.2822858724856296e-06
Position 362: 2.05585354543986e-06
Position 557: 1.2528585809724849e-06
Position 48: 4.986067795727033e-07
Position 675: 2.991120178661903e-07
Position 546: 1.5807658568616138e-07
Position 35: 1.5675481472119672e-07
Position 1358: 1.5569902316972005e-07
Position 59: 1.3489572263628198e-07
Position 458: 1.014859042121418e-07
Position 11: 9.852599054754704e-08
Position 371: 8.475480188442246e-08
Position 624: 6.653894078873336e-08
Position 446: 6.64040032428459e-08
Position 4030: 5.348906376177556e-08
Position 553: 4.929203119108785e-08
Position 240: 1.2087711033682303e-08
Position 123: 1.192516137396807e-08
Position 24: 8.638894447905597e-10
Position 33: 1.1523328818246198e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 13093: 0.9996271457665583
Position 18100: 0.8482816853417428
Position 20284: 0.7624179528598443
Position 6468: 0.5098082201857206
Position 12301: 0.47967623174416285
Position 20703: 0.3412232001290444
Position 14558: 0.22763240058097878
Position 20655: 0.1790910932184066
Position 16610: 0.12200928812857997
Position 20624: 0.1102427693244305
Position 20119: 0.1088327327343562
Position 11558: 0.07228773409297001
Position 11048: 0.06523157013312803
Position 15375: 0.06248138275737685
Position 4264: 0.060875284286606574
Position 20569: 0.049211349764176064
Position 20532: 0.04371418187592615
Position 14587: 0.04352404198594912
Position 2308: 0.0368542627473313
Position 14618: 0.026235099729758436
Position 16549: 0.025075835592657816
Position 2627: 0.01698614419894891
Position 2470: 0.01619308995452499
Position 5183: 0.014986904194608533
