Gene = Sbspon
index = 947
Annotated 5SS: [  284  9077 32462 33834]
Annotated 3SS: [ 8881 32370 33656 36859]
SMsplice 5SS: [  284  4418  8930 25831 33834]
SMsplice 3SS: [ 4316  8881 25729 33656 36859]
top_k =  500
Partition function (log Z): -23.211957512701737

Sorted 5' Splice Sites (High to Low Probability):
Position 284: 0.9841630423299805
Position 4418: 0.727138363346486
Position 8930: 0.6842121512135596
Position 7863: 0.6190527765421204
Position 1707: 0.32383157218481556
Position 5911: 0.24702626738200997
Position 8199: 0.18572594822314153
Position 1185: 0.14464901094136554
Position 11826: 0.12088515936392603
Position 7587: 0.11909359370180858
Position 5251: 0.10444686787088159
Position 5277: 0.08735824076522788
Position 9077: 0.08012719763922718
Position 1764: 0.07858791580366334
Position 5239: 0.07405246178353148
Position 1345: 0.035530328493686446
Position 5434: 0.02189800346039704
Position 1051: 0.019684308408820222
Position 2884: 0.012242485416945826
Position 927: 0.0060137017877370715
Position 6221: 0.005921193425446886
Position 3341: 0.004807095187949753
Position 559: 0.004516146354187741
Position 1685: 0.0039295399655073235
Position 4459: 0.0036680629484746297
Position 4366: 0.0023001293023265116
Position 3739: 0.0021898638015906725
Position 6176: 0.0021234846107179165
Position 2627: 0.0020111839198006997
Position 2691: 0.00159700287776544
Position 3914: 0.0015763701291641057
Position 3925: 0.0014439226777302992
Position 38: 0.0008818192595430769
Position 8833: 0.000723512209111562
Position 88: 0.000699451964123837
Position 4855: 0.0006748250937750497
Position 703: 0.0006716647828269941
Position 979: 0.0005499512145620204
Position 93: 0.0005065321696898708
Position 540: 0.00048470771669055366
Position 752: 0.0003305013733870404
Position 1034: 0.00031390993656575504
Position 276: 0.00022275498094580966
Position 375: 0.00015787959038108818
Position 334: 0.0001328913602411298
Position 609: 0.00012347974217977612
Position 205: 0.00011091951391122704
Position 288: 9.68228861254292e-05
Position 760: 9.547203959110074e-05
Position 710: 7.757309359184223e-05
Position 224: 7.634615169289465e-05
Position 155: 7.187990200158385e-05
Position 720: 6.992584996689654e-05
Position 1026: 6.696499317861547e-05
Position 239: 5.5244481680027944e-05
Position 662: 3.915484344927848e-05
Position 889: 3.807780782498729e-05
Position 1405: 3.7421921326801776e-05
Position 483: 3.522740773912453e-05
Position 52: 3.4089944552435024e-05
Position 354: 3.188935602970547e-05
Position 1582: 2.9663386755724184e-05
Position 134: 2.3895073474008054e-05
Position 561: 1.952312124224262e-05
Position 968: 1.844439422249896e-05
Position 50: 1.8234733973168344e-05
Position 490: 1.8174323316271544e-05
Position 652: 1.8019947346683984e-05
Position 549: 1.774150217767484e-05
Position 1360: 1.4928763638070814e-05
Position 1067: 1.4692772254351196e-05
Position 843: 1.4355303515498835e-05
Position 1037: 1.4052414136422442e-05
Position 463: 8.307075557032058e-06
Position 813: 8.02165829449849e-06
